# Wordlist

# DATA
ID	COGID	POS	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN	ALIGNMENT
#
2602	319	noun	the moon	Achang_Longchuan	moon	4.28	Achang (Longchuan) TBL	phă³¹ lɔʔ³¹  | 0004.28	moon-1 moon-2		467 465	TBL		1313	phă³¹lɔʔ³¹	phă³¹lɔʔ³¹	moon	pʰ ă ³¹ + l ɔ ʔ ³¹	345172	pʰ ă - ³¹ ◦ l ɔ ʔ ³¹
2604	319	noun	the moon	Atsi	moon	4.3	Atsi [Zaiwa] TBL	lo̱⁵⁵ mo⁵⁵  | 0004.30	moon mo-suffix		465 466	TBL		1313	lo̱⁵⁵mo⁵⁵	lo̱⁵⁵mo⁵⁵	moon	l o̰ ⁵⁵ + m o ⁵⁵	345174	l o̰ - ⁵⁵ ◦ m o ⁵⁵
2606	319	noun	the moon	Bola	moon	4.32	Bola (Luxi) TBL	lɛ̱̃³⁵ ma³¹  | 0004.32	moon ma-suffix		465 466	TBL		1313	lɛ̱̃³⁵ma³¹	lɛ̱̃³⁵ma³¹	moon	l ɛ̰̃ ∼ ³⁵ + m a ³¹	345176	l ɛ̰̃ ∼ ³⁵ ◦ m a ³¹
2609	319	noun	the moon	Lashi	moon	4.33	Leqi (Luxi) TBL	lo̱⁵³  | 0004.33	moon		465	TBL		1313	lo̱⁵³	lo̱⁵³	moon	l o̰ ⁵³	345177	l o̰ - ⁵³
2610	319	noun	the moon	Maru	moon	4.31	Langsu (Luxi) TBL	lɔ̱⁵⁵  | 0004.31			465	TBL		1313	lɔ̱⁵⁵	lɔ̱⁵⁵	moon	l ɔ̰ ⁵⁵	345175	l ɔ̰ - ⁵⁵
2611	319	noun	the moon	Xiandao	moon	4.29	Achang (Xiandao) TBL	pau⁵⁵ l̥ɔ³¹  | 0004.29	moon		467 465	TBL		1313	pau⁵⁵l̥ɔ³¹	pau⁵⁵l̥ɔ³¹	moon	p a u ⁵⁵ + l̥ ɔ ³¹	345173	p a u ⁵⁵ ◦ l̥ ɔ - ³¹
5548	319	noun	the moon	Rangoon		4.27					465	TBL		1313	lɑ⁵³	lɑ⁵³	moon	l ɑ ⁵³	345171	l ɑ - ⁵³
5985	319	noun	the moon	Written_Burmese		4.26					465	TBL		1313	lɑ¹	lɑ¹	moon	l a ¹	345170	l a - ¹
#
6132	65		the mosquito	Lashi	mosquito	360.33	Leqi (Luxi)	kja̱ŋ³³	mosquito		959	TBL		1509		kja̱ŋ³³		k j a̰ ŋ ³³	47135	k j a̰ ŋ ³³
6161	65		the mosquito	Maru	mosquito	360.31	Langsu (Luxi)	kjɔ̱̃³¹			959	TBL		1509		kjɔ̱̃³¹		k j ɔ̰̃ ∼ ³¹	43533	k j ɔ̰̃ ∼ ³¹
6242	65		the mosquito	Written_Burmese	mosquito	360.26	Burmese (Written)	khrɑŋ²			959	TBL		1509		kʰrɑŋ²		kʰ r a ŋ ²	32469	kʰ r a ŋ ²
6247	65		the mosquito	Bola	mosquito	360.32	Bola (Luxi)	kjɔ̱̃⁵⁵	mosquito		959	TBL		1509		kjɔ̱̃⁵⁵		k j ɔ̰̃ ∼ ⁵⁵	45305	k j ɔ̰̃ ∼ ⁵⁵
6296	65		the mosquito	Rangoon	mosquito	360.27	Burmese (Rangoon)	tɕhĩ²²			959	TBL		1509		ʨʰĩ²²		tɕʰ ĩ ∼ ²²	34362	tɕʰ - ĩ ∼ ²²
6338	63		the mosquito	Achang_Longchuan	mosquito	360.28	Achang (Longchuan)	phɔp⁵⁵	mosquito		1017	TBL		1509		pʰɔp⁵⁵		pʰ ɔ p ⁵⁵	36256	pʰ ɔ p ⁵⁵
6482	65		the mosquito	Atsi	mosquito	360.3	Atsi [Zaiwa]	kja̱ŋ⁵¹	mosquito		959	TBL		1509		kja̱ŋ⁵¹		k j a̰ ŋ ⁵¹	41663	k j a̰ ŋ ⁵¹
6564	65		the mosquito	Xiandao	mosquito	360.29	Achang (Xiandao)	caŋ³¹khʐaŋ⁵⁵			1018 959	TBL		1509		caŋ³¹kʰʐaŋ⁵⁵		c a ŋ ³¹ + kʰ ʐ a ŋ ⁵⁵	38031	c a ŋ ³¹ ◦ kʰ ʐ a ŋ ⁵⁵
#
2627	323	noun	the mother	Achang_Longchuan	mother	219.28	Achang (Longchuan) TBL	mauʔ⁵¹  | 0219.28	mother		470	TBL		1216	mauʔ⁵¹	mauʔ⁵¹	mother	m a u ʔ ⁵¹	356316	m - a u ʔ ⁵¹
2630	323	noun	the mother	Atsi	mother	219.3	Atsi [Zaiwa] TBL	a⁵⁵ nu²¹  | 0219.30	a-prefix		1110 472	TBL		1216	a⁵⁵nu²¹	a⁵⁵nu²¹	mother	a ⁵⁵ + n u ²¹	356318	a ⁵⁵ ◦ n u - ²¹
2631	323	noun	the mother	Bola	mother	219.32	Bola (Luxi) TBL	a³¹ nuŋ⁵⁵  | 0219.32	a-prefix mother		1110 472	TBL		1216	a³¹nuŋ⁵⁵	a³¹nuŋ⁵⁵	mother	a ³¹ + n u ŋ ⁵⁵	356320	a ³¹ ◦ n u ŋ ⁵⁵
2634	323	noun	the mother	Lashi	mother	219.33	Leqi (Luxi) TBL	a⁵⁵ mji̱⁵³  | 0219.33	a-prefix woman-1		1110 470	TBL		1216	a⁵⁵mji̱⁵³	a⁵⁵mji̱⁵³	mother	a ⁵⁵ + m j ḭ ⁵³	356321	a ⁵⁵ ◦ m j ḭ - - ⁵³
2635	323	noun	the mother	Maru	mother	219.31	Langsu (Luxi) TBL	a⁵⁵ mji̱⁵⁵  | 0219.31	a-prefix woman-3		1110 470	TBL		1216	a⁵⁵mji̱⁵⁵	a⁵⁵mji̱⁵⁵	mother	a ⁵⁵ + m j ḭ ⁵⁵	356319	a ⁵⁵ ◦ m j ḭ - - ⁵⁵
2637	323	noun	the mother	Xiandao	mother	219.29	Achang (Xiandao) TBL	mɛ³¹  | 0219.29	mother		470	TBL		1216	mɛ⁵¹	mɛ³¹	mother	m ɛ ³¹	356317	m - ɛ - - ³¹
5297	323	noun	the mother	Rangoon		219.27					1110 470	TBL		1216	ɑ⁵³me²²	ɑ⁵³me²²	mother	ɑ ⁵³ + m e ²²	356315	ɑ ⁵³ ◦ m - e - - ²²
5739	323	noun	the mother	Written_Burmese		219.26			a-prefix woman		1110 470	TBL		1216	ɑ¹me²	ɑ¹me²	mother	a ¹ + m e ²	356314	a ¹ ◦ m - e - - ²
#
2641	325	noun	the mountain	Achang_Longchuan	hill / mountain n	23.28	Achang (Longchuan) TBL	pum⁵⁵  | 0023.28	mountain		1111	TBL		639	pum⁵⁵	pum⁵⁵	hill / mountain	p u m ⁵⁵	346152	p u m ⁵⁵
2644	325	noun	the mountain	Atsi	hill / mountain n	23.3	Atsi [Zaiwa] TBL	pum⁵¹  | 0023.30	mountain		1111	TBL		639	pum⁵¹	pum⁵¹	hill / mountain	p u m ⁵¹	346154	p u m ⁵¹
2646	325	noun	the mountain	Bola	hill / mountain n	23.32	Bola (Luxi) TBL	pam⁵⁵  | 0023.32	mountain		1111	TBL		639	pam⁵⁵	pam⁵⁵	hill / mountain	p a m ⁵⁵	346156	p a m ⁵⁵
2649	325	noun	the mountain	Lashi	hill / mountain n	23.33	Leqi (Luxi) TBL	pɔm³¹  | 0023.33	mountain		1111	TBL		639	pɔm³¹	pɔm³¹	hill / mountain	p ɔ m ³¹	346157	p ɔ m ³¹
2650	325	noun	the mountain	Maru	hill / mountain n	23.31	Langsu (Luxi) TBL	pam³¹  | 0023.31			1111	TBL		639	pam³¹	pam³¹	hill / mountain	p a m ³¹	346155	p a m ³¹
2652	325	noun	the mountain	Xiandao	hill / mountain n	23.29	Achang (Xiandao) TBL	pum⁵⁵  | 0023.29	mountain		1111	TBL		639	pum⁵⁵	pum⁵⁵	hill / mountain	p u m ⁵⁵	346153	p u m ⁵⁵
5613	328	noun	the mountain	Rangoon		23.27					474	TBL		639	tɑ̃u²²	tɑ̃u²²	hill / mountain	t ɑ̃ u ∼ ²²	346151	t ɑ̃ u ∼ ²²
6049	328	noun	the mountain	Written_Burmese		23.26			mountain		474	TBL		639	tɔŋ²	tɔŋ²	hill / mountain	t o ŋ ²	346150	t o - ŋ ²
#
6175	143		the mouse or rat	Xiandao	mouse	320.29	Achang (Xiandao)	kʐoʔ⁵⁵	mouse		74	TBL		2139		kʐoʔ⁵⁵		k ʐ o ʔ ⁵⁵	37991	k - ʐ o ʔ ⁵⁵
6185	143		the mouse or rat	Achang_Longchuan	mouse	320.28	Achang (Longchuan)	kʐoʔ⁵⁵	mouse		74	TBL		2139		kʐoʔ⁵⁵		k ʐ o ʔ ⁵⁵	36216	k - ʐ o ʔ ⁵⁵
6226	146		the mouse or rat	Bola	mouse	320.32	Bola (Luxi)	ɣɔʔ³¹naʔ³¹	vermin black		74 92	TBL		2139		ɣɔʔ³¹naʔ³¹		ɣ ɔ ʔ ³¹ + n a ʔ ³¹	45265	ɣ - - ɔ ʔ ³¹ ◦ n a ʔ ³¹
6407	143		the mouse or rat	Rangoon	mouse	320.27	Burmese (Rangoon)	tɕwɛʔ⁴			74	TBL		2139		ʨwɛʔ⁴		tɕ w ɛ ʔ ⁴	34321	tɕ - w ɛ ʔ ⁴
6461	146		the mouse or rat	Atsi	mouse	320.3	Atsi [Zaiwa]	ŋĕ²¹noʔ²¹	mouse black		1296 92	TBL		2139		ŋĕ²¹noʔ²¹		ŋ ĕ ²¹ + n o ʔ ²¹	41622	ŋ ĕ ²¹ ◦ n o ʔ ²¹
6471	143		the mouse or rat	Written_Burmese	mouse	320.26	Burmese (Written)	krwɑk⁴			74	TBL		2139		krwɑk⁴		k r w a k ⁴	32429	k r w a k ⁴
6566	146		the mouse or rat	Maru	mouse	320.31	Langsu (Luxi)	ɣuk³¹nɔʔ³¹	mouse black		74 92	TBL		2139		ɣuk³¹nɔʔ³¹		ɣ u k ³¹ + n ɔ ʔ ³¹	43493	ɣ - - u k ³¹ ◦ n ɔ ʔ ³¹
6647	146		the mouse or rat	Lashi	mouse	320.33	Leqi (Luxi)	kjĭ²¹nɔʔ³¹	mouse black		74 92	TBL		2139		kjĭ²¹nɔʔ³¹		k j ĭ ²¹ + n ɔ ʔ ³¹	47095	k - j ĭ - ²¹ ◦ n ɔ ʔ ³¹
#
2662	332	noun	the mouth	Achang_Longchuan	mouth	84.28	Achang (Longchuan) TBL	ȵ̥ot⁵³  | 0084.28	mouth		1112	TBL		674	ȵ̥ot⁵³	ȵ̥ot⁵³	mouth	n̥ʲ o t ⁵³	349328	n̥ʲ o t ⁵³
2667	332	noun	the mouth	Bola	mouth	84.32	Bola (Luxi) TBL	nɔ̱t⁵⁵  | 0084.32	mouth		1112	TBL		674	nɔ̱t⁵⁵	nɔ̱t⁵⁵	mouth	n ɔ̰ t ⁵⁵	349332	n ɔ̰ t ⁵⁵
2671	332	noun	the mouth	Maru	mouth	84.31	Langsu (Luxi) TBL	na̱t⁵⁵  | 0084.31	mouth		1112	TBL		674	na̱t⁵⁵	na̱t⁵⁵	mouth	n a̰ t ⁵⁵	349331	n a̰ t ⁵⁵
5298	335	noun	the mouth	Rangoon		84.27					1113 481	TBL		674	pɑ⁵⁵sɑʔ⁴	pɑ⁵⁵sɑʔ⁴	mouth	p ɑ ⁵⁵ + s ɑ ʔ ⁴	349327	p ɑ ⁵⁵ ◦ s ɑ ʔ ⁴
5740	335	noun	the mouth	Written_Burmese		84.26			mouth1 mouth2		1113 481	TBL		674	pɑ³sɑp⁴	pɑ³sɑp⁴	mouth	p a ³ + ts a p ⁴	349326	p a ³ ◦ ts a p ⁴
#
6225	201		the mud	Maru	mud	46.31	Langsu (Luxi)	mjik³¹tsa̱i³⁵	earth-mud-1 earth-mud-2		690 691	TBL		640		mjik³¹ʦa̱i³⁵		m j i k ³¹ + ts a̰ i ³⁵	43216	m j i k ³¹ ◦ ts a̰ i ³⁵
6244	203		the mud	Atsi	mud	46.3	Atsi [Zaiwa]	kə̱⁵⁵na̱²¹			1326 1327	TBL		640		kə̱⁵⁵na̱²¹		k ə̰ ⁵⁵ + n a̰ ²¹	41342	k ə̰ ⁵⁵ ◦ n a̰ ²¹
6246	199		the mud	Rangoon	mud	46.27	Burmese (Rangoon)	ɕũ⁵³			119	TBL		640		ɕũ⁵³		ɕ ũ ∼ ⁵³	34040	ɕ - ũ ∼ ⁵³
6293	202		the mud	Lashi	mud	46.33	Leqi (Luxi)	thɔm⁵⁵pɔp³¹			119 1328	TBL		640		tʰɔm⁵⁵pɔp³¹		tʰ ɔ m ⁵⁵ + p ɔ p ³¹	46820	tʰ - ɔ m ⁵⁵ ◦ p ɔ p ³¹
6331	199		the mud	Written_Burmese	mud	46.26	Burmese (Written)	hrwɑm¹			119	TBL		640		hrwɑm¹		ɕ w a m ¹	32151	ɕ w a m ¹
6424	200		the mud	Achang_Longchuan	mud	46.28	Achang (Longchuan)	ȵ̥on⁵⁵pen³¹	dirt? mud		118 1329	TBL		640		ȵ̥on⁵⁵pen³¹		n̥ʲ o n ⁵⁵ + p e n ³¹	35937	n̥ʲ o n ⁵⁵ ◦ p e n ³¹
6557	200		the mud	Xiandao	mud	46.29	Achang (Xiandao)	ɲ̇on⁵⁵	mud		118	TBL		640		ɲ̇on⁵⁵		†ɲ̇ o n ⁵⁵	37713	†ɲ̇ o n ⁵⁵
6615	201		the mud	Bola	mud	46.32	Bola (Luxi)	tsə̆⁵⁵ŋja̱ʔ⁵⁵	mud-1 mud-2		691 1330	TBL		640		ʦə̆⁵⁵ŋja̱ʔ⁵⁵		ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵	44986	ts ə̆ - ⁵⁵ ◦ ŋ j a̰ ʔ ⁵⁵
#
2692	1150	noun	the nail (fingernail or claw)	Achang_Longchuan	nail nbp	113.28	Achang (Longchuan) TBL	lɔʔ⁵⁵ ʂəŋ³¹  | 0113.28	hand nail		143 1114	TBL		2128	lɔʔ⁵⁵ʂəŋ³¹	lɔʔ⁵⁵ʂəŋ³¹	nail	l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹	350820	l ɔ ʔ ⁵⁵ ◦ ʂ ə ŋ ³¹
2694	1150	noun	the nail (fingernail or claw)	Atsi	nail nbp	113.3	Atsi [Zaiwa] TBL	loʔ²¹ siŋ²¹  | 0113.30	hand nail		143 1114	TBL		2128	loʔ²¹siŋ²¹	loʔ²¹siŋ²¹	nail	l o ʔ ²¹ + s i ŋ ²¹	350822	l o ʔ ²¹ ◦ s i ŋ ²¹
2696	1150	noun	the nail (fingernail or claw)	Bola	nail nbp	113.32	Bola (Luxi) TBL	laʔ³¹ saŋ³⁵  | 0113.32	hand nail		143 1114	TBL		2128	laʔ³¹saŋ³⁵	laʔ³¹saŋ³⁵	nail	l a ʔ ³¹ + s a ŋ ³⁵	350824	l a ʔ ³¹ ◦ s a ŋ ³⁵
2697	1150	noun	the nail (fingernail or claw)	Lashi	nail nbp	113.33	Leqi (Luxi) TBL	lɔʔ³¹ sə̱ŋ⁵⁵  | 0113.33	hand nail		143 1114	TBL		2128	lɔʔ³¹sə̱ŋ⁵⁵	lɔʔ³¹sə̱ŋ⁵⁵	nail	l ɔ ʔ ³¹ + s ə̰ ŋ ⁵⁵	350825	l ɔ ʔ ³¹ ◦ s ə̰ ŋ ⁵⁵
2699	1150	noun	the nail (fingernail or claw)	Maru	nail nbp	113.31	Langsu (Luxi) TBL	lɔʔ³¹ saŋ³⁵  | 0113.31	hand nail		143 1114	TBL		2128	lɔʔ³¹saŋ³⁵	lɔʔ³¹saŋ³⁵	nail	l ɔ ʔ ³¹ + s a ŋ ³⁵	350823	l ɔ ʔ ³¹ ◦ s a ŋ ³⁵
2701	1150	noun	the nail (fingernail or claw)	Xiandao	nail nbp	113.29	Achang (Xiandao) TBL	lɔʔ⁵⁵ ʂɯŋ³¹  | 0113.29	hand nail		143 1114	TBL		2128	lɔʔ⁵⁵ʂɯŋ³¹	lɔʔ⁵⁵ʂɯŋ³¹	nail	l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹	350821	l ɔ ʔ ⁵⁵ ◦ ʂ ɯ ŋ ³¹
5318	1150	noun	the nail (fingernail or claw)	Rangoon		113.27					143 1114	TBL		2128	lɛʔ⁴tθɛ⁵⁵	lɛʔ⁴tθɛ⁵⁵	nail	l ɛ ʔ ⁴ + tθ ɛ ⁵⁵	350819	l ɛ ʔ ⁴ ◦ tθ ɛ - ⁵⁵
5759	1150	noun	the nail (fingernail or claw)	Written_Burmese		113.26			hand nail		143 1114	TBL		2128	lɑk⁴tθɑȵ³	lɑk⁴tθɑȵ³	nail	l a k ⁴ + s a ŋʲ ³	350818	l a k ⁴ ◦ s a ŋʲ ³
#
2716	341	noun	the name	Achang_Longchuan	name n	687.28	Achang (Longchuan) TBL	a³¹ ȵiŋ⁵⁵  | 0687.28	a-prefix name	bad concept	1116 486	TBL		1405	a³¹ȵiŋ⁵⁵	a³¹ȵiŋ⁵⁵	name	a ³¹ + nʲ i ŋ ⁵⁵	380344	a ³¹ ◦ nʲ - i ŋ ⁵⁵
2718	341	noun	the name	Atsi	name n	687.3	Atsi [Zaiwa] TBL	mjiŋ⁵¹  | 0687.30	name	bad concept	486	TBL		1405	mjiŋ⁵¹	mjiŋ⁵¹	name	m j i ŋ ⁵¹	380346	m j i ŋ ⁵¹
2719	341	noun	the name	Bola	name n	687.32	Bola (Luxi) TBL	maŋ⁵⁵  | 0687.32	name	bad concept	486	TBL		1405	maŋ⁵⁵	maŋ⁵⁵	name	m a ŋ ⁵⁵	380348	m - a ŋ ⁵⁵
2722	341	noun	the name	Lashi	name n	687.33	Leqi (Luxi) TBL	mjiŋ³¹  | 0687.33	name	bad concept	486	TBL		1405	mjiŋ³¹	mjiŋ³¹	name	m j i ŋ ³¹	380349	m j i ŋ ³¹
2723	341	noun	the name	Maru	name n	687.31	Langsu (Luxi) TBL	maŋ³¹  | 0687.31		bad concept	486	TBL		1405	maŋ³¹	maŋ³¹	name	m a ŋ ³¹	380347	m - a ŋ ³¹
2724	341	noun	the name	Xiandao	name n	687.29	Achang (Xiandao) TBL	a³¹ niŋ⁵⁵  | 0687.29	a-prefix name	bad concept	1116 486	TBL		1405	a³¹niŋ⁵⁵	a³¹niŋ⁵⁵	name	a ³¹ + n i ŋ ⁵⁵	380345	a ³¹ ◦ n - i ŋ ⁵⁵
5529	341	noun	the name	Rangoon		687.27				bad concept	1115 486	TBL		1405	nɑ²²mi²²	nɑ²²mi²²	name	n ɑ ²² + m i ²²	380343	n ɑ ²² ◦ m - i - ²²
5530	341	noun	the name	Rangoon		687.27				bad concept	1115 486	TBL		1405	nɑ²²mɛ²²	nɑ²²mɛ²²	name	n ɑ ²² + m ɛ ²²	380367	n ɑ ²² ◦ m - ɛ - ²²
5967	341	noun	the name	Written_Burmese		687.26			name-2 name-1	bad concept	1115 486	TBL		1405	nɑɑ²mɑȵ²	nɑɑ²mɑȵ²	name	n a ² + m a ŋʲ ²	380342	n a ² ◦ m - a ŋʲ ²
#
2781	345	noun	the neck	Achang_Longchuan	neck	89.28	Achang (Longchuan) TBL	laŋ³¹ tsəŋ³¹  | 0089.28	neck		503 504	TBL		1333	laŋ³¹tsəŋ³¹	laŋ³¹tsəŋ³¹	neck	l a ŋ ³¹ + ts ə ŋ ³¹	349589	l a ŋ ³¹ ◦ ts ə ŋ ³¹
2786	345	noun	the neck	Bola	neck	89.32	Bola (Luxi) TBL	laŋ⁵⁵ taŋ³¹  | 0089.32	neck-1 neck-2		503 504	TBL		1333	laŋ⁵⁵taŋ³¹	laŋ⁵⁵taŋ³¹	neck	l a ŋ ⁵⁵ + t a ŋ ³¹	349593	l a ŋ ⁵⁵ ◦ t a ŋ ³¹
2792	345	noun	the neck	Maru	neck	89.31	Langsu (Luxi) TBL	laŋ³¹ tsaŋ³⁵  | 0089.31			503 504	TBL		1333	laŋ³¹tsaŋ³⁵	laŋ³¹tsaŋ³⁵	neck	l a ŋ ³¹ + ts a ŋ ³⁵	349592	l a ŋ ³¹ ◦ ts a ŋ ³⁵
5629	345	noun	the neck	Rangoon		89.27					503 505	TBL		1333	lɛ²²pĩ⁵⁵	lɛ²²pĩ⁵⁵	neck	l ɛ ²² + p ĩ ∼ ⁵⁵	349588	l ɛ - ²² ◦ p ĩ ∼ ⁵⁵
6065	345	noun	the neck	Written_Burmese		89.26			neck		503 505	TBL		1333	lɑȵ²pɑŋ³	lɑȵ²pɑŋ³	neck	l a ŋʲ ² + p a ŋ ³	349587	l a ŋʲ ² ◦ p a ŋ ³
#
2798	346	noun	the needle (for sewing)	Achang_Longchuan	needle	578.28	Achang (Longchuan) TBL	ap⁵⁵  | 0578.28	needle		508	TBL		1382	ap⁵⁵	ap⁵⁵	needle	a p ⁵⁵	374707	- a p ⁵⁵
2800	346	noun	the needle (for sewing)	Atsi	needle	578.3	Atsi [Zaiwa] TBL	ap⁵⁵  | 0578.30	needle		508	TBL		1382	ap⁵⁵	ap⁵⁵	needle	a p ⁵⁵	374709	- a p ⁵⁵
2801	346	noun	the needle (for sewing)	Bola	needle	578.32	Bola (Luxi) TBL	ŋɛ̱ʔ⁵⁵  | 0578.32	needle		508	TBL		1382	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	needle	ŋ ɛ̰ ʔ ⁵⁵	374711	ŋ ɛ̰ ʔ ⁵⁵
2804	346	noun	the needle (for sewing)	Lashi	needle	578.33	Leqi (Luxi) TBL	ŋa̱p⁵⁵  | 0578.33	needle		508	TBL		1382	ŋa̱p⁵⁵	ŋa̱p⁵⁵	needle	ŋ a̰ p ⁵⁵	374712	ŋ a̰ p ⁵⁵
2805	346	noun	the needle (for sewing)	Maru	needle	578.31	Langsu (Luxi) TBL	ŋɛ̱ʔ⁵⁵  | 0578.31	needle		508	TBL		1382	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	needle	ŋ ɛ̰ ʔ ⁵⁵	374710	ŋ ɛ̰ ʔ ⁵⁵
2806	346	noun	the needle (for sewing)	Xiandao	needle	578.29	Achang (Xiandao) TBL	ap⁵⁵  | 0578.29	needle		508	TBL		1382	ap⁵⁵	ap⁵⁵	needle	a p ⁵⁵	374708	- a p ⁵⁵
5347	346	noun	the needle (for sewing)	Rangoon		578.27					508	TBL		1382	ɑʔ⁴	ɑʔ⁴	needle	ɑ ʔ ⁴	374706	- ɑ ʔ ⁴
5788	346	noun	the needle (for sewing)	Written_Burmese		578.26			needle		508	TBL		1382	ɑp⁴	ɑp⁴	needle	a p ⁴	374705	- a p ⁴
#
6191	173		the nit	Xiandao	nit	357.29	Achang (Xiandao)	ʂan³¹u³¹	louse egg-head		445 1306	TBL		267		ʂan³¹u³¹		ʂ a n ³¹ + u ³¹	38028	ʂ a n ³¹ ◦ - u - ³¹
6206	173		the nit	Lashi	nit	357.33	Leqi (Luxi)	ʃɛ̱n⁵⁵u⁵³	louse egg		445 1306	TBL		267		ʃɛ̱n⁵⁵u⁵³		ʃ ɛ̰ n ⁵⁵ + u ⁵³	47132	ʃ ɛ̰ n ⁵⁵ ◦ - u - ⁵³
6245	173		the nit	Bola	nit	357.32	Bola (Luxi)	ʃɔn³⁵u̱³⁵	louse egg		445 1306	TBL		267		ʃɔn³⁵u̱³⁵		ʃ ɔ n ³⁵ + ṵ ³⁵	45302	ʃ ɔ n ³⁵ ◦ - ṵ - ³⁵
6335	173		the nit	Achang_Longchuan	nit	357.28	Achang (Longchuan)	ʂan³¹uʔ³¹	louse egg		445 1306	TBL		267		ʂan³¹uʔ³¹		ʂ a n ³¹ + u ʔ ³¹	36253	ʂ a n ³¹ ◦ - u ʔ ³¹
6401	173		the nit	Maru	nit	357.31	Langsu (Luxi)	ʃiŋ³⁵a̱u⁵⁵	louse egg		445 1306	TBL		267		ʃiŋ³⁵a̱u⁵⁵		ʃ i ŋ ³⁵ + a̰ u ⁵⁵	43530	ʃ i ŋ ³⁵ ◦ a̰ u - ⁵⁵
6417	173		the nit	Rangoon	nit	357.27	Burmese (Rangoon)	tθɑ̃⁵⁵u⁵³			445 1306	TBL		267		tθɑ̃⁵⁵u⁵³		tθ ɑ̃ ∼ ⁵⁵ + u ⁵³	34359	tθ ɑ̃ ∼ ⁵⁵ ◦ - u - ⁵³
6479	173		the nit	Atsi	nit	357.3	Atsi [Zaiwa]	ʃin²¹u⁵⁵	louse egg		445 1306	TBL		267		ʃin²¹u⁵⁵		ʃ i n ²¹ + u ⁵⁵	41660	ʃ i n ²¹ ◦ - u - ⁵⁵
6491	173		the nit	Written_Burmese	nit	357.26	Burmese (Written)	tθɑn³û¹	louse egg		445 1306	TBL		267		tθɑn³û¹		s a n ³ + u ¹	32466	s a n ³ ◦ - u - ¹
#
2854	355	noun	the nose	Achang_Longchuan	nose	80.28	Achang (Longchuan) TBL	ȵ̥ɔŋ⁵⁵  | 0080.28	nose		516	TBL		1221	ȵ̥ɔŋ⁵⁵	ȵ̥ɔŋ⁵⁵	nose	n̥ʲ ɔ ŋ ⁵⁵	349121	n̥ʲ ɔ ŋ ⁵⁵
2860	354	noun	the nose	Bola	nose	80.32	Bola (Luxi) TBL	na̱⁵⁵  | 0080.32	nose		516	TBL		1221	na̱⁵⁵	na̱⁵⁵	nose	n a̰ ⁵⁵	349125	n a̰ - ⁵⁵
2866	354	noun	the nose	Maru	nose	80.31	Langsu (Luxi) TBL	nɔ̱³¹  | 0080.31			516	TBL		1221	nɔ̱³¹	nɔ̱³¹	nose	n ɔ̰ ³¹	349124	n ɔ̰ - ³¹
5337	354	noun	the nose	Rangoon		80.27					516 517	TBL		1221	n̥ɑ²²khɑ̃u⁵⁵	n̥ɑ²²kʰɑ̃u⁵⁵	nose	n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵	349120	n̥ ɑ - ²² ◦ kʰ ɑ̃ u ∼ ⁵⁵
5778	354	noun	the nose	Written_Burmese		80.26			nose head?		516 517	TBL		1221	hnɑɑ²khɔŋ³	hnɑɑ²kʰɔŋ³	nose	n̥ a ² + kʰ o ŋ ³	349119	n̥ a - ² ◦ kʰ o - ŋ ³
#
2964	359	noun	the otter	Achang_Longchuan	otter 1	317.28	Achang (Longchuan) TBL	sam⁵⁵  | 0317.28	otter		537	TBL		15	sam⁵⁵	sam⁵⁵	otter	s a m ⁵⁵	361533	s a m ⁵⁵
2966	359	noun	the otter	Atsi	otter 1	317.3	Atsi [Zaiwa] TBL	xam⁵¹  | 0317.30	otter		537	TBL		15	xam⁵¹	xam⁵¹	otter	x a m ⁵¹	361535	x a m ⁵¹
2967	359	noun	the otter	Bola	otter 1	317.32	Bola (Luxi) TBL	xɛ̃⁵⁵  | 0317.32	otter		537	TBL		15	xɛ̃⁵⁵	xɛ̃⁵⁵	otter	x ɛ̃ ∼ ⁵⁵	361537	x ɛ̃ ∼ ⁵⁵
2970	359	noun	the otter	Lashi	otter 1	317.33	Leqi (Luxi) TBL	ʃa̱m³³  | 0317.33	otter		537	TBL		15	ʃa̱m³³	ʃa̱m³³	otter	ʃ a̰ m ³³	361538	ʃ a̰ m ³³
2971	359	noun	the otter	Maru	otter 1	317.31	Langsu (Luxi) TBL	xɛ̃ ³¹  | 0317.31			537	TBL		15	xɛ̃ ³¹	xɛ̃³¹	otter	x ɛ̃ ∼ ³¹	361536	x ɛ̃ ∼ ³¹
