RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
311	Yamphu	hä:ʔma	to bite, to nibble	 ṭoknu	v.intr. &amp; v.tr.	65
312	Yamphu	hä:ʔyoŋ	leopard.		n.	
313	Yamphu	häŋma	1) expresses that the verbal situation involves a falling, dropping or throwing to the ground		v.intr.aux. &amp; v.tr.aux.	
314	Yamphu	häŋŋa	a species of fish.	 kābre	n.	
315	Yamphu	heʔluʔwa	hiccup	 bāḍulī	n.	32
316	Yamphu	heʔma I	to cheat, to swindle.	 jhukkyāunu	v.intr. &amp; v.tr.	
317	Yamphu	heʔma II	1) <i>v.intr.</i> to fall, to drop 2) <i>v.tr.</i> to drop, to let fall, to cause to plunge or crash down	 khasnu, khasālnu	v.intr. &amp; v.tr.	847
318	Yamphu	heʔmaŋ	side, toward	 paṭṭi	suffix.	
319	Yamphu	hema	to be able to, to be capable of, to feel fit to	 saknu	v.intr.aux. &amp; v.tr.aux.	
320	Yamphu	hemma	1) <i>v.intr.</i> to open, to untie 2) <i>v.tr.</i> to open, to untie	 khulnu, kholnu, phukālnu, ughārnu	v.intr. &amp; v.tr.	609
321	Yamphu	apma I	to come across a horizontal plane; <i>appema</i> to <i>apear,</i> to turn up; to arrive	 āunu, āipugnu	v.intr.	
322	Yamphu	apma II	a) to embroider; b) to fasten buttons, to button	 buṭṭā bharnu, ṭāk lagāunu	v.intr. &amp; v.tr.	
323	Yamphu	apma III	to shoot, e.g. arrows with a bow, bullets with a gun.	 hānnu	v.tr.	17
324	Yamphu	araʔwa	crow, raven.	 kāg	n.	113
325	Yamphu	arba	commission, instruction	&lt; ahrāunu	n.	
326	Yamphu	asa:	who; <i>asäʔ</i> <i>ergative</i>	 ko	interrog.	296
327	Yamphu	aseʔŋa	yesterday.	 hijo	adv.	
328	Yamphu	ase:	recently, the other day	 asti	adv.	
329	Yamphu	asi:ʔ	a) previously, earlier; b) already; c) a while ago	 aghi	adv.	
330	Yamphu	ayu	today	 āja	adv.	
331	Yamphu	äʔlik	bendy, winding		adv.	
332	Yamphu	äʔma	in the expression <i>sambräkma</i> <i>äʔyuma</i> to sit down with the legs crossed.		v.intr.	
333	Yamphu	äʔwa	flower, blossom.	 phul	n.	900
334	Yamphu	äbhi:ʔ	watch out!	~ abhui	interj.	
335	Yamphu	ädäʔa	a little, a bit	 ali	n. &amp; adv.	523
336	Yamphu	ädäppa	small.	 sāno	adj.	
337	Yamphu	äkma I	to braid hair.	 kes bāṭnu	v.intr. &amp; v.tr.	683
338	Yamphu	äkma II	to blossom, to flower	 phulnu	v.intr.	900
339	Yamphu	äkma III	to flop down; to settle down	 majjāle basnu	v.intr.	
340	Yamphu	äksaŋ	a) behind b) later	 pachi, pachāḍi	adv.	
341	Yamphu	se:ma I	(only in combination with auxiliary verbs) to slowly start		v.intr.	328
342	Yamphu	se:ma II	to urinate		v.intr.	792
343	Yamphu	se:ma III	to clean, to separate the good from the bad, to clear up.		v.tr.	241
344	Yamphu	siʔ	supine		suffix.	
345	Yamphu	siʔläŋ	skin of snake of grasshopper.		n.	
346	Yamphu	siʔläŋgräʔma	cockroach.	 safle	n.	
347	Yamphu	siʔlik	bed-bug.	 uḍus	n.	
348	Yamphu	siʔma I	to hang, to be suspended, to be attached, to be sticking onto.	 jhuḍḍinu	v.intr.	
349	Yamphu	siʔma II	1) to hit, to collide, to fall, to fall onto something 2) to happen to be, to be because of circumstances, to be the situation 3) (with an infinitival complement) to be forced by circumstances to, to be compelled to 4) to occur, to be the case 5) to happen to somebody, to befall, to come to somebody	 parnu, lāgnu	v.intr.	
350	Yamphu	siʔnuma	mouse or rat.		n.	216
351	Yamphu	sibaŋni	feminine of <i>sibaŋsi.</i>		n.	
352	Yamphu	sibaŋsi	(used when calling a male person names) in the expression <i>sibaŋsi</i> <i>mabaŋsi</i> or <i>sibaŋ</i> <i>mabaŋ,</i> or only <i>sibaŋ:</i> you rascal, you good for nothing.		n.	
353	Yamphu	sidha	medicine.	 auṣadhi, okhatī	n.	
354	Yamphu	sigi	bow.	 gulelī	n.	
355	Yamphu	sigiʔ	a species of locust.	 phaṭeŋgro	n.	
356	Yamphu	sik	louse	 jumrā	n.	952
357	Yamphu	sikca	poison.	 bikh	n.	
358	Yamphu	sikkhäʔma	to not savour something, to have no appetite for, to have a dislike of		v.intr.	
359	Yamphu	sikma	to step on, to tread or trample on.	 ṭeknu, khuṭṭāle kulcinu	v.tr.	
360	Yamphu	sima	wife of father's younger brother.		n.	
361	Yamphu	yakma II	1) expresses that the situation denoted by the main verb involves a remaining at a certain place or a staying behind 2) expresses that the situation denoted by the main verb involves the seizing of an opportunity	 rākhnu	v.intr.aux. &amp; v.tr.aux.	901
362	Yamphu	yaksa	a small shed or hut near the main house, often used to keep firewood and straw or as a temporary dwelling.	 kaṭerā	n.	902
363	Yamphu	yaksi	a species of edible root.	 pĩḍālu	n.	
364	Yamphu	yaktuŋ	(obsolete) wrist.		n.	
365	Yamphu	yami	body hair, moustache	 bhutlā	n.	619
366	Yamphu	yamsima	to be shy.	 lāj lāgnu	v.intr.	
367	Yamphu	yamuma	to talk, to converse	 bāt mārnu, kurā garnu	v.intr.	
368	Yamphu	yaŋ	money.		n.	827
369	Yamphu	ya:ʔyama	to abandon, to leave behind.	 choḍi rākhnu	v.tr-2.	
370	Yamphu	ya:ʔyeʔma	to stop doing something, to leave something		v.tr.	
371	Yamphu	yaŋak	wild boar.		n.	
372	Yamphu	yaŋba			suffix.	
373	Yamphu	ya:bekkhäʔma	a) to have an appetite for something; b) to find something tasty	 rucāunu	v.intr. &amp; v.tr.	
374	Yamphu	yaŋghakpa	spider.		n.	
375	Yamphu	ya:kma	to be tired	 galnu, thāknu	v.intr.	
376	Yamphu	yaŋle	glass, mirror.	 aina, sisā	n.	
377	Yamphu	yaŋli	the plains, the <i>Terai.</i>		n.	
378	Yamphu	yaŋma	to carry in the hand		v.intr. &amp; v.tr.	766
379	Yamphu	ya:ma I	to not have work to do, to be idle, to sit around		v.intr.	
380	Yamphu	ya:ma II	a) dry by the fire b) to roast	 sekāunu	v.tr.	
381	Yamphu	ma:ma	mother, mum.	 āmā	n.	616
382	Yamphu	ma:ma	see <u>maʔama.</u>			
383	Yamphu	ma:ptuma	(on inviting somebody for a fight) roughly equivalent in emotive content to 'come on, you son of a bitch!'.		n.	
384	Yamphu	ma:re	yet, now, still, just		adv.	
385	Yamphu	maŋsiʔwa	a species of bee.		n.	
386	Yamphu	ma:sik	lentils.	 dāl	n.	279
387	Yamphu	ma:sikkhäŋ	lentil curry.		n.	
388	Yamphu	maŋsuk	shrine within every home for worshipping the ancestors.		n.	
389	Yamphu	maram	main road		n.	
390	Yamphu	maraŋma	(obsolete) thumb.		n.	
391	Yamphu	marchu	Spanish pepper, red pepper, <i>Capsicum</i> <i>annum.</i>		n.	
392	Yamphu	marchuwa	spicy side-dish, pickles, chutney	 acār	n.	
393	Yamphu	maruʔma	female.	 strīliŋg	n.	
394	Yamphu	masiʔ	later on today	~ bhare	adv.	
395	Yamphu	mayä:k	a term used to refer to Tibetans or Chinese.		n.	
396	Yamphu	mäʔlokki	a species of tree, <i>Erythryna</i> <i>indica.</i>	 phaledo	n.	
397	Yamphu	mäʔma	1) to talk about something, to keep on talking, to always talk; 2) to confess, to chant in religious rites.	 baknu	v.tr.	866
398	Yamphu	mäʔniŋ	without.		adv. &amp; suffix.	
399	Yamphu	mäʔu:ba	raw, not done, negative past gerund of <i>u:ma</i> 'to be done'.	 kāco	adj.	
400	Yamphu	mäkkhu	smoke.	 dhūvā	n.	74
401	Yamphu	ke:ma	to trip over something, to bump your foot against something		v.tr.	
402	Yamphu	kepma	a) to stick; b) to manage to stay in an unlikely place	 tāsnu	v.intr.	79
403	Yamphu	kettoäräŋ	up on this side		adv.	
404	Yamphu	kettoŋ	up on this side, more to this side.		adv.	
405	Yamphu	kha	1) speech, words, talk; 2) thing, item, object.	 kurā, cīj	n.	917
406	Yamphu	khaʔla	manner	 tarikā	n.	
407	Yamphu	khaʔmi	flour.	 pīṭho	n.	61
408	Yamphu	khaʔmruʔwa	fodder of a soup or porridge-like consistency, made from vegetables and grain.	 khole	n.	
409	Yamphu	khaʔwa	ear of millet.		n.	
410	Yamphu	khadlo	pit, hole.	&lt; khāḍal	n.	
411	Yamphu	khai	forms an imperative which denotes brevity		suffix.	
412	Yamphu	khakkhakma	1) handle 2) penis		n.	
413	Yamphu	khakkhup	a species of mushroom.	 gobre cyāu	n.	
414	Yamphu	khakma	to prick, to stab, to jab.	 ropnu, ghocnu	v.tr.	69
415	Yamphu	khaktoʔ	with a crack, with a bang, with a thump		adv.	
416	Yamphu	kham	earth, soil		n.	63
417	Yamphu	khambriʔa	small earthenware pot or flask.	 ghaĩṭo	n.	
418	Yamphu	khambruk	projectile, bullet.	 maṭyāŋgro	n.	
419	Yamphu	khambuma	a species of bug.	 kumle kirā	n.	
420	Yamphu	khamdoʔ	a) more; b) very much.		adv.	
421	Yamphu	napma	to snatch, to grab	 khosnu	v.tr.	872
422	Yamphu	nappa	son or daughter's father-in-law.	 samdī	n.	88
423	Yamphu	nappruŋgi	a species of tree.	 asāre	n.	
424	Yamphu	näʔäk	ear.	 kān	n.	447
425	Yamphu	nädäŋ	the place between the sustaining beams of the ceiling, on top of the wall on which the beams are lying, used to stow away all kinds of things		n.	
426	Yamphu	näk	short.	 coṭo	adj.redupl.	
427	Yamphu	nämma	to sit with your back leaning against something		v.intr.	449
428	Yamphu	nännä	slant, oblique, slightly tilted, leaning one way, leaning against something.	 kolṭe, ḍhalke	adj.	449
429	Yamphu	nä:ʔiye	tender, soft, smooth of structure	 kamalo	adj.	
430	Yamphu	nä:ʔma I	to fold up.	 paṭṭyāunu	v.intr. &amp; v.tr.	
431	Yamphu	nä:ʔma II	to put down, to rest a burden	 bisāunu	v.tr.	483
432	Yamphu	nä:kca	accessible, easy to reach.		adj. &amp; adv.	
433	Yamphu	nä:kma	to have a smooth or fine structure, like flour.	 kamalo hunu	v.intr.stat.	
434	Yamphu	neʔma I	1) to count; 2) to read.	 gannu, paḍhnu	v.intr. &amp; v.tr.	821
435	Yamphu	neʔma II	to abstain from work or certain kinds of food for religious or cultural reasons.	 acal garnu	v.tr.	874
436	Yamphu	neʔma III	to be the case; only used in the third person singular form of the non-preterite tense	 hoina	v.intr.	
437	Yamphu	neʔniha	indecent, unheard of, disgraceful.	 nacāhindo, samājbāṭa bahira hune	adj.	
438	Yamphu	nema	expresses that the situation denoted by the main verb has the effect of killing the patient referent		v.intr.aux. &amp; v.tr.aux.	
439	Yamphu	nemma	shame on you!		interj.	
440	Yamphu	nemniŋ	a) last year; b) the year before.	 pohor	n. &amp; adv.	
441	Yamphu	yerere	giving shelter, giving shade, like an umbrella.		adv.	
442	Yamphu	yik	falling down suddenly.	 purluk purluk	adv.redupl.	
443	Yamphu	yikma I	a) to spin thread; b) to plait a rope.	 bāṭnu	v.intr. &amp; v.tr.	
444	Yamphu	yikma II	to chase away, to shoo away.	 khednu	v.tr.	
445	Yamphu	yiksiŋbu	a species of tree.		n.	
446	Yamphu	yiksupkiya	to be half-dry, to still be damp, as of firewood which has not quite dried up		adj.	
447	Yamphu	yim	sheltered.		adj.	
448	Yamphu	yim	between.		n. &amp; suffix.	
449	Yamphu	yimma I	to make a loop of rope to tie around the head of an animal which is to be slaughtered.	 pāso thāpnu	v.intr. &amp; v.tr.	
450	Yamphu	yimma II	to chop large things into pieces with an axe or a <i>Gurkhali</i> knife		v.intr. &amp; v.tr.	
451	Yamphu	yimma III	to press oil out of seeds.	 tel pelnu	v.intr. &amp; v.tr.	851
452	Yamphu	yimma IV	a) to get out of the way; b) to take shelter; c) to evade, e.g. somebody trying to hit you with a stick or stones	 chalinu	v.intr.	
453	Yamphu	yimma V	to cause a nightmare; to oppress		v.tr.	
454	Yamphu	yimmaŋ	loop of rope.	 pāso	n.	
455	Yamphu	yi:ʔma I	to grind by means of a mill stone.		v.intr. &amp; v.tr.	53
456	Yamphu	yi:ʔma II	1) <i>v.intr.</i> to flow; 2) <i>v.tr.</i> a) to cause to flow; b) to wash away; <i>yi:ttima</i> to float	 bagnu, bagāunu	v.intr. &amp; v.tr.	
457	Yamphu	yi:bhu	a species of tree, <i>Quercus</i> <i>lineata,</i> <i>Quercus</i> <i>glauca</i>	 phalāṭ	n.	
458	Yamphu	yi:kma	to collect from different persons, to gather, to collect and prepare things for ritual sacrifices.	 uṭhāunu	v.intr. &amp;. v.tr.	
459	Yamphu	yiŋma	a) to tear apart, to wring, to wrench, to get vicious or violent b) to get convulsions	 baṭārnu	v.intr. &amp; v.tr.	
460	Yamphu	yi:ma	1) <i>v.intr.</i> a) to go around, to spin; b) to go around, to roam around; 2) <i>v.tr.</i> to spin, to cause to go around.	 ghumnu, ghumāunu	v.intr. &amp; v.tr.	
461	Yamphu	iʔyak	one day.		adv.	
462	Yamphu	iba	from around here, designates a less precise area than <i>igoba.</i>		demons.adv.	
463	Yamphu	ibeʔ	here, around here; designates a less precise area than <i>igobeʔ</i>		demons.adv.	
464	Yamphu	idhä:ʔlo	very much, a large amount such as this, as much as this.		demons.adv.	
465	Yamphu	idhe:ŋha	this many.		demons.adj.	
466	Yamphu	idok	like this; 1) this manner, this way 2) this much, this many	 yati, yasarī, yasto	demons.adv.	
467	Yamphu	idokpeʔ	at this time, in this season.	 yati khera	demons.adv.	
468	Yamphu	idroʔ	this big.	&lt; yatro	demons.adv.	
469	Yamphu	ighabeʔ	everywhere, all around this place, here and there, around this area	~ yatā-utā	demons.adv.	
470	Yamphu	igiʔmoŋ	further down here, further down this side.		demons.adv.	
471	Yamphu	igiʔmu	a) down here, hither from a place above; b) down here, down in this place.	 yatā tala	demons.adv.	
472	Yamphu	igiʔyoŋ	more to this side.		demons.adv.	
473	Yamphu	igiʔyu	a) here, hither across a horizontal plane; b) here, in this place.	 yatā	demons.adv.	
474	Yamphu	igimmu	see <u>igiʔmu.</u>			
475	Yamphu	igindu	see <u>igittu.</u>			
476	Yamphu	igittoŋ	further up here, further up this side.		demons.adv.	
477	Yamphu	igittu	a) up here, hither from a place below; b) up here, up in this place.	 yatā māthi	demons.adv.	
478	Yamphu	igo	this, this one; <i>igosäʔ</i> <i>;</i> <i>igoeʔ</i> <i>;</i> <i>igweʔ</i> <i>;</i> <i>igonäʔ</i> <i>ergative;</i> <i>igoji</i> <i>non-singular</i> independent form; <i>igha</i> plural dependent form; <i>ighaji</i> plural independent form	 yo, yī, yinīharū	demons.pron.	11
479	Yamphu	igoba	from here, from this spot.	 yahābāṭa	demons.adv.	
480	Yamphu	igobeʔ	here, on this spot.	 yahā	demons.adv.	
481	Yamphu	peʔ	locative case and gerund suffix.		suffix.	
482	Yamphu	peʔla	neck, throat.	 ghāṭī	n.	
483	Yamphu	peʔlajwä:kma	a species of grasshopper.		n.	
484	Yamphu	peʔlo	a) very; b) much, many; c) usually, mostly.		adj. &amp; adv.	
485	Yamphu	peʔma I	general dative auxiliary; expresses that the situation denoted by the main verb affects the patient referent in some important way		v.tr.aux.	
486	Yamphu	peʔma II	1) to be inside 2) to pass, to enter	 tyasbhitra hunu, pasnu	v.intr.	
487	Yamphu	pema	<i>resultative</i> auxiliary	 hālnu, saknu	v.intr.aux. &amp; v.tr.aux.	
488	Yamphu	pemma	1) to sit 2) to live, to stay somewhere 3) to remain, to stay on	 basnu	v.intr.	993
489	Yamphu	pe:ʔma	to vomit		v.intr.	823
490	Yamphu	peŋghäʔma	to be greedy, to be a glutton	 lobhī hunu	v.intr.	
491	Yamphu	pe:ma	to fly	 uḍnu	v.intr.	649
492	Yamphu	pe:swarajikpa	yellow.	&lt; besār curcuma	adj.	
493	Yamphu	peräktoʔ	(of boiled rice) saturated with water		adv.	
494	Yamphu	pero:tti	guava tree, <i>Psidium</i> <i>guajava.</i>	 ambak, ambā	n.	
495	Yamphu	phakma	to separate, to split up.	 chuṭṭinu, chuttyāunu	v.intr. &amp; v.tr.	750
496	Yamphu	phana:si	jack-fruit.	 kaṭahar	n.	
497	Yamphu	phaŋdoʔ	with a slash, in a slashing manner.		adv.	
498	Yamphu	pha:kma	1 to move aside, to move things aside in order to look for something 2 to wade through (shrubbery); 3 to swim.		v.intr.&amp; v.tr.	
499	Yamphu	phaŋma	1 to be mislead, to miss the road; 2 to cheat, to deceive.		v.intr. &amp; v.tr.	
500	Yamphu	phapma I	to shake or pat off with your hand.		v.intr. &amp; v.tr.	
501	Yamphu	pindha	floor or wall which has been daubed with a mixture of mud and dung		n.	
502	Yamphu	pindumsi	a species of tree, Nepalese hog plum, <i>Spondias</i> <i>axillaris.</i>	 lapsī	n.	
503	Yamphu	pi:ʔma	to boil, to be boiling		v.intr.	667
504	Yamphu	pi:ma	to give to somebody.	 dinu	v.tr.	675
505	Yamphu	pisi:k	with the effect of scalding or peeling the skin		adv.	
506	Yamphu	pissa	children, youngsters.	 keṭākeṭīharū	n.	
507	Yamphu	pitci	every, each.		suffix.	
508	Yamphu	pittoŋloʔa	a species of bird.	 jurelī	n.	
509	Yamphu	poik	cucumber.	 kākro	n.	
510	Yamphu	pokma I	(of a fire or a light) to shine, to give light, to glisten, to twinkle.	 balnu	v.intr.	663
511	Yamphu	pokma II	1) <i>v.intr.</i> to burst; 2) <i>v.tr.</i> to cause to burst.	 phuṭnu, phuṭāunu	v.intr. &amp; v.tr.	647
512	Yamphu	pom	lap	 kākh	n.	
513	Yamphu	poŋ	vessel made of wood in the form of a jar with a narrow opening into which a plug may be fitted as lid, often used for transporting beer.	 kaṭhuvā	n.	
514	Yamphu	popma I	to alight, to land.		v.intr.	
515	Yamphu	popma II	to sit or lie with your face down	 ghopṭo parnu	v.intr.	
516	Yamphu	porokma	1) to be ready to, to be prepared 2) to be about to, to be on the verge of		v.intr.	
517	Yamphu	poroptoʔ	with a prick, in a pricking manner.		adv.	
518	Yamphu	praʔwa	past or passive participle.		suffix.	
519	Yamphu	pr̂iʔma	to attempt, to endeavour, to give a try, generally without succeeding in the attempt		v.tr.aux.	
520	Yamphu	pr̂uʔma	to attempt, to endeavour, to give a try, generally without succeeding in the attempt; intransitive counterpart of <i>pr̂iʔma</i>		v.intr.aux.	
521	Yamphu	cwe:ŋ	sickening, nauseating.		adj.redupl.	
522	Yamphu	dhäŋdoʔ	with a thud.		adv.onom.	
523	Yamphu	eʔma I	to pluck the fruit of a plant, as opposed to <i>ramma</i> 'to pluck leaves' and <i>sakma</i> 'to pull out weeds'.	 ṭipnu	v.intr. &amp; v.tr.	705
524	Yamphu	eʔma II	(in combination with <i>wari</i> 'rain') to stop raining	 pānī rahanu	v.intr.	
525	Yamphu	eʔma III	to break, to fracture, to shatter.	 bhācnu	v.tr.	705
526	Yamphu	eʔma IV	to make love, to have sexual intercourse		v.tr.	
527	Yamphu	eʔma V	to shit		v.tr.	5
528	Yamphu	eʔyaŋ	hard turd; agent participle of <i>eʔma</i> 'to <i>shit'</i>		n.	
529	Yamphu	eʔyoʔwa	in a plodding or trudging manner		adv.	
530	Yamphu	eba	father's elder brother.	 ṭhulo bā	n.	
531	Yamphu	egeʔäräŋ	on this side.		demons.adv.	
532	Yamphu	egeʔmoäräŋ	down here on this side.		demons.adv.	
533	Yamphu	egeʔyoŋ	see <u>igiʔyoŋ.</u>			
534	Yamphu	egettoäräŋ	up here on this side.		demons.adv.	
535	Yamphu	ema	father's elder sister.	 ṭhulī āmā	n.	
536	Yamphu	emma I	to vomit, to throw up	 bāntā garnu, ukelnu	v.tr.	823
537	Yamphu	emma II	to obstruct, to fence, to hinder somebody on his way	 cheknu	v.intr. &amp; v.tr.	
538	Yamphu	emma III	to be left over	 ubhrinu	v.intr.	
539	Yamphu	endaŋ	neck.		n.	573
540	Yamphu	endruʔwa	leftovers, remains.		n.	
541	Yamphu	kiʔyu	hither across a horizontal plane		demons.adv.	
542	Yamphu	kikkhäʔma	to set	 rāt parnu	v.intr.	
543	Yamphu	kikma	expresses the continuousness of the situation denoted by the main verb.		v.intr.aux. &amp; v.tr.aux.	
544	Yamphu	kimma	to decay, to rot	 kuhunu	v.intr.	186
545	Yamphu	ki:ba	tiger.	 bāgh	n.	855
546	Yamphu	ki:kma I	to go bad a little		v.intr.	
547	Yamphu	ki:kma II	to have sticking onto oneself		v.tr.	
548	Yamphu	kiŋma	1) <i>v.intr.</i> to hang; 2) <i>v.intr.</i> to bear fruit 3) <i>v.tr.</i> (only in combination with the transitive auxiliary -tima 'to apply')	 jhunḍinu, phalnu	v.intr. &amp; v.tr.	
549	Yamphu	ki:pma	to stick into, to put or to prick in between.		v.tr.	
550	Yamphu	ki:sa	deer.	 m(r)ga	n.	856
551	Yamphu	kirmik	a species of small frog.	 sāno pāhā	n.	
552	Yamphu	kittu	up in this direction.		demons.adv.	
553	Yamphu	kiyu	see <u>kiʔyu.</u>			
554	Yamphu	ko	theme suffix		suffix.	
555	Yamphu	kodok	(only in expressions which also contain <i>idok</i> 'this way' or <i>modok</i> 'that way') this way			
556	Yamphu	kodra	scoop or shovel.	&lt; kodāli	n.	
557	Yamphu	kok	luggage, load, burden.	 bhārī	n.	857
558	Yamphu	kokciŋ	a species of insect.	 dhokre kirā	n.	
559	Yamphu	kokcoŋ	wooden mortar in the form of a mug or beaker.		n.	181
560	Yamphu	kokma	to clear a place, to tidy up a yard.	 panchāunu	v.intr. &amp; v.tr.	
561	Yamphu	soŋbeʔ	above, in a higher place.		suffix.	
562	Yamphu	soŋdala	upper storey, attic.	&lt; talo	n.	
563	Yamphu	so:k	throbbing.		adv.redupl.	
564	Yamphu	soŋma	to shake, to quiver, to rock, to go to and fro.	 hallinu	v.intr.	
565	Yamphu	so:pma	to suck, to inhale.	 tānnu	v.intr. &amp; v.tr.	332
566	Yamphu	so:ri	together.		adv.	
567	Yamphu	sopma	to be light, to weigh little.		v.intr.stat.	287
568	Yamphu	sopmiye	light, not heavy		adj.	
569	Yamphu	soro:p	with a gulp.		adv.	
570	Yamphu	suʔu	large earthen cooking vessel.	 hāḍī	n.	
571	Yamphu	suama	bee.		n.	293
572	Yamphu	sudrok	not feeling well, not quite healthy.		adj.redupl.	
573	Yamphu	suguräʔwa	shards		n.	
574	Yamphu	suima	a kind of bug.		n.	232
575	Yamphu	sukma I	to create or look for an opportunity	 maukā pārnu	v.tr.	894
576	Yamphu	sukma II	to eat ground grains or flakes dry.		v.intr. &amp; v.tr.	
577	Yamphu	suktäk	waving up and down		adv.	
578	Yamphu	sum-	(with other bound morphs such as &lt;-yak>, &lt;-kheʔ> etc., and with the numeral quantifier for human referents <i>&lt;-paŋ>)</i> three.		num.prefix.	
579	Yamphu	sumboŋ	thirty.		num.	
580	Yamphu	sumji	three.		num.	288
581	Yamphu	säʔli	penis.		n.	636
582	Yamphu	säʔma	to pull, to draw, to drag, to tug	 tānnu	v.intr. &amp; v.tr.	
583	Yamphu	säʔna	a species of mushroom.	 cyāu	n.	270
584	Yamphu	sädäppa	last born.	 kāncho, kānchī	n.	
585	Yamphu	säkkäʔlemma	a species of cricket.	 phaṭeŋgro	n.	256
586	Yamphu	säkkoʔwa	bone.	 haḍḍī	n.	454
587	Yamphu	säkkumbu	a species of tree, <i>Aconogonum</i> <i>molle.</i>	 ṭhoṭne	n.	
588	Yamphu	säkma	1) to close, to shut, to lock up. 2) to stop, to prevent from going	 band garnu, thunnu, roknu	v.intr. &amp; v.tr.	341
589	Yamphu	sämma	to choose, to prefer		v.tr.	262
590	Yamphu	säŋ	bracelet, bangle.	 curo	n.	
591	Yamphu	säŋ	all, only, nothing but		adj.redupl. &amp; adv.redupl.	
592	Yamphu	sä:ʔ	simultaneous gerund suffix.		suffix.	
593	Yamphu	säŋma	mother's younger sister.		n.	
594	Yamphu	säŋma	1) <i>v.intr.</i> to be piled on top of each other. 2) <i>v.tr.</i> to pile on top of each other, to make a neat pile	 thāk hunu, thāk lāunu	v.intr. &amp; v.tr.	
595	Yamphu	säräʔwa	crunching or crackling of dry leaves.		adv.	
596	Yamphu	säräptoʔ	doing something in an instant.		adv.	
597	Yamphu	seʔlo	quickly, before long, soon.		adv.	
598	Yamphu	seʔma I	expresses that the situation denoted by the main verb is carried out to its completion.		v.tr.aux.	780
599	Yamphu	seʔma II	1) to pick, to pick stones out of grain, to pull out small weeds while sowing; 2) to choose.	 rojnu, kelāunu, chānnu	v.intr. &amp; v.tr.	320
600	Yamphu	seʔma III	1a) to kill b) to slaughter 2) to extinguish	 mārnu	v.tr.	261
601	Yamphu	äktaŋgiya	tomato.	 golbhũḍā	n.	
602	Yamphu	ämma I	to walk ahead, to go ahead, to go on, to start, to depart, to proceed, to get on	 hĩḍnu	v.intr.	781
603	Yamphu	ämma II	to be long, to be tall	 lāmo hunu	v.intr.stat.	772
604	Yamphu	ämma III	to enter, to go inside.	 bhitra pasnu	v.intr.	781
605	Yamphu	ämma IV	a) to apply; b) to put down; c) to put or pour into	 lagāunu, hālnu	v.intr. &amp; v.tr.	
606	Yamphu	ämma V	a sequence of suffixes consisting of the factitive suffix &lt;-ä ; -e> (FCT)</i> and the attributive nominaliser <i>&lt;-ma</i> <i>;</i> <i>-m-></i> (ATNR),</i> and used to nominalise an infinitive, creating a noun meaning 'about the V-ing', 'on the subject of V-ing'		suffix.	
607	Yamphu	ändhi	axe.	 bancaro	n.	
608	Yamphu	äŋ	everything, all	 sabai	n.	946
609	Yamphu	äŋʔiye	long, tall	 lāmo	adj.	
610	Yamphu	ä:ʔma I	(often in combination with the auxiliary -muma 'to be seen') to be seen, to appear, to be spotted	 dekhinu, dekhā parnu	v.intr.	562
611	Yamphu	ä:ʔma II	to throw a small projectile at a target, to throw at something (patient is the target)	 hānnu	v.tr.	
612	Yamphu	ä:ʔwa	sparrow.	 bhãgero	n.	
613	Yamphu	äŋäʔwa	a species of wild mushroom.	 kāne cyāu	n.	
614	Yamphu	äŋbeʔ	behind.	 pachāḍi	adv. &amp; suffix.	
615	Yamphu	äŋdäkpa	a species of toad.	 peŋpaṭṭā	n.	
616	Yamphu	äŋgwa-äŋgwabeʔ	close behind.		adv.	
617	Yamphu	äŋgwak	(body part) back.	 ḍhāḍ, piṭhiū	n.	
618	Yamphu	ä:ksum	the fifth day from the present, in five days.	 pāc dinmā	n. &amp; adv.	
619	Yamphu	ä:tcäʔma	to get fever	 jaro lāgnu	v.intr.	
620	Yamphu	beʔe	big, large	 ṭhulo	adj.	645
621	Yamphu	tomma	1a) to stream to one place; b) to be dammed and fill up; c) to become a pool or pond; 2a) collect a liquid substance in a certain place b) to dig a pool, to make a pond c) to build a dam in a stream		v.intr. &amp; v.tr.	576
622	Yamphu	toŋʔura	see <u>toŋara.</u>			
623	Yamphu	toŋara	stick.	 lauro	n.	
624	Yamphu	toŋbesiŋ	<i>toŋba</i> beaker, usually made of bamboo.	 ḍhuŋgro	n.	
625	Yamphu	to:gäʔya	dry, dried up		adj.	
626	Yamphu	to:kma I	1) <i>v.intr.</i> to be piled up; 2) <i>v.tr.</i> to pile up.	 khapṭanu, khapṭyāunu	v.intr. &amp; v.tr.	
627	Yamphu	to:kma II	to get stuck in the throat.	 aḍkinu	v.intr.	580
628	Yamphu	to:kma III	to give support, to place something as a means of support, to support something.	 aḍes dinu	v.tr.	581
629	Yamphu	to:ma	to dig, to dig up, to dig a deep hole.	 khannu	v.intr. &amp; v.tr.	506
630	Yamphu	toŋma I	to make, to build, to prepare	 banāunu	v.intr. &amp; v.tr.	892
631	Yamphu	toŋma II	1) <i>v.intr.</i> to agree, to correspond, to coincide 2) <i>v.tr.</i> to cause to meet, coincide or agree, to arrange.	 milnu, milāunu	v.intr. &amp; v.tr.	
632	Yamphu	to:pma	(of the sun) to disappear behind the clouds		v.intr. &amp; v.tr.	
