RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
294	Dumi	Nǝ́si	friend, companion	 sāthī.	n.	
295	Dumi	Nilo:	tooth, fang	 dāʔt.	n.	
296	Dumi	nim				
297	Dumi	nimpho, nim	human milk		n.	
298	Dumi	niN	fear, awe		n.	
299	Dumi	Nina:mbɨ	sun, the sun-god	 surje, ghām, sūrya-bhagavān.	n.	
300	Dumi	NiNdza:	annual Dumi harvest offering to the ancestor gods led by the naksö-kɨbi	 pitrö bujhāunu	n.	
301	Dumi	tsutsu	grandfather (either paternal or maternal; male or female speaking)	 hajur-buvā.	n.	
302	Dumi	tsuwamdam	a Dumi prayer festival in which a pig is both worshipped, sacrificially slaughtered and consumed		n.	
303	Dumi	tsyǝknɨ	pinch, nip, squeeze	 cimoṭnu.	vt-1 tsyǝkh/tsyǝk	
304	Dumi	tsyǝksunɨ	pinch off, nip, nip off, add a pinch of something (e.g. salt)	 cimoṭi paṭhāunu.	vt-6a tsyǝksa-tsyǝksuy/tsyǝksu-tsyǝksɨ-tsyǝkso	
305	Dumi	túkhisɨ	mythologically important noisy crested bird, probably the White Crested Laughing Thrush, Garrulax leucolophus, but possibly a Bulbul species of the genus Hypsipetes	 kalkale carā, Eastern Nep. garne, garne carā.	n.	
306	Dumi	tukli	one		num.	
307	Dumi	tunɨ	1) put, place; 2) ponent aspectivizer with transitive verbs		vt-6a ta-tuy/tu-tɨ-to	
308	Dumi	tu:	very, intensely, extremely.		adv.	
309	Dumi	tu:tnɨ	be visible, be able to be seen	 dekhinu.	vi-3 tu:ts/tu:s-tu:t	
310	Dumi	turubu	bamboo species Bambusa arundinacea	 ḍhun%gro bāʔs	n.	
311	Dumi	uʔu	chore		n.	
312	Dumi	u:knɨ	crow (like a cockerel), emit a single cry (esp. of fowl)		vi-1 u:kh/u:k	
313	Dumi	-wa	contrary to expectation, by contrast	 po.	part.	
314	Dumi	wa	1) younger sibling; 2) husband's younger sister		n.	
315	Dumi	waʔwaʔ	vomit		n.	
316	Dumi	waʔye:m				
317	Dumi	wabe:m	source at the top of a mountain, alpine spring		n.	
318	Dumi	wabirma, wabirme	younger sister	 bahinī	n.	
319	Dumi	wakirma	third born (offspring or sibling)		n.adj.fem.	
320	Dumi	wakirmi	(of a married female) third born (offspring or sibling)		n.fem.	
321	Dumi	phɨknɨ	get up, arise	 uṭhnu.	vi-1 phɨkh/phɨk	
322	Dumi	phɨknɨ	get someone up, arouse someone, wake someone up	 uṭhāunu.	vt-1 phɨk	
323	Dumi	phɨnnɨ	root (in the soil, e.g. of a pig); poke around in the soil, dig up by hand (e.g. grubs, khoksi Calladium arumaciae, ki: potato; 'to dig' with a kokda or other implement necessitates use of the verb dhunɨ )	udhinnu	vt-2a phɨnd/phɨn-phɨnts/phɨs	
324	Dumi	phɨNnɨ	spread out, grow wider, swell up, emerge as an enlarging mass rising upward (said of large things and phenomena, not of small objects, e.g. of clouds spreading up and out of valleys or increasing in bulk: Kɨhɨm phɨNtö khutsa The clouds rose up [out of the valley] (Nep. Bādal phaili gayo)), arise, manifest oneself	 uṭhnu, phailinu, ubjanu.	vi-1 phɨN	
325	Dumi	phɨNnɨ	cause to grow, cause something to manifest itself, cause something to swell up		vt-2a phɨNd/phɨN-phɨN	
326	Dumi	phɨŃsinɨ	make an appearance, come forth, appear.		vr. non-erg.	
327	Dumi	phɨtnɨ	make loose, untie	 phukāunu.	vt-2a phɨd/phɨt-phɨts/phɨs	
328	Dumi	phɨtsɨ	a bit, a little.		adv.	
329	Dumi	pho	leaf, blade (of a leaf)	 pāto, pāt	n.	
330	Dumi	phoʔlɨ	foot, paw (of fowl, primates (inc. man) and quadrupeds)	 khuṭṭā.	n.	
331	Dumi	phoʔlɨ-gutna	knee.		n.	
332	Dumi	phoʔlɨ-tsopmsi	toe		n.	
333	Dumi	phoʔlu&lt;	foot		n.	
334	Dumi	phoksɨ	1) bag, sack 2) scrotum	1) jholā	n.	
335	Dumi	phoNli	leg; limb (of a quadruped)		n.	
336	Dumi	phopho	1) paternal uncle, younger than father; 2) husband of mother's younger sister		n.	
337	Dumi	phopḿsinɨ	curl oneself up; squat, squat down.		vr.	
338	Dumi	phopnɨ	put a lid on something, cover	 ghapṭāunu, khapṭāunu.	vt.	
339	Dumi	photnɨ	help, aid, assist	 sagāunu	vt-2a phot-phuts/phus	
340	Dumi	photnɨ	(with lexicalized adverbial complement de:ʔe: de:ʔe photnɨ ), call, summon	 ḍāknu.	vt-2a phot-phuts/phus	
341	Dumi	Sɨḿnim	1) the non-anthropomorphic sexless god of the Cosmic Order who emerged from the undifferentiated primordial foam or pa:rɨ at the Dawn of Existence; The Beginning	1) Utpatti-bāṭa uṭhera āeko devatā, utpatti; utpatti-ko devatā, van-ko devatā, sabai jāt-ko utpatti-ko devatā	n.myth	
342	Dumi	sɨmnimkar	leprosy, the disease of Ruwabhu	 kor, koḍh, kus5ṭhī, koḍhkus5ṭarog.	n.	
343	Dumi	sɨḿnim-sǝ́lǝpa	the Beginning, the Dawn of Creation, the Primordial Time		n.	
344	Dumi	sɨmnɨ	1) allow to ripen or ferment; 2) brood (eggs)	baphāunu.	vt-1 sɨm	
345	Dumi	sɨNkhoʔ	mortar made out of a large hollowed out log ot tree stump for pounding spices, esp. hardim 'turmeric', used in conjunction with a tholɨ 'pestle'	 okhalī	n.	
346	Dumi	sɨNnɨ	pick, pluck, pick up	 ṭīpnu	vt-1 sɨN	
347	Dumi	sɨpo:	wooden bowl used as a receptacle or as a small hand mortar		n.	
348	Dumi	sɨptɨ	solemn oath, taken by touching one of the three stones of the sɨptɨlu (q.v.) whilst pronouncing the oath		n.	
349	Dumi	sɨptɨlu	the indoor fireplace in the Dumi household, a sacrosanct configuration of three equidistant long rectangular-prismatic stones buried upright in a circle, about one-fifth of the actual length protruding above ground and providing support for the various types of kho: 'vessels' used in cooking		n.	
350	Dumi	sokNde:nɨ	clean up, tidy up, scrub up	 saphai gari hālnu.	vt-4 sokdit-sokdits/sokdis-sokdet	
351	Dumi	soknɨ	(with sam 'spirit, soul') have a bad experience, have one's fun spoilt, develop a degout	 dikka lāgnu, vakka lāgnu.	vi-3 su:kh/su:k-sok	
352	Dumi	soknɨ	(with sam 'spirit') spoil someone's fun, give someone a bad experience	 vakka lagāunu, dikka lagāunu.	vt-3 su:kh/su:k-sok	
353	Dumi	soknɨ	1) cleanse, clean, scrub, rub, scour (e.g. kho: pots 'n pans) 2) remove junk, sweep with a broom (khǝrɨmʔa ).	1) mājnu, dhunu	vt-2a sokt/sok-sokh/sok	
354	Dumi	sokNsinɨ	observe the cleansing ceremonies in the last part of the ritual period of mourning.		1) imp.vr.non-erg. purity be restored after the untouchability occasioned by someone's death; 2) vr. erg.	
355	Dumi	sokpa	the Yeti; the abominable snowman		n.	
356	Dumi	sokpu	species of bamboo	 van bāʔs	n.	
357	Dumi	soksunɨ	clean up, get into a state of cleanliness, get into a state of tidiness	 saphā gari paṭhāunu.	vt-6a soksa-soksuy/soksu-soksɨ-sokso	
358	Dumi	solotɨm	the sacred gourd of the shaman which he fills with a millet beer potion to be imbibed and to be used in anointing.		n.	
359	Dumi	so:	(esp. in the plural so:mɨl ) weeds, tufts of grass	 jhār.	n.	
360	Dumi	so:ʔdzɨʔ	coins, silver	 paisā	n.	
361	Dumi	bɨsimbɨ	eldest brother		n.	
362	Dumi	bɨtsɨlɨ	small earthenware pot	 syāno han5ḍā, han5ḍī, syāno māṭoko bhāʔḍā.	n.	
363	Dumi	boʔi	comb	 kãgī.	n.	
364	Dumi	boʔo	word, language, matter, issue, conversation	 kurā.	n.	
365	Dumi	boknɨ	1) perseverative aspectivizer with intransitive verbs, e.g. khɨlboknɨ, repboknɨ, q.v.; 2) be arranged, be placed or positioned		vi-1 bokh/bok	
366	Dumi	boknɨ	be smashed, break, be or become broken, burst	 phuṭnu.	vi-3 bukh/buk-bok	
367	Dumi	boknɨ	split bamboo (pa:bɨ ) along the grain, i.e. lengthwise	 phuṭāunu.	vt-3 bukh/buk-bok	
368	Dumi	bokto	shoulder (as seen from behind), shoulder blades		n.	
369	Dumi	boktsam	large locust or grasshopper species	 ṭhūlo phaṭyān%gro, ṭhūlo phaṭen%gro	n.	
370	Dumi	bo:ǝri	a species of large tree with white flowers and small leaves known in Nepali, at least in Khoṭān% district, by the name boharī		n.	
371	Dumi	botnɨ	shout, cry; crow (of a cockerel)	 karāunu	vi-3 buts/bus-bot	
372	Dumi	botnɨ	get riled up, be aroused (in the expression: -tsili botnɨ 'be angered, get angry', e.g. o:tsili butsa I got angry)	 rīs uṭhnu	vi-3 buts/bus-bot	
373	Dumi	-bö	individualizing postposition: 'as for...'		postp.	
374	Dumi	Brasmi:	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=B{y}{/}r{o"}smi:&method_proto=substring" target="_blank">Bɨ́rösmi:.</A>		n.	
375	Dumi	bubu	husband's elder brother		n.	
376	Dumi	bulɨ	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=b{y}l{y}&method_proto=substring" target="_blank">bɨlɨ.</A>		n.	
377	Dumi	bulɨdam	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=b{y}l{y}dam&method_proto=substring" target="_blank">bɨlɨdam.</A>		n.	
378	Dumi	búrasi	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=b{y}r{o"}si&method_proto=substring" target="_blank">bɨrösi.</A>		n.	
379	Dumi	Burasmi:	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=B{y}{/}r{o"}smi:&method_proto=substring" target="_blank">Bɨ́rösmi:.</A>		n.	
380	Dumi	buŕsi	cucumber	 kāʔkrā.	n.	
381	Dumi	khopnɨ	winnow (e.g. lomdzom 'grain')	 cāmal, sāʔval	vt-3 khuph/khup-khop	
382	Dumi	khopnɨp	flat round winnowing basket	 nāŋlo	n.	
383	Dumi	Khopsi-Lɨkpa	the only begotten son of Mukuli-Ya:rita and Dakhɨli-Surita, the husband of Na:ghɨle:m.		n.myth.	
384	Dumi	khore	anxiety, worry	 phikrī, surtā, cintā	n.	
385	Dumi	khotlitnɨ	go away, leave	 jāi jānu.	vi-3 khuts/khus-khot + vi-3 lits/lis-lit	
386	Dumi	khotnɨ	1) go, go away		vi-3 khuts/khus-khot	
387	Dumi	khotnɨ	bring up		vt-2a khod/khot-khots/khos	
388	Dumi	khotnnɨ	profferative aspectivizer, e.g. Khip-khotnsi (Nep. pakāi die ) Theyd cooked it for them		vt-5a	
389	Dumi	khubo	species of plant from which the Dumi make ri:bha 'rope' and is used by the Nepali to fashion Daphne paper (Nep. Nepālī kāgat )	 lokatā, lokato	n.	
390	Dumi	khúdu	notched log or bamboo trunk used as a ladder	 lisnu, bharyān%.	n.	
391	Dumi	khúduku			vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=khu{/}du&method_proto=substring" target="_blank">khúdu.</A>	
392	Dumi	khur	hand		n.	
393	Dumi	khyoknɨ	1) hang up, suspend (e.g. a khoksɨm onto a post or pillar); 2) hitch up (livestock to a post)	 jhunḍyāunu.	vt-2a khyokt/khyok-khyokh/khyok	
394	Dumi	-ki	(emphatic perfect gerund attached to verb) as soon as, just as.		sf.	
395	Dumi	kiki	1) maternal uncle, older than mother; 2) maternal uncle, irrespective of age with respect to mother.		n.	
396	Dumi	killik-killik	Adam's apple, the lump caused by projecting thyroid cartilage in men's throats.		n.	
397	Dumi	ki:	tuber, radish, potato	 tarūl, ālu	n.	
398	Dumi	ki:khepkö	potato tarkārī	 ālū ko tarkārī	n.	
399	Dumi	ki:m	house	 ghar.	n.	
400	Dumi	ki:mbinlu	one of the three stones comprising the sɨptɨlu (q.v.), the stone situated away from the wall and nearest to the main entrance		n.	
401	Dumi	kaʔrimbhu	the tree Fraxinus floribunda	 lākurī, lāʔkurī.	n.	
402	Dumi	kakharɨ	gargling, gurgling, esp. in preparing to spit or spew out phlegm	khakār	n.	
403	Dumi	kalkal	popliteal fold, fossa poplitea		n.	
404	Dumi	kaḿsinɨ	1) cover oneself (with a blanket) 2) n., blanket 3) (with ho:p 'self') dress, put on (gu, sikiri 'clothes', 'clothing')	1) oḍnu; 2) oḍne	vr.erg.	
405	Dumi	kaNkɨ	1) water; 2) juice	 ras	n.	
406	Dumi	kaNkɨ-dharam	water tap (Nep. dhārā ) or kuvā		n.	
407	Dumi	kaNkɨdɨm	a medicinal herb, the leaves of which are squeezed to extract the sap which is applied directly to wounds.		n.	
408	Dumi	kaNkɨ-tsirkhɨm	cascade, waterfall	 chāʔgo, Eastern Nep. chẽgā.	n.	
409	Dumi	ka:diʔ	vagina		n.	
410	Dumi	Ka:ma:ruma	the roaring god of the heavens and of thunder, wind and other atmospheric phenomena.		n.myth.	
411	Dumi	ka:mpipi:r	slender, black wasp with orangish red legs and with two black, nearly parallel stingers protruding from its posterior extremity		n.	
412	Dumi	ka:nnɨ	pour out, pour, spill; fling out; toss out; spew out (e.g. kakharɨ 'phlegm')	 pokhāunu.	vt-2a ka:nd/ka:n-ka:nts/ka:s	
413	Dumi	ka:tnɨ	bite someone or something	 ṭoknu.	vt-2a ka:d/ka:t-ka:ts/ka:s	
414	Dumi	ka:yɨ	wet ashes, ash paste made from water and ash	 kharānī	n.	
415	Dumi	kar	wound, boil, ulcer, blister	 ghāu, khaṭiro.	n.	
416	Dumi	karela	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=kari:m&method_proto=substring" target="_blank">kari:m.</A>		n.	
417	Dumi	kari:m	1) labu siam, an avocado-shaped light waxy green fruit with a thin, soft thorny skin, a large flat thin pit. It is cooked and eaten without the soft thorny skin; 2) the labu siam plant		n.	
418	Dumi	kari:m-dzasi	the fruit of the labu siam, as opposed to the plant.		n.	
419	Dumi	kartɨkpu	short-tailed Himalayan jungle cat, Felis chaus	 banḍāḍhe, banbirālo	n.	
420	Dumi	kepnɨ	stick to, be or become stuck or glued, adhere	 ṭāʔsnu	vi-3 kiph/kip-kep	
421	Dumi	phu	chicken	 kukhurā	n.	
422	Dumi	phupu	rooster, cock	 bhāle.	n.	
423	Dumi	phupum	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=phupu&method_proto=substring" target="_blank">phupu.</A>		n.	
424	Dumi	piksilu	ankle.		n.	
425	Dumi	piĺliksɨ	the tree Choerospondias axillaris	 lapsī	n.	
426	Dumi	pilnɨ	1) hug (not as a sign of affection but whilst wrestling); 2) squeeze an udder whilst milking, milk (a cow or buffalo)		vt-1 pil	
427	Dumi	piĺti:psɨ	the tree Choerospondias axillaris	 lapsī	n.	
428	Dumi	piNgo	the wooden, bamboo or wood-and-bamboo ferris wheel made by Kiranti peoples during a period of shamanist celebrations which coincide with the Hindu feast of Das!aĩ, from the seventh to the tenth day of the light half of the month of Ās!vin		n.	
429	Dumi	pi:ʔkhi:m	fart.		n.	
430	Dumi	pi:nɨ	come (along a horizontal plane)	 terso āunu.	vi-1 pi:y/pi:	
431	Dumi	pi:nɨ	fart	 pādnu.	vi-1 pi:y/pi:	
432	Dumi	pi:pnɨ	1) topple over, fall, be felled 2) -sa:yɨ pi:pnɨ (elevated style) pass away, die	 dhalnu	vi-1 pi:ph/pi:p	
433	Dumi	pi:sibhu	the tree Castanopsis indica	 aule kaṭus, ḍhālne kaṭus	n.	
434	Dumi	pi:sim	1) man past child bearing age  2) a potato plant which does not produce potatoes	1) buḍho 2) Nep. ālū napalāune.	n.	
435	Dumi	pi:simme	woman past child bearing age	 buḍhī	n.	
436	Dumi	pipi	grandmother (either paternal or maternal; male or female speaking)	 hajur-āmā.	n.	
437	Dumi	piṕmsinɨ	sheath, scabbard	 dāp.	n.	
438	Dumi	pipnɨ	pierce, stick lengthwise into, thrust (any long object) into, drive into	 siurinu.	vt-2a pipt/pip-piph/pip	
439	Dumi	pipsunɨ	thrust, drive or stick into lengthwise	 siuri paṭhāunu.	vt-2a pipt/pip-piph/pip + vt-6a sa-suy/su-sɨ-so	
440	Dumi	piptunɨ	position or get into place by thrusting in lengthwise	 siuri rākhnu.	vt-2a pipt/pip-piph/pip + vt-6a ta-tuy/tu-tɨ-to	
441	Dumi	so:ʔmkaʔhim	breathing, respiring, animate.		adj.	
442	Dumi	so:ʔwa	hunger		n.	
443	Dumi	so:ʔyǝmbɨ	famine	 anikāl	n.	
444	Dumi	so:lǝ	young man	 javān	n.	
445	Dumi	so:lǝme	woman of child-bearing age	 tannerī	n. [-me fem.sf.] young woman	
446	Dumi	so:m	breath		n.	
447	Dumi	so:mna	late afternoon and evening; in the evening, in the late afternoon	 belukā	n.adv.	
448	Dumi	so:pho, sapho	1) leaf (including the stem) 2) paper	1) pāt	n.	
449	Dumi	so:sel	paper, piece of writing, book	 kāgat, kitāb	n.	
450	Dumi	so:selpɨ	trash.		n.	
451	Dumi	so:si	caste, tribe, ethnic group, race	 jāt.	n.	
452	Dumi	Sotma	Dumi family name of the Bɨ́rösmi: clan, whence the village Sotmā (also: Capleṭī Gāũ ) got its name		n.	
453	Dumi	söpeʔ	old (of inanimate referents)	 purāno.	adj.	
454	Dumi	su	meat, flesh	 māsu.	n.	
455	Dumi	suba	bread	 roṭī.	n.	
456	Dumi	subɨkɨ	little semi-articial water reservoir, encased and covered with boulders and large rock slabs, fed and replenished by a natural (sometimes re-channeled and occasionally sluggish but generally constant) source	 kuvā.	n.	
457	Dumi	sukli	three		num.	
458	Dumi	Suksebɨm	the Sunwars, the Sunwar nation, the Sunwar tribe		n.coll.	
459	Dumi	Suksɨm	Sunwar	 Sunuvār	n.	
460	Dumi	suksɨmbɨ	Sunwar.		adj.	
461	Dumi	me:ʔmi	Missus, formal term of address for a married woman	 s!rīmatī	n.	
462	Dumi	me:lam	work	 kām	n.	
463	Dumi	me:Nǝ	1) just like that, just so, in that way, in that fashion 2) the more, all the more	 tyatikai	adv.	
464	Dumi	me:pnɨ	destroy, obliterate, ruin, spoil, mess up	 meṭnu	vt-2a me:ph/me:p-miph/mip	
465	Dumi	me:si	buffalo		n.	
466	Dumi	metnna	in that fashion, in that way	 tyaso, tyasarī	adv.	
467	Dumi	mǝkha:kpɨ	not bitter	 natīto.	adj.	
468	Dumi	Mǝkpa	Dumi clan in Mākpā pañcāyat, whence the pañcāyat probably got its name		n.	
469	Dumi	mǝlɨsbhu	the tree Macaranga pustulata or indica	 mālatā.	n.	
470	Dumi	mi	fire.		n.	
471	Dumi	mikirma	fifth born (offspring or sibling)		n.adj.fem.	
472	Dumi	mikirmi	(of a married female) fifth born (offspring or sibling)		n.fem.	
473	Dumi	mikɨ	fifth born (offspring or sibling)		n.adj.masc.	
474	Dumi	mikɨse	fifth born son		n.masc.	
475	Dumi	mikkhi:m	tears	 āʔsu	n.	
476	Dumi	miksi	1) eye 2) seed, pit, grain, corn	1) āʔkhā	n.	
477	Dumi	milirma	sixth born (offspring or sibling)		n.adj.fem.	
478	Dumi	milirmi	(of a married female) sixth born (offspring or sibling)		n.fem.	
479	Dumi	milɨ	sixth born (offspring or sibling)		n.adj.masc.	
480	Dumi	milɨse	sixth born son		n.masc.	
481	Dumi	tha:pnɨ	be or become ripped, torn or perforated	 chedinu	vi-1 tha:ph/tha:p	
482	Dumi	tha:pnɨ	rip, tear	 chednu	vt-1 tha:ph/tha:p	
483	Dumi	tha:pnɨ	measure	 nāpnu.	vt-2a tha:pt/tha:p-tha:ph/tha:p	
484	Dumi	tha:tnɨ	be or become ripped, snapped; come undone; break loose	 cũḍinu	vi-3 tha:ts/tha:s:-tha:t	
485	Dumi	thappari	belt	 peṭī.	n.	
486	Dumi	thennɨ	pick up, lift up	 ucālnu.	vt-2a thend/then-thents/thes	
487	Dumi	thi:nɨ	stumble and fall, trip, fall	 khasnu, laḍnu	vi-1 thi:y/thi:	
488	Dumi	thi:nɨ	trip someone, cause to fall over, cause to stumble (takes both animate and inanimate patient)	 laḍāunu.	vt-1 thi:	
489	Dumi	thɨmɨnnɨ	lay down bedding material for someone (= patient).		vt-7 thɨma-thɨmɨts/thɨmɨs-thɨmɨt-thɨmɨ-thɨmuy/thɨmu-thɨmo	
490	Dumi	thɨpkhotnnɨ	sew for someone	 silāi dinu.	vt-5a thɨpkhotnd/thɨpkhotn-thɨphkhotnts/thɨpkhos-thɨpkho-thɨkhot	
491	Dumi	thɨpnɨ	sew	 siunu.	vt-2a thɨpt/thɨp-thɨph/thɨp	
492	Dumi	thɨri	a four-sided weaving shuttle tapered at both ends which is passed back and forth through the weft whilst weaving on a loom, approximately 31cm in length and 5,75cm in width and breadth at the centre		n.	
493	Dumi	thɨtnɨ	stretch, become elongated (with ta:na:mri 'elongated')		vi-3 thɨts/thɨs-thɨt	
494	Dumi	thɨtnɨ	1) pull; cause to budge by pulling, pull something free 2a) so:m (so:m 'breath') thɨtnɨ, inhale 2b) n., lungs	2a) sās tānnu 2b) phokso	vt-2a thɨd/thɨt-thɨts/thɨs	
495	Dumi	thoklɨ	ruddy black shellac and glue made from burnt swine hair and resin mixed together into a viscous paste	 lāhā.	n.	
496	Dumi	thoknɨ	build (a wall), construct (a house)	 gāhro lāunu.	vt-2a thokt/thok-thokh/thok	
497	Dumi	thoknɨ	pour out (gradually)	 khanyāunu	vt-3 thukh/thuk-thok	
498	Dumi	thoksunɨ	pour out, empty by pouring	 khanyāi paṭhāunu	vt-3 thukh/thuk-thok + vt-6a sa-suy/su-sɨ-so	
499	Dumi	tholɨ	large, wooden pestle about one metre in length and club-shaped at either end, used in conjunction with a sɨNkhoʔ, q.v.	 musal, muslī.	n.	
500	Dumi	thonɨ	continuous aspectivizer for intransitive verbs		vi-3 thiN-tho	
501	Dumi	hobi	inside, within	 bhitra.	postp.	
502	Dumi	hobɨ	inside (below point of reference)	 bhitra (ohrālo ).	adv.	
503	Dumi	hobu	inside (on the same plane as the point of reference)	 bhitra (terso  ).	adv.	
504	Dumi	hodɨ	waking state, waking consciousness, as opposed to lemma or syemma, q.v.		n.	
505	Dumi	hoNsa	immortal soul (the portion of one's consciousness which reincarnates, as opposed to the lu: )		n.	
506	Dumi	ho:	king	 rājā.	n.	
507	Dumi	ho:da	stupid, thick, oafish	 lāṭo	adj.	
508	Dumi	Ho:di	Dumi family name of the Bɨ́rösmi: clan		n.	
509	Dumi	ho:mɨ	queen	 rājā.	n.	
510	Dumi	ho:p	own, self		refl.pro.	
511	Dumi	Ho:pa	household deity which, when displeased, induces loss of appetite and vomiting	 Purve, Purbe.	n.	
512	Dumi	ho:plɨ	1) orphan		1) n. 2) adv.adj.	
513	Dumi	ho:tnɨ	cave in, collapse	 bhatkinu.	vi-3 huts/hus-ho:t	
514	Dumi	ho:tnɨ	fetch, bring, bring back	 khojera lyāunu	vt-4 hu:d/hu:t-hu:ts/hu:s-ho:t	
515	Dumi	hoptɨ	inside (above point of reference)	 bhitra  (ukālo ).	adv.	
516	Dumi	Horosɨ	Dumi family name of the Bɨ́rösmi: clan		n.	
517	Dumi	hosso-hollo	relief and joy, pleasure, exhiliration.		n.	
518	Dumi	hotso	the lower and greater of two rectangular platforms suspended on ropes from the ceiling above the fireplace for storing pots and pans and for drying plants and foodstuffs	 bhār	n.	
519	Dumi	hoy	inside, within	 bhitra.	postp.	
520	Dumi	hu	rain.		n.	
521	Dumi	kobo	small bowl for kö 'tihun'		n.	
522	Dumi	kokda	large spade with metal blade pointed diagonally away from the long wooden haft	 kodālo	n.	
523	Dumi	koknɨ	1) dig with a spade, till the soil; strike (e.g. with a hammer or other implement) 2) strike (of a snake), peck (of a bird)	1) khannu 2) Nep. thun%nu.	vt-2a kokt/kok-kokh/kok	
524	Dumi	koknɨ	cut	 kāṭnu.	vt-2a kokt/kok-kukh/kuk	
525	Dumi	koknɨ	know (with infinitive) how to do something		vt-3 kukh/kuk-kok	
526	Dumi	kokpɨ	a knower, someone in the know.		n.	
527	Dumi	koksa	small spade with point of metal blade inclined toward the wooden haft	 cam-kodālo	n.	
528	Dumi	kokte:	lizard	 chepāro.	n.	
529	Dumi	ko:phu	face (of a man)	 mukh	n.	
530	Dumi	kopmɨtnɨ	cover someone with a blanket	 oḍāunu	vt-2a kop lɨd/mɨt-mɨts/mɨs	
531	Dumi	kopnɨ	thatch	 chaunu.	vt-2a kopt/kop-kuph/kup	
532	Dumi	kopsɨ	trunk, culm (of bamboo); hollow trunk (of tree)	 khapaṭo	n.	
533	Dumi	koptsa	small bowl, especially for kö	 baṭuko	n.	
534	Dumi	kö	cooked vegetable dish to be eaten with dza:, esp. vegetable curry	 tihun.	n.	
535	Dumi	kökɨ	sauce, gravy, juice	 jhol, ras	n.	
536	Dumi	ku	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=k{y}&method_proto=substring" target="_blank">kɨ.</A>		n.	
537	Dumi	kukdi	sharp digging implement with a blade the shape of which is reminiscent of the beak of a spoonbill	 kuṭo, kuṭe	n.	
538	Dumi	kulɨm	black		n.	
539	Dumi	kupbusɨ	the tree Ficus semicordata (also known as F. cunia, F. cunii)	 khaniũ, khanāyo	n.	
540	Dumi	kursibhu	the walnut tree Juglans regia	 okhar.	n.	
541	Dumi	ta:ktsi	brain, brains		n.	
542	Dumi	ta:mnɨ	dunk under, dip, plunge, immerse, sink	 ḍubāunu	vt-1 ta:m	
543	Dumi	ta:mtunɨ	dunk under, dip, plunge, immerse, sink	 ḍubāi rākhnu	vt-6a ta:mta-ta:mtuy/ta:mtu-ta:mtɨ-ta:mto	
544	Dumi	ta:na:m	long (both spatially and temporally); far, far away, distant		adj.	
545	Dumi	ta:na:mri	elongated, stretched		adj.adv.	
546	Dumi	ta:nnɨ	bring down	 jhārnu	vt-5a ta:nd/ta:n-ta:nts/ta:s-ta:t-ta:n	
547	Dumi	ta:tɨm	hot (of liquids)		adj.	
548	Dumi	ta:tnɨ	tear up (esp. soil) with an implement, poke at with a long stick, dig around (in soil), poke loose (with a stick), extract	 koṭṭyāunu	vt-2a ta:t-ta:ts/ta:s	
549	Dumi	ta:tnɨ	come down	 jharnu	vi-3 ta:nts/ta:s-ta:t	
550	Dumi	tauliya	towel.		n.	
551	Dumi	te:l				
552	Dumi	te:lɨm	oil.		n.	
553	Dumi	te:te:	1) paternal uncle, older than father; 2) husband of mother's elder sister		n.	
554	Dumi	te:te:m	1) mother's elder sister; 2) wife of father's elder brother		n.	
555	Dumi	térek	crack, snap.		onomatopoeia.	
556	Dumi	tetnna	in this fashion, in this way	 yaso, yasarī	adv.	
557	Dumi	thamphɨ	place	 ṭhāũ.	n.	
558	Dumi	tha:Nnɨ	1) fall, drop; 2) (elevated diction) die, pass away 3) with sa:yɨ 'life force', become ill, die or be near death.	khasnu	vi-1 tha:N	
559	Dumi	tha:Nnɨ	drop, allow to fall	 khasāunu.	vt-1 tha:N	
560	Dumi	tha:Ńsinɨ	descend, go or come down	 jharnu	vr.non-erg.	
561	Dumi	rɨtsɨlu	an oblong egg-shaped stone with at least one rounded end, held in one's hand and wielded as an implement for smashing spices on a samphep, q.v.		n.	
562	Dumi	Roʔdɨ	Rai	 Rāī.	n.	
563	Dumi	Roʔdɨmi:	a Rai	 Rāī.	n.	
564	Dumi	Roʔdɨ-mi:n	a Rai person, a Rai individual	 Rāī-mānche.	n.	
565	Dumi	roktɨm	red.		adj.	
566	Dumi	RoNkosɨ	Dumi family name of the Bɨ́rösmi: clan		n.	
