RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
351	Limbu	ke:ʔe:ba	1) mute, dumb; 2) dumb, stupid.		n.adj.	859
352	Limbu	ke:b	tiger.		n.	855
353	Limbu	ke:dzɔN	gale; tempest		n.	
354	Limbu	ke:llik	at length.		adv.	
355	Limbu	ke:mba	tall, long (non-human)		adj.	
356	Limbu	ke:mmaʔ, -ke:nd-/-ke:n-	be tall, be long (both human and non-human)		vi.	194
357	Limbu	ke:pmaʔ, ke:pt-/-ke:p-	sit on something (inanimate patient)		vt.	
358	Limbu	ke:pmaʔ, -ke:tt-/-ke:t-/-ke:ʔl	1) put into, insert, put; 2) bring out and put down; put out (serve).		vt.	861
359	Limbu	ke:sra	clove (of a bulb of garlic), segment (of a citrus fruit)		n.	
360	Limbu	kɛ-	your (singular).		pf.	
361	Limbu	me:ʔmaʔ, -me:ʔr-/-me:ʔ-	1) be fat, be pudgy, be overweight; 2) vi. (or vt., with non-referential 3sP agreement) get fat, become overweight.		1) vi. 2) vt.vi.	765
362	Limbu	me:kmaʔ, -me:kt-/-me:k-	bleat (of goats).		vi.	
363	Limbu	me:me:thumma	widow.		n.	
364	Limbu	me:n	negative 'to be', vide 3.1.1		vi.	618
365	Limbu	me:nduk	1) no; 2) is not (the negative form of the suffixal 'to be', vide 3.1.1).		vi.inv.	
366	Limbu	me:nne:				
367	Limbu	me:wa	papaya.		n.	
368	Limbu	mɛkmaʔ, -mɛg-/-mɛk-	run out (of a supply of some- thing), become depleted		vi.	
369	Limbu	mɛlluN	dowry		n.	
370	Limbu	mɛn	value, price.		n.	
371	Limbu	mɛnchaʔ, -mmɛncha-	grandchild.		n.	
372	Limbu	mɛnchamdiN	sentient man, man as an embodied spirit or soul.		n.	
373	Limbu	mɛnchukma	pregnant.		adj.f.	
374	Limbu	mɛnchumʔna	(lit. untouchable) in menstruation, in a four-day state of untouchability due to menstruation		adj.	
375	Limbu	mɛnchumʔnaba	lit. untouchability, viz. menstruation, four-day state of impurity and untouchability due to menstrua- tion.		n.	
376	Limbu	mɛnchuma	woman, lady.		n.	633
377	Limbu	mɛnchuma-saʔ	daughter (term used to disambiguate gender of saʔ when this is not obvious).		n.	
378	Limbu	mɛnchya	maiden, young lady		n.	
379	Limbu	mɛnchya yǝmma thɛgu  n.	(lit. large maiden mountain) name of the highest peak visible from Tamphulā to the northnorthwest		n.	
380	Limbu	mɛnchya-purup	the Pleiades (constellation).		n.	
381	Limbu	hɛnaNbhɛlle	because		conj.	
382	Limbu	hɛnchiNmaʔ	boast (lit. appraise oneself)		vr.	
383	Limbu	hɛndik	something, what thing.		pro.	
384	Limbu	hɛndzaʔ	lass, pre-pubescent child, lad (in the vocative used only to address pre-pubescent girls, not pre-pubescent males)		n.	
385	Limbu	hɛndzaʔbitcha	(pre-pubescent) children		n.	
386	Limbu	hɛpmaʔ, -hɛr-/-hɛt-/-hɛʔl	shatter, burst		vi.	27
387	Limbu	hɛtkɛlɔʔba	red		adj.	
388	Limbu	hɛttaNba	red, red-kind; a red one		adj.n.	
389	Limbu	hi	shit.		n.	52
390	Limbu	hiʔ	chaff, Nep. bhus.		n.	
391	Limbu	hiʔe:maʔ, hi-e:s-/hi-e:-	shit, defaecate		vt.	5
392	Limbu	hiʔe:tmaʔ, hi-e:tt-/hi-e:t-/hi-e:ʔl	shit on something or someone		vt.	
393	Limbu	hiduʔl	intestines, guts, viscera		n.	149
394	Limbu	higa:kma	oblong turd (Nep. leoḍ).		n.	
395	Limbu	higho:mba	ass, buttocks		n.	
396	Limbu	hik	lɔʔmaʔ (3).			
397	Limbu	hikkɛlɔʔba	green		adj.	
398	Limbu	hikmaʔ, -hikt-/-hik-	1) feel close, smothered, stuffy, stifled; experience tightness in the chest; 2) in the expression -sɔkma hik lɔʔmaʔ, -lɔʔr-/ -lɔʔ-: sɛndik ku-sɔkma hik lɔʔr-ɛ (at night 3-breath stifle get-PT) He had difficulty breathing last night		vi.	
399	Limbu	hiktaNba	green, greenkind; a green one		adj.	
400	Limbu	hikwa	frost.		n.	
401	Limbu	khɛni	you (pl.)		pro.	19
402	Limbu	khɛNmaʔ, -khɛks-/-khɛN-	strike (a match, flint)		vt.	
403	Limbu	khɛNmaʔ, -khɛks-/-khɛN-	dry (meat)		vt.	
404	Limbu	khɛNmaʔ, -khɛN-	well up		vi.	
405	Limbu	khɛNya:pmaʔ,khɛN-ya:r-/khɛN-ya:t-/khɛN-ya:ʔl	be that much, amount to that much		vi.	
406	Limbu	khɛNya:ppa	that big, such a big (non-proximal)		adj.	
407	Limbu	khɛNya:psa	that small, such a small (non-proximal)		adj.	
408	Limbu	khɛ:ʔmaʔ, -khɛ:r-/-khɛ:ʔ-	split (<i>siN</i> wood, <i>pha</i> bamboo) lengthwise with the grain		vt.	77
409	Limbu	khɛ:kmaʔ, -khɛ:kt-/-khɛ:k-	have a piece broken off of the whole, be chipped off, flake off, be nicked		vi.	
410	Limbu	khɛ:maʔ, -khɛ:s-/-khɛ:-	make circles, spin, whirl, dance around in circles		vt.	54
411	Limbu	khɛ:Nmaʔ, -khɛ:ks-/-khɛ:N-	break off a piece, chip off, nick		vt.	
412	Limbu	khɛpmaʔ, -khɛpt-/-khɛp-	harness, yoke		vt.	
413	Limbu	khɛpmaʔ, -khɛtt-/-khɛt-/-khɛʔl	chase		vt.	100
414	Limbu	khɛpmaʔ, -khɛʔr-/-khɛt-/-khɛʔl	resultative aspectivizer		vi.	
415	Limbu	khɛse:ʔ	star		n.	284
416	Limbu	khɛse:k	walnut		n.	80
417	Limbu	khɛsɛmik, khɛsumik, khɛsumikpa, khɛsɛmikpa	star		n.	
418	Limbu	khɛsuN, khe:suN	white yeast culture for fermenting red millet to yield red millet beer		n.	
419	Limbu	khɛtchiNmaʔ	run		vr.	
420	Limbu	khɛtna	over there, thither		adv.	
421	Limbu	kɛʔe:ʔba	bored, spoiled.		adj.	
422	Limbu	kɛba:ppa	eloquent, wellspoken, frank, of good character.		adj.	
423	Limbu	kɛdamba	wise, sage		adj.	
424	Limbu	kɛdaNba	(of a friend cum) easygoing, calm, intimate.		adj.	
425	Limbu	kɛdhumba	diligent, industrious, full of stamina.		adj.	
426	Limbu	kɛdhuNba	brave, heroic, bold, manly.		adj.	544
427	Limbu	kɛdhuNba	AP of thuNmaʔ, q.v.		adj.	
428	Limbu	kɛdimba	full.		adj.	
429	Limbu	kɛdzi:ba	I) cold (of water or metal) II) 1) money (slang); 2) khukuri		I) adj. II) n.	984
430	Limbu	kɛdzippa	AP of citmaʔ, q.v.		adj.	
431	Limbu	kɛghikpa, kɛghyikpa	AP of khikmaʔ, q.v.		adj.	
432	Limbu	kɛghi:mba	AP of khi:mmaʔ, q.v.		adj.	
433	Limbu	kɛgo:ba	AP of ko:maʔ, q.v.		adj.	
434	Limbu	kɛlimba	AP of limmaʔ, q.v.		adj.	
435	Limbu	kɛlippa	AP of lipmaʔ, q.v.		adj.	
436	Limbu	kɛme:ʔba	fat, pudgy, overweight.		adj.	
437	Limbu	kɛmmaʔ, -kɛmd-/-kɛm-	hold someone pinned down to the ground with one's body; press someone down with one's body		vt.	
438	Limbu	kɛmɔkpa	hot (of liquids, eg. cwaʔl 'water', pitnu 'milk').		adj.	
439	Limbu	kɛnaNba	crazy, berserk; lunatic		adj.n.	
440	Limbu	kɛniksiNba	term of abuse.		n.pej.	
441	Limbu	pɛnna:N	third younger sibling, same sex as ego		n.	
442	Limbu	pɛ:maʔ, -pɛ:r-/-pɛ:-	fly		vi.	649
443	Limbu	pɛpmaʔ, -pɛtt-/-pɛt-/-pɛʔl	drag, draw		vt.	
444	Limbu	pɛrɛm	on a horizontal plane, i.e. not uphill, not downhill (Nep. terso)		adv.	
445	Limbu	pɛttɛktɛkpa	chattering, blabbermouth, full of hot air, unreliable		n.adj.	
446	Limbu	pɛttɔk	in many short strides (of a person's gait), in quick small steps; pitter-patter (on short legs)		adj.adv.	
447	Limbu	pǝila	first.		adv.adj	
448	Limbu	pǝkɔ:ndi				
449	Limbu	pha	bamboo.		n.	770
450	Limbu	phaʔaN	that, if that be the case, whether		sub.	
451	Limbu	phaʔlapmaʔ, phaʔ-lab-/phaʔ-lap-	clear land by fire, burn dried weeds or raked up leaves, burn vegetable refuse.		vt.	
452	Limbu	phaʔmaʔ, -phaʔr-/-phaʔ-	help someone, assist someone.		vt.	734
453	Limbu	phahɔk	bamboo integument, bamboo shells or casings which are shed as the bamboo plant grows		n.	
454	Limbu	phak	pig.		n.	698
455	Limbu	phakhɔk	the gutted carcass of a slaughtered pig		n.	
456	Limbu	phakkho:N	feeding trough for pigs.		n.	841
457	Limbu	phakma	sow.		n.	
458	Limbu	phaksa	pork.		n.	
459	Limbu	phaksaʔl	piglet		n.	
460	Limbu	phakso:ʔl	pork fat.		n.	
461	Limbu	lɛm	kidney, side		n.	849
462	Limbu	lɛmmaʔ, -lɛnd-/-lɛn-	become dislocated, jump or slide out of its socket or place		vi.	
463	Limbu	lɛn	day, daytime		n.	485
464	Limbu	lɛN	turn		n.	
465	Limbu	lɛNmaʔ, -lɛN-	wander about lost		vi.	
466	Limbu	lɛNmaʔ, -lɛks-/-lɛN-	turn over, flip over		vt.	
467	Limbu	lɛ:kmaʔ, -lɛ:kt-/-lɛ:k-	peel severely, shed one's skin		vi.	
468	Limbu	lɛ:maʔ, -lɛ:s-/-lɛ:-	know		vt.	864
469	Limbu	lɛ:mmaʔ, -lɛ:m-	sweet-talk, deceive, flatter, seduce, tlk someone into, try to make someone understand		vt.	432
470	Limbu	lɛ:mmaʔ, -lɛ:md-/-lɛ:m-	darn, mend or patch up (a hole in a garment)		vt.	
471	Limbu	lɛ:mmaʔ, -lɛ:nd-/-lɛ:n-	pull down and snap off, strip (e.g. branches from a tree)		vt.	
472	Limbu	lɛ:Nmaʔ, -lɛ:ks-/-lɛ:N-	1) clear (land), chop down; 2) cause to disperse		vt.	
473	Limbu	lɛ:Nmaʔ, -lɛ:N-	smear, rub, rub in, daub, overpaint, esp. whitewash or redwash houses with pigmented clay and manure (eg.,kham-ille, cwaʔl-ille with clay, with water)		vt.	189
474	Limbu	lɛ:Nmaʔ, -lɛ:ks-/-lɛ:N-	slip		vi.	811
475	Limbu	lɛ:Nmaʔ, -lɛ:ks-/-lɛ:N-	knead, make dough		vt.	
476	Limbu	lɛpmaʔ, -lɛʔr-/lɛt-/lɛʔl-	1) give up, take leave of, quit 2) let go, release; undo		vt.	406
477	Limbu	lɛpmaʔ, -lɛpt-/-lɛp-	1) cast, throw, toss (overhand); hit someone or something with a thrown object		vt.	
478	Limbu	-lɛpmaN	toward		postp.	
479	Limbu	-lɛpsaN	toward		postp.	
480	Limbu	lɛpsaN	office, division, area (of work)		n.	
481	Limbu	kɛni:ppa-kɛsappa	literate, a literate man.		adj.n.	
482	Limbu	kɛNmaʔ, -kɛN-	stumble and fall		vi.	
483	Limbu	kɛNmaʔ, -kɛNs-/-kɛN-	cause someone to stumble and fall, trip someone		vt.	
484	Limbu	kɛNya	in a waddling fashion, in the manner of a goose		adv.adj.	
485	Limbu	kɛ:b	mute person		n.	
486	Limbu	kɛ:bba				
487	Limbu	kɛ:pmaʔ, -kɛ:pt-/-kɛ:p-	pinch		vt.	
488	Limbu	kɛpmaʔ, -kɛʔr-/-kɛt-/-kɛʔl	1) arrive; 2) have been to a place, have gotten to a place; 3) mɛnchya kɛpmaʔ, thaNbɛn kɛpmaʔ attain adulthood, attain the age of a young lady, attain the age of a mature youth.		vi.	
489	Limbu	kɛpmaʔ, -kɛtt-/-kɛt-/-kɛʔl	1) get something or someone to a place; 2) fulfill a promise; 3) mɛnchya kɛpmaʔ, thaNbɛn kɛpmaʔ raise children into young adults.		vt.	
490	Limbu	kɛrɛk	1) all, every; 2) everyone, everything.		1) num. 2) n.	125
491	Limbu	kɛrɛk-le	altogether.		adv.	
492	Limbu	kɛso:ba			AP of so:maʔ.	
493	Limbu	kɛsyutpa	q.v.		AP of syutmaʔ	
494	Limbu	kǝʔtǝʔwa	fern, frond.		n.	
495	Limbu	kǝrǝ	but.		conj.	
496	Limbu	khaʔl	morning stupor		n.	
497	Limbu	khaʔnam	wicker-strap lashed across one's forehead from which a <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/limet&first=1&text_proto=th{o|}Nga&method_proto=substring" target="_blank">thɔNga</A> (q.v.) is suspended and carried on one's back		n.	
498	Limbu	khaʔo:tmaʔ, khaʔ-o:tt-/khaʔ-o:t-/khaʔ-oʔl	dawn, get light at daybreak		vi.	70
499	Limbu	khaʔumaʔ, kha-us-/kha-u-	deliver a speech		vt.	
500	Limbu	khada:mmaʔ, kha-da:m-	get dark (outside during nightfall)		vi.	522
501	Limbu	phe:sutte:	a heavy porridge-like tɔk made of maize meal or maize flour.		n.	
502	Limbu	phɛʔlaʔmaʔ, phɛʔ-laʔr-/phɛʔ-laʔ	1) spoil, be spoilt, be ruined; 2) become angry.		vi.	
503	Limbu	phɛʔla:mmaʔ, phɛʔ-la:nd-/phɛʔ-la:n-	spoil, ruin; dishonour		vt.	
504	Limbu	phɛʔmaʔ, -phɛʔr-/-phɛʔ-	put down a seat for someone, lay down matting for someone (= patient)		vt.	746
505	Limbu	phɛdza	knife, khukuri (Nep. khukurī̄)		n.	
506	Limbu	phɛdzikkum	sorcerer, in the compound phɛdzikkum- phe:daN.		n.poet.	
507	Limbu	phɛdzikkumphe:daN	sorcerers, wizards and shamans (collectively).		n.poet.	
508	Limbu	phɛgo:	burnt edible crust of cooked rice or maNdɔk on the bottom of the karʔhi or khɔppe:ʔ.		n.	
509	Limbu	phɛgwa	loincloth.		n.	
510	Limbu	phɛkmaʔ, -phɛkt-/-phɛk-	unfold, bloom, unfurl, burgeon		vi.	900
511	Limbu	phɛkmaʔ, -phɛkt-/-phɛk-	upbraid, reprove, reprimand.		vt.	
512	Limbu	phɛkwa	foliage.		n.	739
513	Limbu	-phɛlle/-bhɛlle	vide 9.3		sub.	
514	Limbu	phɛmaʔ, -phɛs-/-phɛ-	lay a mat down, situate a stool (yukna stool, gundri straw mat, lo:mbhɛʔl bamboo mat)		vt.	746
515	Limbu	phɛmmaʔ, -phɛʔr-/-phɛn-	1) spoil (with ipmna 'sleep', q.v.); 2) in the compounds kudzaphɛmmaʔ, kusa- phɛmmaʔ.		vi.	
516	Limbu	phɛmmaʔ, -phɛnd-/-phɛn-	slip out of, take off, undo one's clothes, strip		vt.	742
517	Limbu	phɛmmaʔ, -phɛr-(-phɛʔr-)/-phɛn-	come (movement along a horizontal plane)		vi.	687
518	Limbu	phɛmmaʔ, -phɛnch-/-phɛn-	1) send, have brought (along a horizontal plane); 2) pass over, toss over, hand across to someone		vt.	749
519	Limbu	phɛnchaN	left (antonym: cupsaN right).		adv.	701
520	Limbu	phɛnchaNba	left (antonym: cupsaNba right).		adj.	
521	Limbu	yaNsarumma	n., third-born (of siblings or offspring).		adj.f.	
522	Limbu	yaNsi	afterwards		adv.	202
523	Limbu	yaNsiN	the tree Schima wallichii (Nep. cilāune ko boṭ).		n.	
524	Limbu	yaNsiNba				
525	Limbu	yaNsiNbo:N				
526	Limbu	yaNsiNgukundze:li	the female sex, womankind, the weaker sex.		n.poet.	
527	Limbu	yaNsu	path, trail		n.	
528	Limbu	yaNyaN				
529	Limbu	ya:	next to, side		n.	
530	Limbu	ya:k	gift, present.		n.	
531	Limbu	ya:kke:k	cliff, precipice, abyss, chasm.		n.	456
532	Limbu	ya:kkhaʔ	forest, jungle		n.	
533	Limbu	ya:kkho:	pumpkin.		n.	
534	Limbu	ya:kmaʔ, -ya:g-/-ya:k-	locational 'to be', vide 3.3.		vi.	901
535	Limbu	ya:kmaʔ, -ya:kt-/-ya:k-	stay up somewhere, get stuck up somewhere, remain (in a higher place).		vi.	
536	Limbu	ya:kmaʔ, -ya:kt-/-ya:k-	(with non-referential 3sP agreement) be adequate, be sufficient (of food)		vt.	
537	Limbu	ya:kpɔpma				
538	Limbu	ya:kpɔppo:N, ya:kpɔpma	the tree Engelhardtia spicata, bearing delicate white flowers, large leaves and a peach-like fruit		n.	
539	Limbu	ya:kwa	the rain god.		n.	
540	Limbu	ya:kwa pudza	prayer service invoking the rain god to initiate the pre-monsoon rains and grant a suc- cessful planting season		n.	
541	Limbu	nihe:ʔdɛtmaʔ, nihe:ʔ-dɛtt-/nihe:ʔ-dɛt-/nihe:ʔ-dɛʔl	be able to be seen, be visible.		vi.	
542	Limbu	nikmaʔ, -nikt-/-nik-	fuck, copulate		vt.	
543	Limbu	nim	termites, red ants.		n.	490
544	Limbu	nimaʔ, -nis-/-ni-	see		vt.	448
545	Limbu	nimro:k	navel		n.	
546	Limbu	niN	poison		n.	495
547	Limbu	niN	1) mind, inclination; 2) in the expression niN lɛʔmaʔ: ire, wrath, gall, spleen		n.	787
548	Limbu	niNgɛ	1) oil, cooking oil; 2) oil or kerosene for lamps.		n.	
549	Limbu	niNgo:ro:	large edible hirsute fern croziers.		n.	
550	Limbu	niniyaN la:pmaʔ, niniyaN mɛlla:pmaʔ, -la:pt-/-la:p-	(used only in the negative) ignore, pretend not to see		vt.	
551	Limbu	niNlɛʔlɛʔ	too much, too many, too.		adv.	
552	Limbu	niNsaN	mind, love, mood.		n.	
553	Limbu	niNsaN phukma, -phukt-/-phuk-	spoil the fun, be a killjoy		n. + vt.,	
554	Limbu	-niNsaN pukmaʔ, -pug-/-puk-	be crestfallen		n. + vi.	
555	Limbu	-niNsaN puNmaʔ, -puks-/-puN-	disappoint someone		n. + vt.	
556	Limbu	niNwa	1) mind, memory, remembrance; 2) desire, satisfaction, intent.		n.	
557	Limbu	-niNwa co:kmaʔ, -co:g-/-co:k- vt.	1) desire, want; 2) get an idea, (with infinitive) get the idea to do something.		vt.	
558	Limbu	-niNwa hi:maʔ, -hi:r-/-hi:-	be convinced, change one's mind		vi.	
559	Limbu	-niNwa hi:maʔ, -hi:s-/-hi:-	convince someone, get someone to change his mind (eg. by repeating a mantra with concentrated effort or by more conventional means).		vt.	
560	Limbu	-niNwa i:maʔ, -i:r-/-i:-	become dizzy, become faint		n. + vi.	
561	Limbu	he:kmaʔ, -he:kt-/-he:k-	hiccough, have the hiccoughs		vi.	32
562	Limbu	he:kmaʔ, -he:kt-/-he:k-	(with an infinitive or bare stem) the inceptive aspectivizer 'to begin', vide 5.3.13.		vi.vt.	
563	Limbu	he:maʔ, -he:r-/-he:-	dry in the sun; dry (inedible, eg. sapla, te:ʔl) at the edge of a fire		vi.	28
564	Limbu	he:maʔ, -he:s-/-he:-	dry in the sun		vt.	28
565	Limbu	he:maʔ, -he:s-/-he:-	strap on, gird, arm oneself with, lash on, buckle		vt.	837
566	Limbu	he:sɔNwa	shortness of breath, panting, gasping		n.	
567	Limbu	hɛbhyaʔ	that much		adv.	
568	Limbu	hɛkdaNba	that kind of		adj.	
569	Limbu	hɛkke:	like that; such, so (distal)		adv.	
570	Limbu	hɛkke: gɔrɔ	in that case.		adv.	
571	Limbu	hɛkke:lɔʔrik	in that way, in that manner		adv.	
572	Limbu	hɛkke:saN	nonetheless, nevertheless, even so, however.		adv.	
573	Limbu	hɛkkɛlle	and then, at that time; therefore, and so		adv.	
574	Limbu	hɛkmaʔ, -hɛg-/-hɛk	cut with a sickle (waphe:ʔ-ille sickle-INST).		vt.	26
575	Limbu	hɛkyaN	1) and; moreover, then; and then; 2) well then, in that case; so what		1) conj. 2) clausefinal part.	
576	Limbu	hɛkyaNdho:	ever since that time, ever since, thenceforth.		adv.	
577	Limbu	hɛmmaʔ, -hɛnd-/-hɛn-	appraise, estimate, evaluate, guess (the weight of)		vt.	
578	Limbu	hɛn	what.		pro.	48
579	Limbu	hɛnaN	(with negated verb form) nothing		pro.	
580	Limbu	hɛnaN	why		adv.	
581	Limbu	mɛndaʔ	goat.		n.	638
582	Limbu	mɛndaʔsaʔl	kid		n.	
583	Limbu	mɛndaʔsikkiʔ	leash or rope to tie up a goat to a post or tree.		n.	
584	Limbu	mɛNmaʔ, -mɛks-/-mɛN-	to 'have done it again' (sarcastic)		vt.	
585	Limbu	mɛnnuba	bad.		adj.	
586	Limbu	mɛpmaʔ, -mɛtt-/-mɛt-/-mɛʔl	1) tell someone, say to someone (takes animate patient, except in the expression kON-in pe:ni-ba:n-lam hɛn mɛ-mɛtt-u (this-ABS Nepali-language-via what nsAS-sayуto-3P) What do they say to this in Nepali, i.e. What do they call this in Nepali?  2) do unto someone; commit; 3) observe (viz. a practice); 4) imʔim mɛpmaʔ  vt., wink at someone; 5) iNdo: mɛpmaʔ, n. + vt., afflict someone with an illness; 6) pho:N mɛpmaʔ kick someone; 7) apply (eg. sidha 'medicine'); 8) tho:waN yo:waN mɛpmaʔ suffer from dysentery, have to vomit and excrete diarrhoea simultaneously; 9) la:tthaʔ mɛpmaʔ (used impersonally) get better, recuperate; 10) pa:n mɛpmaʔ scold, attack (verbally), demand an explanation.		vt.	866
587	Limbu	mǝʔra	mouth.		n.	
588	Limbu	mǝʔrasik	upper lip.		n.	
589	Limbu	mǝʔrawase:	lip.		n.	
590	Limbu	mǝna	man, person.		n.	620
591	Limbu	mǝna-nu	nipple, breast		n.	
592	Limbu	mǝna-sidza	housefly, Musca domestica.		n.	
593	Limbu	mǝne:thikmaʔ, mǝne:-thikt-/mǝne:-thik-	mutter curses to oneself in anger, mumble invectives under one's breath.		vi.	
594	Limbu	mǝsu	1) slowly, gradually; 2) quietly		adv.	
595	Limbu	mi	tail.		n.	629
596	Limbu	mi	fire		n.	613
597	Limbu	-miʔ	sleepiness, drowsiness		n.	
598	Limbu	miʔlliN	last year		adv.	
599	Limbu	midhappu	half-burnt piece of wood, to be re-used in the next fire		n.	
600	Limbu	midikmaʔ, mi-dig-/mi-dik-	become burnt (of food which has been overheated), become charred.		vi.	
601	Limbu	pupmaʔ, -puʔr-/-put-/-puʔl	(with yo:m) experience missing someone who has died or gone far away		vi.imp.	
602	Limbu	pupmaʔ, -putt-/-put-/-puʔl	become or be mixed, mix, become or be blended, blend; be or become varicoloured, motley		vi.	744
603	Limbu	pupmaʔ, -putt-/-put-/-puʔl	1) grab, squeeze in one's hand, crumple up in one's hand, hold firmly in one's hand; 2) muṭhi pupmaʔ make a fist.		vt.	826
604	Limbu	pupmaʔ, -putt-/-put-/-puʔl	sift, strain, filter		vt.	
605	Limbu	pusaʔl	fledgeling, birdie; small bird (eg. hummingbird or small passerine bird)		n.	
606	Limbu	putthuNwa	foam, suds, lather, froth.		n.	825
607	Limbu	pyaʔl	cricket.		n.	
608	Limbu	pyak	slap		onomatopoeia	685
609	Limbu	pyaNsi	field, terrace (in slope farming).		n.	
610	Limbu	raN	colour.		n.	
611	Limbu	rǝcǝ				
612	Limbu	-rɔk				
613	Limbu	rɔ, rǝ, lǝ				
614	Limbu	rumaʔl	cloth, towel, handkerchief.		n.	
615	Limbu	rupi	dark grey yellow-billed passerine bird with bands of white-on-crimson dots, often seen roosting on livestock and feeding on their parasites.		n.	
616	Limbu	sa	meat.		n.	249
617	Limbu	-saʔ			emph.sf.	
618	Limbu	saʔiʔl	a large type of saNgatra (q.v.), the thick spongy peel of which is edible.		n.	
619	Limbu	saʔ, sa-	I) child, offspring (saʔl in compounds: ko:co:saʔl, luNsaʔl, mɛndaʔsaʔl, myaNsaʔl, pusaʔl, phaksaʔl, waʔsaʔl)  II) (as a kinship term) 1) ego's child (son or daughter), 2) ego's brother's child (male speaking), 3) ego's sister's child (female speaking).		n.	335
620	Limbu	saʔka	emphatic part.		adv.	
621	Limbu	haNwakumaʔ, haNwa-kus-/haNwa-ku-	feel warm, feel hot		vt.imp.	
622	Limbu	haNwamaʔ, haN-was-/haN-wa-	be hot (ambient, environmental temperature); be the hot season		vi.	33
623	Limbu	ha:l thuNmaʔ				
624	Limbu	ha:maʔ, -ha:s-/-ha:-	apportion, share, distribute something		vt.	797
625	Limbu	ha:mbe:k	ginger root.		n.	
626	Limbu	ha:mha:m	aglow with warmth, warmed up		adj.adv.	
627	Limbu	ha:mmaʔ, -ha:nd-/-ha:n-	burn (bǝtti lamp, or an object in a fire)		vt.	41
628	Limbu	ha:mmaʔ, -ha:ps-/-ha:m-	cause someone to cry, make someone cry.		vt.	
629	Limbu	ha:Ngu	steam, vapour.		n.	
630	Limbu	ha:Nmaʔ, -ha:Nd-/-ha:N-	taste spicy hot.		vi.	40
631	Limbu	ha:pmaʔ, -ha:b-/-ha:p-	weep, cry		vi.	57
632	Limbu	ha:pmaʔ, -ha:pt-/-ha:p-	mourn.		vt.	
633	Limbu	ha:rundi	root of the plant Curcuma longa, i.e. curcuma, turmeric		n.	
634	Limbu	ha:tmaʔ, -ha:tt-/-ha:t-/-ha:ʔl	deal, portion out to, distribute amongst, share between		vt.	
635	Limbu	hapcyaNge:n	trousers.		n.	
636	Limbu	haphta	week.		n.	
637	Limbu	hapla	any fermenting substance contained in a phurluN or lumbhuʔl, eg. leavened canɔkwa which is ripening into sɔNaʔ in a phurluN or lumbhuʔl, cooked cɛmbi ripening into cɛmghik in a phurluN.		n.	
638	Limbu	hapmaʔ, -hapt-/-hap-	get stuck, get caught up, get hung up		vi.	
639	Limbu	hasukmaʔ, ha-sukt-/ha-suk-	be cutting, be sharp (of a knife or sickle)		vi.	
640	Limbu	he:ʔmaʔ, -he:ʔr-/-he:ʔ-	be able to		vt.	
641	Limbu	dʔrta	registration.		n.	
642	Limbu	da:ri	vide siNbe:k-mʔyuN-mudhuk.		n.	
643	Limbu	ḍasana	mattress, bedding.		n.	
644	Limbu	-dɛn	place at which		sf.	
645	Limbu	-dhak	up unto, until		allative sf.	
646	Limbu	-dhik				
647	Limbu	ḍhiki	a rice thrasher consisting of a long wooden lever pivoting on a short horizontal axle protruding from a wooden post or pylon above a stone floor. A mound-shaped stone is affixed to the underside of the lever at one end, and the lever is depressed by foot at the opposite end and released so as to lift the pounding stone and allow it to come down repeatedly on to the paddy placed in a depression in the stone floor		n.	
648	Limbu	-dik	contrastive individualizing nominal postposition		postp.	
649	Limbu	ḍo:li	palanquin.		n.	
650	Limbu	dɔi	yoghurt, curd		n.	
651	Limbu	dzanti	participants in a procession.		n.	
652	Limbu	dze:	that which.		pro.	
653	Limbu	dzhan	even more, yet more so.		adv.	
654	Limbu	-dzik	contrastive individualizing nominal postposition		postp.	
655	Limbu	dzilla	district.		n.	
656	Limbu	dzɔro:	fever		n.	
657	Limbu	dzun	that which.		pro.	
658	Limbu	dzutta	shoe		n.	
659	Limbu	e:ʔe:	separately, apart.		adv.	
660	Limbu	e:ʔmaʔ, -e:ʔr-/-e:ʔ-	bore someone, get to be too much for someone, cause someone to develop a disinterest or degouot		vt.	
661	Limbu	piʔmaʔ, -piʔr-/-piʔ-	get dented, be dented		vi.	
662	Limbu	pimmaʔ, -pind-/-pin-	jump up vertically, splash up; jump up and down		vi.	737
663	Limbu	piN				
664	Limbu	piNpiN	the game of piN 'ferris wheel' (Nep. piŋ) played during the feast of Daśai		n.	
665	Limbu	pi:maʔ, -pi:r-/-pi:-	1) give to someone, endow (patient: beneficiary, not object given); 2) allow, permit		vt.	675
666	Limbu	pi:nda	wet adobe clay.		n.	
667	Limbu	pi:Nmaʔ, -pi:ks-/-pi:N-	fall out (eg. teeth), come out, be pulled out (any long object such as nails, pen tops, pins)		vi.	
668	Limbu	pi:pmaʔ, -pi:tt-/-pi:t-/-pi:ʔl	suck		vt.	755
669	Limbu	pi:r	suffering, harm, discomfort, pain, hurt (with pi:maʔ 'to give').		n.	
670	Limbu	pi:siNmaʔ	1) exchange gifts, give to each other; 2) give each other what for, fight.		vr.	
671	Limbu	pi:tchiN	bamboo straw through which tɔNba is drunk.		n.	
672	Limbu	pipǝl	the Pīpal tree, Ficus religiosa.		n.	
