GLOSS	AMBIGUITY	COVERAGE	SOURCES
monkey		2	TBL,ZMYYC
month		2	TBL,ZMYYC
mortar		2	TBL,ZMYYC
mother-in-law		2	TBL,ZMYYC
mountain		2	GEM-CNL,ZMYYC
mule		2	TBL,ZMYYC
mushroom		2	TBL,ZMYYC
mute		2	TBL,ZMYYC
nest		2	GEM-CNL,ZMYYC
night		2	GEM-CNL,ZMYYC
nine		2	TBL,ZMYYC
nineteen		2	TBL,ZMYYC
ninety		2	TBL,ZMYYC
nit		2	TBL,ZMYYC
now		2	GEM-CNL,ZMYYC
oil		2	GEM-CNL,ZMYYC
one		2	TBL,ZMYYC
oppose		2	TBL,ZMYYC
pants / trousers		2	TBL,ZMYYC
paper		2	TBL,ZMYYC
pass by		2	GEM-CNL,ZMYYC
past, in the		2	TBL,ZMYYC
pea		2	TBL,ZMYYC
peach		2	TBL,ZMYYC
peanut		2	TBL,ZMYYC
pen		2	GEM-CNL,ZMYYC
pencil		2	TBL,ZMYYC
persimmon		2	TBL,ZMYYC
person		2	GEM-CNL,ZMYYC
pestle		2	TBL,ZMYYC
pheasant		2	TBL,ZMYYC
pick up		2	TBL,ZMYYC
pig		2	TBL,ZMYYC
pigeon		2	GEM-CNL,ZMYYC
pine		2	TBL,ZMYYC
plait		2	TBL,ZMYYC
plate		2	GEM-CNL,ZMYYC
pointed		2	TBL,ZMYYC
poison		2	GEM-CNL,ZMYYC
pond		2	TBL,ZMYYC
potato		2	TBL,ZMYYC
press		2	GEM-CNL,ZMYYC
price		2	GEM-CNL,ZMYYC
protect		2	TBL,ZMYYC
pull		2	GEM-CNL,ZMYYC
pus		2	TBL,ZMYYC
push		2	GEM-CNL,ZMYYC
rabbit		2	TBL,ZMYYC
remember		2	TBL,ZMYYC
rest		2	TBL,ZMYYC
return	v,vt	2	TBL,ZMYYC
rice (uncooked)		2	GEM-CNL,ZMYYC
right		2	TBL,ZMYYC
right / correct		2	TBL,ZMYYC
ring		2	TBL,ZMYYC
rise		2	GEM-CNL,ZMYYC
rope		2	GEM-CNL,ZMYYC
round		2	GEM-CNL,ZMYYC
saddle		2	TBL,ZMYYC
salty		2	TBL,ZMYYC
scold		2	TBL,ZMYYC
scratch		2	GEM-CNL,ZMYYC
self		2	GEM-CNL,ZMYYC
set (of the sun)		2	TBL,ZMYYC
shoot		2	GEM-CNL,ZMYYC
side		2	TBL,ZMYYC
sister (elder)		2	GEM-CNL,ZMYYC
sister (younger)		2	GEM-CNL,ZMYYC
sit		2	GEM-CNL,ZMYYC
six		2	TBL,ZMYYC
sixteen		2	TBL,ZMYYC
sixty		2	TBL,ZMYYC
sleeve		2	TBL,ZMYYC
smooth		2	GEM-CNL,ZMYYC
soap		2	TBL,ZMYYC
soldier		2	TBL,ZMYYC
son-in-law		2	TBL,ZMYYC
soul / spirit		2	TBL,ZMYYC
soup		2	TBL,ZMYYC
spring (water)		2	TBL,ZMYYC
square		2	GEM-CNL,ZMYYC
stick		2	GEM-CNL,ZMYYC
sting		2	GEM-CNL,ZMYYC
stir-fry		2	TBL,ZMYYC
stomach		2	TBL,ZMYYC
stupid		2	TBL,ZMYYC
sugarcane		2	TBL,ZMYYC
take		2	GEM-CNL,ZMYYC
taro		2	GEM-CNL,ZMYYC
teacher		2	GEM-CNL,ZMYYC
tear	n,v	2	GEM-CNL,ZMYYC
tell		2	TBL,ZMYYC
temple		2	TBL,ZMYYC
ten		2	TBL,ZMYYC
ten thousand		2	TBL,ZMYYC
thirsty		2	GEM-CNL,ZMYYC
thirteen		2	TBL,ZMYYC
thirty		2	TBL,ZMYYC
thorn		2	GEM-CNL,ZMYYC
thousand		2	TBL,ZMYYC
three		2	TBL,ZMYYC
throw		2	GEM-CNL,ZMYYC
tight		2	GEM-CNL,ZMYYC
tile		2	TBL,ZMYYC
tin		2	TBL,ZMYYC
tired		2	GEM-CNL,ZMYYC
tobacco		2	GEM-CNL,ZMYYC
tremble		2	GEM-CNL,ZMYYC
twelve		2	TBL,ZMYYC
twenty		2	TBL,ZMYYC
untie		2	GEM-CNL,ZMYYC
very		2	GEM-CNL,ZMYYC
voice		2	GEM-CNL,ZMYYC
vomit		2	GEM-CNL,ZMYYC
wake up		2	TBL,ZMYYC
want		2	GEM-CNL,ZMYYC
warm		2	TBL,ZMYYC
we		2	TBL,ZMYYC
we (inclusive)		2	TBL,ZMYYC
we two		2	GEM-CNL,ZMYYC
weave		2	GEM-CNL,ZMYYC
wedge		2	TBL,ZMYYC
what		2	TBL,ZMYYC
wheat		2	TBL,ZMYYC
where		2	TBL,ZMYYC
whip		2	TBL,ZMYYC
who		2	TBL,ZMYYC
wide		2	GEM-CNL,ZMYYC
willow		2	TBL,ZMYYC
win		2	TBL,ZMYYC
winnow		2	TBL,ZMYYC
wipe		2	GEM-CNL,ZMYYC
wither		2	TBL,ZMYYC
work / labor		2	TBL,ZMYYC
year after next		2	TBL,ZMYYC
year before last		2	TBL,ZMYYC
you (pl.)		2	TBL,ZMYYC
young man		2	GEM-CNL,ZMYYC
young woman		2	GEM-CNL,ZMYYC
I		3	GEM-CNL,TBL,ZMYYC
arm		3	GEM-CNL,TBL,ZMYYC
arrive		3	GEM-CNL,TBL,ZMYYC
arrow		3	GEM-CNL,TBL,ZMYYC
bad		3	GEM-CNL,TBL,ZMYYC
bamboo		3	GEM-CNL,TBL,ZMYYC
beard		3	GEM-CNL,TBL,ZMYYC
beautiful		3	GEM-CNL,TBL,ZMYYC
bed		3	GEM-CNL,TBL,ZMYYC
belly		3	GEM-CNL,TBL,ZMYYC
bird		3	GEM-CNL,TBL,ZMYYC
bite		3	GEM-CNL,TBL,ZMYYC
bitter		3	GEM-CNL,TBL,ZMYYC
black		3	GEM-CNL,TBL,ZMYYC
bladder		3	GEM-CNL,TBL,ZMYYC
blood		3	GEM-CNL,TBL,ZMYYC
body		3	GEM-CNL,TBL,ZMYYC
book		3	GEM-CNL,TBL,ZMYYC
bracelet		3	GEM-CNL,TBL,ZMYYC
breast		3	GEM-CNL,TBL,ZMYYC
bridge		3	GEM-CNL,TBL,ZMYYC
broom		3	GEM-CNL,TBL,ZMYYC
bud	n,nveg,v	3	GEM-CNL,TBL,ZMYYC
bull		3	GEM-CNL,TBL,ZMYYC
butterfly		3	GEM-CNL,TBL,ZMYYC
buy		3	GEM-CNL,TBL,ZMYYC
cat		3	GEM-CNL,TBL,ZMYYC
centipede		3	GEM-CNL,TBL,ZMYYC
cheap		3	GEM-CNL,TBL,ZMYYC
chest		3	GEM-CNL,TBL,ZMYYC
chicken		3	GEM-CNL,TBL,ZMYYC
child		3	GEM-CNL,TBL,ZMYYC
chin		3	GEM-CNL,TBL,ZMYYC
clean		3	GEM-CNL,TBL,ZMYYC
cloth		3	GEM-CNL,TBL,ZMYYC
cloud		3	GEM-CNL,TBL,ZMYYC
comb	n,v	3	GEM-CNL,TBL,ZMYYC
come		3	GEM-CNL,TBL,ZMYYC
copper		3	GEM-CNL,TBL,ZMYYC
cotton		3	GEM-CNL,TBL,ZMYYC
cucumber		3	GEM-CNL,TBL,ZMYYC
dance	n,v	3	GEM-CNL,TBL,ZMYYC
dark		3	GEM-CNL,TBL,ZMYYC
daughter		3	GEM-CNL,TBL,ZMYYC
deep		3	GEM-CNL,TBL,ZMYYC
dew		3	GEM-CNL,TBL,ZMYYC
die		3	GEM-CNL,TBL,ZMYYC
difficult		3	GEM-CNL,TBL,ZMYYC
dig		3	GEM-CNL,TBL,ZMYYC
dirty		3	GEM-CNL,TBL,ZMYYC
dog		3	GEM-CNL,TBL,ZMYYC
door		3	GEM-CNL,TBL,ZMYYC
dream	n,v	3	GEM-CNL,TBL,ZMYYC
drink		3	GEM-CNL,TBL,ZMYYC
drum		3	GEM-CNL,TBL,ZMYYC
dry		3	GEM-CNL,TBL,ZMYYC
duck		3	GEM-CNL,TBL,ZMYYC
ear		3	GEM-CNL,TBL,ZMYYC
early		3	GEM-CNL,TBL,ZMYYC
east		3	GEM-CNL,TBL,ZMYYC
easy		3	GEM-CNL,TBL,ZMYYC
eat		3	GEM-CNL,TBL,ZMYYC
egg		3	GEM-CNL,TBL,ZMYYC
eight		3	GEM-CNL,TBL,ZMYYC
eighteen		3	GEM-CNL,TBL,ZMYYC
eighty		3	GEM-CNL,TBL,ZMYYC
elbow		3	GEM-CNL,TBL,ZMYYC
elephant		3	GEM-CNL,TBL,ZMYYC
eleven		3	GEM-CNL,TBL,ZMYYC
eye		3	GEM-CNL,TBL,ZMYYC
face		3	GEM-CNL,TBL,ZMYYC
false		3	GEM-CNL,TBL,ZMYYC
father		3	GEM-CNL,TBL,ZMYYC
fifteen		3	GEM-CNL,TBL,ZMYYC
fifty		3	GEM-CNL,TBL,ZMYYC
fight		3	GEM-CNL,TBL,ZMYYC
finger		3	GEM-CNL,TBL,ZMYYC
fire		3	GEM-CNL,TBL,ZMYYC
first	n,num	3	GEM-CNL,TBL,ZMYYC
fish	n,v	3	GEM-CNL,TBL,ZMYYC
five		3	GEM-CNL,TBL,ZMYYC
flea		3	GEM-CNL,TBL,ZMYYC
flour		3	GEM-CNL,TBL,ZMYYC
flower	n,nveg	3	GEM-CNL,TBL,ZMYYC
fly	Nanim,n,v	3	GEM-CNL,TBL,ZMYYC
foot		3	GEM-CNL,TBL,ZMYYC
forehead		3	GEM-CNL,TBL,ZMYYC
forget		3	GEM-CNL,TBL,ZMYYC
forty		3	GEM-CNL,TBL,ZMYYC
four		3	GEM-CNL,TBL,ZMYYC
fourteen		3	GEM-CNL,TBL,ZMYYC
friend		3	GEM-CNL,TBL,ZMYYC
frog		3	GEM-CNL,TBL,ZMYYC
fruit		3	GEM-CNL,TBL,ZMYYC
full		3	GEM-CNL,TBL,ZMYYC
garlic		3	GEM-CNL,TBL,ZMYYC
ginger		3	GEM-CNL,TBL,ZMYYC
goat		3	GEM-CNL,TBL,ZMYYC
gold		3	GEM-CNL,TBL,ZMYYC
good		3	GEM-CNL,TBL,ZMYYC
grandfather		3	GEM-CNL,TBL,ZMYYC
grandmother		3	GEM-CNL,TBL,ZMYYC
grass		3	GEM-CNL,TBL,ZMYYC
green		3	GEM-CNL,TBL,ZMYYC
grow		3	GEM-CNL,TBL,ZMYYC
half		3	GEM-CNL,TBL,ZMYYC
hand		3	GEM-CNL,TBL,ZMYYC
hard		3	GEM-CNL,TBL,ZMYYC
hate		3	GEM-CNL,TBL,ZMYYC
head		3	GEM-CNL,TBL,ZMYYC
heart		3	GEM-CNL,TBL,ZMYYC
heavy		3	GEM-CNL,TBL,ZMYYC
help		3	GEM-CNL,TBL,ZMYYC
hen		3	GEM-CNL,TBL,ZMYYC
here		3	GEM-CNL,TBL,ZMYYC
hoe		3	GEM-CNL,TBL,ZMYYC
hoof		3	GEM-CNL,TBL,ZMYYC
horn		3	GEM-CNL,TBL,ZMYYC
horse		3	GEM-CNL,TBL,ZMYYC
hot		3	GEM-CNL,TBL,ZMYYC
house		3	GEM-CNL,TBL,ZMYYC
hundred		3	GEM-CNL,TBL,ZMYYC
hunt		3	GEM-CNL,TBL,ZMYYC
husband		3	GEM-CNL,TBL,ZMYYC
iron		3	GEM-CNL,TBL,ZMYYC
jump		3	GEM-CNL,TBL,ZMYYC
key		3	GEM-CNL,TBL,ZMYYC
kick		3	GEM-CNL,TBL,ZMYYC
kidney		3	GEM-CNL,TBL,ZMYYC
kill		3	GEM-CNL,TBL,ZMYYC
knife		3	GEM-CNL,TBL,ZMYYC
know		3	GEM-CNL,TBL,ZMYYC
ladder		3	GEM-CNL,TBL,ZMYYC
lake		3	GEM-CNL,TBL,ZMYYC
late		3	GEM-CNL,TBL,ZMYYC
lazy		3	GEM-CNL,TBL,ZMYYC
leaf	n,nveg	3	GEM-CNL,TBL,ZMYYC
learn		3	GEM-CNL,TBL,ZMYYC
leech		3	GEM-CNL,TBL,ZMYYC
letter		3	GEM-CNL,TBL,ZMYYC
lip		3	GEM-CNL,TBL,ZMYYC
listen		3	GEM-CNL,TBL,ZMYYC
liver		3	GEM-CNL,TBL,ZMYYC
long		3	GEM-CNL,TBL,ZMYYC
loom		3	GEM-CNL,TBL,ZMYYC
louse		3	GEM-CNL,TBL,ZMYYC
mat		3	GEM-CNL,TBL,ZMYYC
middle		3	GEM-CNL,TBL,ZMYYC
milk	n,v	3	GEM-CNL,TBL,ZMYYC
money		3	GEM-CNL,TBL,ZMYYC
moon		3	GEM-CNL,TBL,ZMYYC
morning		3	GEM-CNL,TBL,ZMYYC
mosquito		3	GEM-CNL,TBL,ZMYYC
mother		3	GEM-CNL,TBL,ZMYYC
mouth		3	GEM-CNL,TBL,ZMYYC
mud		3	GEM-CNL,TBL,ZMYYC
name	n,vt	3	GEM-CNL,TBL,ZMYYC
narrow		3	GEM-CNL,TBL,ZMYYC
near		3	GEM-CNL,TBL,ZMYYC
neck		3	GEM-CNL,TBL,ZMYYC
needle		3	GEM-CNL,TBL,ZMYYC
new		3	GEM-CNL,TBL,ZMYYC
noon		3	GEM-CNL,TBL,ZMYYC
north		3	GEM-CNL,TBL,ZMYYC
nose		3	GEM-CNL,TBL,ZMYYC
old man		3	GEM-CNL,TBL,ZMYYC
otter		3	GEM-CNL,TBL,ZMYYC
outside		3	GEM-CNL,TBL,ZMYYC
pillow		3	GEM-CNL,TBL,ZMYYC
poor		3	GEM-CNL,TBL,ZMYYC
pumpkin		3	GEM-CNL,TBL,ZMYYC
rain	n,v	3	GEM-CNL,TBL,ZMYYC
rainbow		3	GEM-CNL,TBL,ZMYYC
rake	n,v	3	GEM-CNL,TBL,ZMYYC
read		3	GEM-CNL,TBL,ZMYYC
red		3	GEM-CNL,TBL,ZMYYC
rice (cooked)		3	GEM-CNL,TBL,ZMYYC
rich		3	GEM-CNL,TBL,ZMYYC
river		3	GEM-CNL,TBL,ZMYYC
root	n,nveg	3	GEM-CNL,TBL,ZMYYC
run		3	GEM-CNL,TBL,ZMYYC
rust	n,v	3	GEM-CNL,TBL,ZMYYC
salt		3	GEM-CNL,TBL,ZMYYC
sand		3	GEM-CNL,TBL,ZMYYC
saw	n,v	3	GEM-CNL,TBL,ZMYYC
scissors		3	GEM-CNL,TBL,ZMYYC
sea		3	GEM-CNL,TBL,ZMYYC
see	n,v	3	GEM-CNL,TBL,ZMYYC
seed		3	GEM-CNL,TBL,ZMYYC
sell		3	GEM-CNL,TBL,ZMYYC
seven		3	GEM-CNL,TBL,ZMYYC
seventeen		3	GEM-CNL,TBL,ZMYYC
seventy		3	GEM-CNL,TBL,ZMYYC
shadow		3	GEM-CNL,TBL,ZMYYC
shallow		3	GEM-CNL,TBL,ZMYYC
sharp		3	GEM-CNL,TBL,ZMYYC
sheep		3	GEM-CNL,TBL,ZMYYC
shoe		3	GEM-CNL,TBL,ZMYYC
short		3	GEM-CNL,TBL,ZMYYC
shoulder	n,v	3	GEM-CNL,TBL,ZMYYC
sickle		3	GEM-CNL,TBL,ZMYYC
silver		3	GEM-CNL,TBL,ZMYYC
sing		3	GEM-CNL,TBL,ZMYYC
skin		3	GEM-CNL,TBL,ZMYYC
skirt		3	GEM-CNL,TBL,ZMYYC
sky		3	GEM-CNL,TBL,ZMYYC
sleep		3	GEM-CNL,TBL,ZMYYC
slow		3	GEM-CNL,TBL,ZMYYC
small		3	GEM-CNL,TBL,ZMYYC
smell		3	GEM-CNL,TBL,ZMYYC
smoke		3	GEM-CNL,TBL,ZMYYC
snake		3	GEM-CNL,TBL,ZMYYC
snow		3	GEM-CNL,TBL,ZMYYC
soft		3	GEM-CNL,TBL,ZMYYC
son		3	GEM-CNL,TBL,ZMYYC
song		3	GEM-CNL,TBL,ZMYYC
sour		3	GEM-CNL,TBL,ZMYYC
south		3	GEM-CNL,TBL,ZMYYC
sparrow		3	GEM-CNL,TBL,ZMYYC
spider		3	GEM-CNL,TBL,ZMYYC
spit		3	GEM-CNL,TBL,ZMYYC
stand		3	GEM-CNL,TBL,ZMYYC
star		3	GEM-CNL,TBL,ZMYYC
steal		3	GEM-CNL,TBL,ZMYYC
straight		3	GEM-CNL,TBL,ZMYYC
sugar		3	GEM-CNL,TBL,ZMYYC
summer		3	GEM-CNL,TBL,ZMYYC
sun		3	GEM-CNL,TBL,ZMYYC
swallow	n,v,vi,vt	3	GEM-CNL,TBL,ZMYYC
sweat		3	GEM-CNL,TBL,ZMYYC
sweep		3	GEM-CNL,TBL,ZMYYC
sweet		3	GEM-CNL,TBL,ZMYYC
table		3	GEM-CNL,TBL,ZMYYC
tail		3	GEM-CNL,TBL,ZMYYC
teach		3	GEM-CNL,TBL,ZMYYC
that	adj,dem	3	GEM-CNL,TBL,ZMYYC
there		3	GEM-CNL,TBL,ZMYYC
they		3	GEM-CNL,TBL,ZMYYC
they two		3	GEM-CNL,TBL,ZMYYC
thick		3	GEM-CNL,TBL,ZMYYC
thigh		3	GEM-CNL,TBL,ZMYYC
thin		3	GEM-CNL,TBL,ZMYYC
thing		3	GEM-CNL,TBL,ZMYYC
think		3	GEM-CNL,TBL,ZMYYC
this	adj,dem	3	GEM-CNL,TBL,ZMYYC
thread		3	GEM-CNL,TBL,ZMYYC
throat		3	GEM-CNL,TBL,ZMYYC
thunder	n,v	3	GEM-CNL,TBL,ZMYYC
tiger		3	GEM-CNL,TBL,ZMYYC
time		3	GEM-CNL,TBL,ZMYYC
today		3	GEM-CNL,TBL,ZMYYC
tomorrow		3	GEM-CNL,TBL,ZMYYC
tongue		3	GEM-CNL,TBL,ZMYYC
tooth		3	GEM-CNL,TBL,ZMYYC
tree		3	GEM-CNL,TBL,ZMYYC
true		3	GEM-CNL,TBL,ZMYYC
two		3	GEM-CNL,TBL,ZMYYC
ugly		3	GEM-CNL,TBL,ZMYYC
understand		3	GEM-CNL,TBL,ZMYYC
urine		3	GEM-CNL,TBL,ZMYYC
use		3	GEM-CNL,TBL,ZMYYC
vegetable		3	GEM-CNL,TBL,ZMYYC
village		3	GEM-CNL,TBL,ZMYYC
waist		3	GEM-CNL,TBL,ZMYYC
wait		3	GEM-CNL,TBL,ZMYYC
walk		3	GEM-CNL,TBL,ZMYYC
wall		3	GEM-CNL,TBL,ZMYYC
wash (clothes)		3	GEM-CNL,TBL,ZMYYC
water	n,v	3	GEM-CNL,TBL,ZMYYC
well		3	GEM-CNL,TBL,ZMYYC
west		3	GEM-CNL,TBL,ZMYYC
wet		3	GEM-CNL,TBL,ZMYYC
white		3	GEM-CNL,TBL,ZMYYC
wife		3	GEM-CNL,TBL,ZMYYC
wind		3	GEM-CNL,TBL,ZMYYC
window		3	GEM-CNL,TBL,ZMYYC
wing		3	GEM-CNL,TBL,ZMYYC
winter		3	GEM-CNL,TBL,ZMYYC
wolf		3	GEM-CNL,TBL,ZMYYC
woman		3	GEM-CNL,TBL,ZMYYC
wrap		3	GEM-CNL,TBL,ZMYYC
write		3	GEM-CNL,TBL,ZMYYC
year		3	GEM-CNL,TBL,ZMYYC
yellow		3	GEM-CNL,TBL,ZMYYC
yesterday		3	GEM-CNL,TBL,ZMYYC
yoke		3	GEM-CNL,TBL,ZMYYC
you two		3	GEM-CNL,TBL,ZMYYC
young		3	GEM-CNL,TBL,ZMYYC
