ID	rn	reflex	GLOSS	x	srcabbr	lgid	language	srcid
2161	467310	pe-cha	owl (n)		RB-LMMG	1945	Garo (Bangladesh)	4.43-II:idx
2162	467311	pe-chu	crop of bird (n)		RB-LMMG	1945	Garo (Bangladesh)	4.471-II:idx
2163	467312	pe•-e a-gan-a	explain (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.34-II:idx
2164	467313	pek-a	intoxicated; surfeited (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.48-II:idx
2165	467314	pel-a	flat (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.311-II:idx
2166	467315	pel-dal-a	wide (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.211-II:idx
2167	467316	pel-deng-a	flat (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.311-II:idx
2168	467317	pel-dep-a	flat (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.311-II:idx
2169	467318	peng•-a	block; hinder; obstruct; prevent; protect (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.77-II:idx
2170	467319	peng•-chak-a	defend (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.36-II:idx
2171	467320	pe-pe	papaya (n)		RB-LMMG	1945	Garo (Bangladesh)	5.22-II:idx
2172	467321	pe•-prak-e a-gan-a	explain (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.34-II:idx
2173	467322	pe-ti-kot	undergarment (n)		RB-LMMG	1945	Garo (Bangladesh)	6.526-II:idx
2174	467323	pet-ta-rong	naked (adv)		RB-LMMG	1945	Garo (Bangladesh)	6.552-II:idx
2175	467324	pe•-wak-a	destroy (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.284-II:idx
2176	467325	pik-a	pluck; pull out (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.572-II:idx
2177	467326	pil-	coins (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.38-II:idx
2178	467327	pil•-a	again; come back; go back; return; transform (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.315-II:idx
2179	467328	pil-ip-pil-ap nik-rik-a	glimpse (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.512-II:idx
2180	467329	pil-ip-pil-ip	flutter (adv)		RB-LMMG	1945	Garo (Bangladesh)	9.216-II:idx
2181	467330	pil•-tai-a	repeat (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.71-II:idx
2182	467331	pin-a	cover with; spread (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.62-II:idx
2183	467332	-pin-ek-	crush (aa)		RB-LMMG	1945	Garo (Bangladesh)	9.578-II:idx
2184	467333	pin-ek-a	crush (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.578-II:idx
2185	467334	ping-a	bloated; swollen (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.956-II:idx
2186	467335	ping-pang	morning star (n)		RB-LMMG	1945	Garo (Bangladesh)	4.212-II:idx
2187	467336	pin-ik-a	point to; show (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.516-II:idx
2188	467337	pin-ji-ra	cage (n)		RB-LMMG	1945	Garo (Bangladesh)	5.852-II:idx
2189	467338	pi-pi	whistle (n)		RB-LMMG	1945	Garo (Bangladesh)	8.85-II:idx
2190	467339	pi•-sa	child; interest, monetary; young (n)		RB-LMMG	1945	Garo (Bangladesh)	6.822-II:idx
2191	467340	pit-a	chop; split (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.573-II:idx
2192	467341	-pit-chi	just; only (pvs)		RB-LMMG	1945	Garo (Bangladesh)	3.344-II:idx
2193	467342	pi-tol	brass (n)		RB-LMMG	1945	Garo (Bangladesh)	5.88-II:idx
2194	467343	poi-la	first (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.3801-II:idx
2195	467344	poi-sa	coins (n)		RB-LMMG	1945	Garo (Bangladesh)	8.447-II:idx
2196	467345	po-liis	police (n)		RB-LMMG	1945	Garo (Bangladesh)	8.12-II:idx
2197	467346	pong	gourd ladle; ladle (n)		RB-LMMG	1945	Garo (Bangladesh)	5.438-II:idx
2198	467347	pong-	cylindrical things (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.32-II:idx
2199	467348	po-ra	lesson (n)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
2200	467349	po-rai-a	teach (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.6-II:idx
2201	467350	po-re	after (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.12-II:idx
2202	467351	po-res-tar	forester (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
2203	467352	po-ri-a	read; study (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
2204	467353	po-ri-bar	family (n)		RB-LMMG	1945	Garo (Bangladesh)	6.657-II:idx
2205	467354	po-ri-ka	examination; test (n)		RB-LMMG	1945	Garo (Bangladesh)	8.6-II:idx
2206	467355	po-ri-skar	clean (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.714-II:idx
2207	467356	po-sak	clothing; garments (n)		RB-LMMG	1945	Garo (Bangladesh)	6.521-II:idx
2208	467357	pos-chiim	west (n)		RB-LMMG	1945	Garo (Bangladesh)	4.218-II:idx
2209	467358	pot-a	insert; tuck in (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.53-II:idx
2210	467359	pot-a	accuse; claim (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.36-II:idx
2211	467360	prai	almost; approximately (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.348-II:idx
2212	467361	prak-e-pruk-e	carelessly (adv)		RB-LMMG	1945	Garo (Bangladesh)	7.14-II:idx
2213	467362	prak-prak	continuously; loud; noisy (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.71-II:idx
2214	467363	prap	banyan (n)		RB-LMMG	1945	Garo (Bangladesh)	4.632-II:idx
2215	467364	pra-to-na	prayer (n)		RB-LMMG	1945	Garo (Bangladesh)	8.564-II:idx
2216	467365	pret-a	burst (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.284-II:idx
2217	467366	pri-pri	pieces (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.347-II:idx
2218	467367	prok	dress (n)		RB-LMMG	1945	Garo (Bangladesh)	6.526-II:idx
2219	467368	prong-a	fly about (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.216-II:idx
2220	467369	pro-tom	first (n)		RB-LMMG	1945	Garo (Bangladesh)	3.3801-II:idx
2221	467370	pru-a	pierce (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.571-II:idx
2222	467371	pu-a	pour; sprinkle (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
2223	467372	pui-ta	rabbit (n)		RB-LMMG	1945	Garo (Bangladesh)	4.419-II:idx
2224	467373	pu-kur	tank (n)		RB-LMMG	1945	Garo (Bangladesh)	4.253-II:idx
2225	467374	pul	flower (n)		RB-LMMG	1945	Garo (Bangladesh)	4.676-II:idx
2226	467375	pul-ko-pi	cauliflower (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
2227	467376	pul-pen	long pants; pants (n)		RB-LMMG	1945	Garo (Bangladesh)	6.527-II:idx
2228	467377	pup	east (n)		RB-LMMG	1945	Garo (Bangladesh)	4.218-II:idx
2229	467378	pu-ta-	drops; spots (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.37-II:idx
2230	467379	ra•-a	borrow; bring; get; receive; take (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.519-II:idx
2231	467380	ra•-ang-a	take (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.519-II:idx
2232	467381	ra•-ba-a	bring (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.519-II:idx
2233	467382	ra•-chak-a	accept; catch; follow orders; obey; receive (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2234	467383	ra•-chak-grik-e a-gan-a	dialogue (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.32-II:idx
2235	467384	ra•-chap-a	take along (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.519-II:idx
2236	467385	ra•-e	including; taking account (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.346-II:idx
2237	467386	ra•-gat-a	adopt (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.657-II:idx
2238	467387	rai-song-pa	show off (n)		RB-LMMG	1945	Garo (Bangladesh)	7.748-II:idx
2239	467388	ra-ja-has	goose (n)		RB-LMMG	1945	Garo (Bangladesh)	5.35-II:idx
2240	467389	rak-a	difficult; expensive; fast; hard; strong; tough (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.664-II:idx
2241	467390	rak-a-si	meteor; shooting star (n)		RB-LMMG	1945	Garo (Bangladesh)	4.212-II:idx
2242	467391	rak-ki-a	care for; keep; maintain (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.73-II:idx
2243	467392	rak-rak-a	tapping (vi)		RB-LMMG	1945	Garo (Bangladesh)	0.5-II:idx
2244	467393	-ram	place (dns)		RB-LMMG	1945	Garo (Bangladesh)	0.16-II:idx
2245	467394	ra-ma	means; path; road; way (n)		RB-LMMG	1945	Garo (Bangladesh)	5.646-II:idx
2246	467395	ram-a	dry (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.272-II:idx
2247	467396	ra-ma a•-sol-sol	slope (nph)		RB-LMMG	1945	Garo (Bangladesh)	4.232-II:idx
2248	467397	ram-ram	normal; ordinary; usual (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.44-II:idx
2249	467398	ran•-a	dry; thirsty (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.272-II:idx
2250	467399	ran-a	growl; roar (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.476-II:idx
2251	467400	ran-a	kitchen (n)		RB-LMMG	1945	Garo (Bangladesh)	5.622-II:idx
2252	467401	ran•-chok-a	scrawny; thin (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.46-II:idx
2253	467402	ran-da	widower (n)		RB-LMMG	1945	Garo (Bangladesh)	6.64-II:idx
2254	467403	ran-di	widow (n)		RB-LMMG	1945	Garo (Bangladesh)	6.64-II:idx
2255	467404	rang	gong (n)		RB-LMMG	1945	Garo (Bangladesh)	8.85-II:idx
2256	467405	-rang	plural (ns)		RB-LMMG	1945	Garo (Bangladesh)	0.11-II:idx
2257	467406	rang•-	times (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.31-II:idx
2258	467407	rang•-du-a	breathe deeply (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.45-II:idx
2259	467408	rang-gol	langur; monkey (n)		RB-LMMG	1945	Garo (Bangladesh)	4.418-II:idx
2260	467409	rang•-ra-a	belch (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.44-II:idx
2261	467410	rang•-sip-it-a	breathe (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.45-II:idx
2262	467411	rang-tal	dish; plate (n)		RB-LMMG	1945	Garo (Bangladesh)	5.434-II:idx
2263	467412	-ra-ra	lots (ns)		RB-LMMG	1945	Garo (Bangladesh)	0.11-II:idx
2264	467413	ra•-rik-a	care for; keep (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2265	467414	ra•-ron-a	unload (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.511-II:idx
2266	467415	ra-si-ra-wak dak-a	show off (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.745-II:idx
2267	467416	ra-song	fortune; glory; praise; pride (n)		RB-LMMG	1945	Garo (Bangladesh)	7.748-II:idx
2268	467417	ra-song-si-si dak-a	boastful (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.745-II:idx
2269	467418	ra-sot-a	kill with knife (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.79-II:idx
2270	467419	ras-ta	road (n)		RB-LMMG	1945	Garo (Bangladesh)	5.646-II:idx
2271	467420	rat-a	cut; cut by slicing (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.573-II:idx
2272	467421	rau	squash (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
2273	467422	re	cane (n)		RB-LMMG	1945	Garo (Bangladesh)	4.655-II:idx
2274	467423	re•-a	come; go (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.312-II:idx
2275	467424	re•-am-a	roam; walk; wander (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.319-II:idx
2276	467425	re•-ang-a	go (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.312-II:idx
2277	467426	re•-ba-a	come (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.312-II:idx
2278	467427	re•-el-a	bore hole (vt)		RB-LMMG	1945	Garo (Bangladesh)	2.38-II:idx
2279	467428	re-jil-a	joke; tease (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.26-II:idx
2280	467429	re•-king	skirt (n)		RB-LMMG	1945	Garo (Bangladesh)	6.526-II:idx
2281	467430	rek-ka	paper (n)		RB-LMMG	1945	Garo (Bangladesh)	5.88-II:idx
2282	467431	re-kot	records (n)		RB-LMMG	1945	Garo (Bangladesh)	5.12-II:idx
2283	467432	rek-rek-a	shake; wag (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.515-II:idx
2284	467433	rem-bu-a	shake (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.515-II:idx
2285	467434	rem-rem-a	blinking (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.96-II:idx
2286	467435	reng-rim-it	yellowish (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.532-II:idx
2287	467436	reng-si	worm (n)		RB-LMMG	1945	Garo (Bangladesh)	4.467-II:idx
2288	467437	reng-si	needle (n)		RB-LMMG	1945	Garo (Bangladesh)	6.598-II:idx
2289	467438	reng-ti	loin cloth (n)		RB-LMMG	1945	Garo (Bangladesh)	6.527-II:idx
2290	467439	ren-jar	ranger (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
2291	467440	rep-a	eight anna coin; half taka coin (n)		RB-LMMG	1945	Garo (Bangladesh)	8.447-II:idx
2292	467441	rep-a	carve surface; peel (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.573-II:idx
2293	467442	re•-ping-grik-a	pass (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.317-II:idx
2294	467443	rep-pi-a	plaster; smear (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.556-II:idx
2295	467444	re•-sek-a	pass (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.317-II:idx
2296	467445	re•-tong-tang-a	short cut (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.319-II:idx
2297	467446	re-wa-a	dirty; soiled; spotted (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.716-II:idx
2298	467447	re-wa-se-wa	filthy; spoiled (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.716-II:idx
2299	467448	ri-gong	penis (n)		RB-LMMG	1945	Garo (Bangladesh)	6.249-II:idx
2300	467449	riik-sa	rickshaw (n)		RB-LMMG	1945	Garo (Bangladesh)	5.86-II:idx
2301	467450	riin	loan (n)		RB-LMMG	1945	Garo (Bangladesh)	8.446-II:idx
2302	467451	rik-a	chase away; drive away (vt)		RB-LMMG	1945	Garo (Bangladesh)	4.49-II:idx
2303	467452	rik-a	build (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.631-II:idx
2304	467453	rik-a	spin (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.598-II:idx
2305	467454	rik-a-a	collect; pile (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.535-II:idx
2306	467455	rik-en-rik-en	wrinkles (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.662-II:idx
2307	467456	rik-i	top (n)		RB-LMMG	1945	Garo (Bangladesh)	2.11-II:idx
2308	467457	rik-ing	border; edge (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
2309	467458	rik-kap-rik-kap	bumpy; rough (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.662-II:idx
2310	467459	rik-king-rik-king	disorderly; scattered (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.718-II:idx
2311	467460	rik-ki-rik-kot	rough; uneven (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.662-II:idx
2312	467461	rik-kit	each; every (n)		RB-LMMG	1945	Garo (Bangladesh)	3.35-II:idx
2313	467462	rik-kit-a	scrape off (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.557-II:idx
2314	467463	rik-kit-rik-kit	everything (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.343-II:idx
2315	467464	rik-ong	bank; border; edge (n)		RB-LMMG	1945	Garo (Bangladesh)	2.11-II:idx
2316	467465	rik-pa-a	follow (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.328-II:idx
2317	467466	rik-pak-a	drive away (vt)		RB-LMMG	1945	Garo (Bangladesh)	4.49-II:idx
2318	467467	rik-rak-a	reflect; shine (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.556-II:idx
2319	467468	rik-rik-rak-rak	restless; wiggly (adv)		RB-LMMG	1945	Garo (Bangladesh)	9.324-II:idx
2320	467469	ri-ku-chil	foreskin (n)		RB-LMMG	1945	Garo (Bangladesh)	6.249-II:idx
2321	467470	rim•-a	capture; catch; grab; handle; hold; touch (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2322	467471	rim-a	bring; take (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.519-II:idx
2323	467472	rim-a-rim-a	blurred; unclear (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.54-II:idx
2324	467473	rim•-chak-a	catch; receive (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2325	467474	rim•-chak-ra	handle (n)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2326	467475	rim•-dang-a	disturbed; interrupted (vph)		RB-LMMG	1945	Garo (Bangladesh)	8.433-II:idx
2327	467476	rim•-e ni-a	feel (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.64-II:idx
2328	467477	ri-met	semen (n)		RB-LMMG	1945	Garo (Bangladesh)	6.29-II:idx
2329	467478	rim-il-a	slippery; smooth (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.662-II:idx
2330	467479	rim-it	yellow (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.532-II:idx
2331	467480	rim-it-rim-it dak-a	yellowish (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.532-II:idx
2332	467481	rim•-jret-a	squeeze (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2333	467482	rim•-min-ek-a	squash (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2334	467483	rim-ol	pestle; pounding pole (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
2335	467484	rim•-pin-ek-a	crush (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.578-II:idx
2336	467485	rim-rik-a	hold back (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
2337	467486	rim•-rok-a	massage; pet; rub; soothe (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.554-II:idx
2338	467487	rim•-sik-ok-a	let go (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.54-II:idx
2339	467488	rim•-sret-a	stroke (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.46-II:idx
2340	467489	rim•-tat-a	capture bridegroom (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.651-II:idx
2341	467490	ring	boat (n)		RB-LMMG	1945	Garo (Bangladesh)	5.86-II:idx
2342	467491	-ring-	on time (aa)		RB-LMMG	1945	Garo (Bangladesh)	2.51-II:idx
2343	467492	ring•-a	sing (n)		RB-LMMG	1945	Garo (Bangladesh)	8.83-II:idx
2344	467493	ring-a	drink; smoke (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.474-II:idx
2345	467494	ring-e ni-a	taste (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.682-II:idx
2346	467495	ring-gam-a	call; call out (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.18-II:idx
2347	467496	ring-gil-a	root (vt)		RB-LMMG	1945	Garo (Bangladesh)	4.487-II:idx
2348	467497	ring-kong	feeding trough (n)		RB-LMMG	1945	Garo (Bangladesh)	5.835-II:idx
2349	467498	ring-rang-ga-rang	shaky; wobbly (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.23-II:idx
2350	467499	ring-rang-ga-rang	flicker; shaky (adv)		RB-LMMG	1945	Garo (Bangladesh)	9.324-II:idx
2351	467500	ring-reng-a	rock; wiggle (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.218-II:idx
2352	467501	ring-ri-a	dangle; hang (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.255-II:idx
2353	467502	ring-srip-a	slurp (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.474-II:idx
2354	467503	rin-ok-a	smooth (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.664-II:idx
2355	467504	rip-a	dive; flood; rub; sink (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.279-II:idx
2356	467505	rip-ak-rip-ak	quickly (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.726-II:idx
2357	467506	rip-eng-dam-beng	disorderly; inconsistent (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.718-II:idx
2358	467507	rip-ing-rip-ang	disorderly (adv)		RB-LMMG	1945	Garo (Bangladesh)	7.13-II:idx
2359	467508	rip-om-a	swell up (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.956-II:idx
2360	467509	rip-on-chi	dew (n)		RB-LMMG	1945	Garo (Bangladesh)	4.329-II:idx
2361	467510	ri•-rau-a	flash (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.344-II:idx
2362	467511	ri-sim-ang	pubic hair, male (n)		RB-LMMG	1945	Garo (Bangladesh)	6.25-II:idx
2363	467512	ri-sip-il	testicle (n)		RB-LMMG	1945	Garo (Bangladesh)	6.249-II:idx
2364	467513	ri-sip-il gin-ang	uncastrated (n)		RB-LMMG	1945	Garo (Bangladesh)	4.49-II:idx
2365	467514	rit-a	boil (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
2366	467515	rit-am-a	trim (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.573-II:idx
2367	467516	rit-cha-sa	hundred (num)		RB-LMMG	1945	Garo (Bangladesh)	3.3799-II:idx
2368	467517	rit-chu-a	attach; join (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.63-II:idx
2369	467518	rit-dang-ban-dang	disorderly; unsystematically (adv)		RB-LMMG	1945	Garo (Bangladesh)	8.32-II:idx
2370	467519	ro•-a	long (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.213-II:idx
2371	467520	ro-a	mate (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.482-II:idx
2372	467521	ro-a	rice seedling; seedling, rice (n)		RB-LMMG	1945	Garo (Bangladesh)	5.25-II:idx
2373	467522	ro-a	dance (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.83-II:idx
2374	467523	ro-am-a	stroll; wander (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.319-II:idx
2375	467524	ro-ar pam	pump; rower pump (n)		RB-LMMG	1945	Garo (Bangladesh)	5.838-II:idx
2376	467525	rok	tendons; veins (n)		RB-LMMG	1945	Garo (Bangladesh)	6.233-II:idx
2377	467526	rok-a	scrape; shave (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.557-II:idx
2378	467527	ro-kom	kind; type; variety (n)		RB-LMMG	1945	Garo (Bangladesh)	3.437-II:idx
2379	467528	ro-kom-	kinds; varieties (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.31-II:idx
2380	467529	rok-rak-a	loose (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.23-II:idx
2381	467530	rok-rek-a	loosen (vt)		RB-LMMG	1945	Garo (Bangladesh)	2.23-II:idx
2382	467531	ron•-a	give; put (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.72-II:idx
2383	467532	ron•-chak-a	contribute; give help (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.73-II:idx
2384	467533	rong	color (n)		RB-LMMG	1945	Garo (Bangladesh)	3.539-II:idx
2385	467534	rong-	round things (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.32-II:idx
2386	467535	rong-chon-a	small (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.211-II:idx
2387	467536	rong-dal-a	big; growing (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.211-II:idx
2388	467537	rong-dik	storage pot (n)		RB-LMMG	1945	Garo (Bangladesh)	5.432-II:idx
2389	467538	rong-kal-a	fool around; joke; tease (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.26-II:idx
2390	467539	rong•-kat-a	take out (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.572-II:idx
2391	467540	rong-reng-a	shake head (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.41-II:idx
2392	467541	rong-ret-a	inconsistent (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.319-II:idx
2393	467542	rong-tal-gip-a	holy spirit (n)		RB-LMMG	1945	Garo (Bangladesh)	8.54-II:idx
2394	467543	rong•-te	rock; stone (n)		RB-LMMG	1945	Garo (Bangladesh)	4.244-II:idx
2395	467544	ro•-on-a	remove (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.511-II:idx
2396	467545	ro•-op-a	flatten (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.956-II:idx
2397	467546	ro•-rek-a	long (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.312-II:idx
2398	467547	ro•-ring-ro•-ring	stringy (adv)		RB-LMMG	1945	Garo (Bangladesh)	9.257-II:idx
2399	467548	ro-rot-a	cackle (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.476-II:idx
2400	467549	ro-|sun gip-bok	garlic (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
2401	467550	ro-sun git-chak	onion (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
2402	467551	rot-a-rang-tal	dishes (n)		RB-LMMG	1945	Garo (Bangladesh)	5.434-II:idx
2403	467552	ro-ti	bread (n)		RB-LMMG	1945	Garo (Bangladesh)	5.408-II:idx
2404	467553	ru-a	axe (n)		RB-LMMG	1945	Garo (Bangladesh)	5.832-II:idx
2405	467554	ru-a	pour (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.276-II:idx
2406	467555	ru-an	winnowing tray (n)		RB-LMMG	1945	Garo (Bangladesh)	5.852-II:idx
2407	467556	ru-ang-ru-ang	homesick; lonely (adv)		RB-LMMG	1945	Garo (Bangladesh)	7.743-II:idx
2408	467557	ru-at	land leech; leech (n)		RB-LMMG	1945	Garo (Bangladesh)	4.466-II:idx
2409	467558	ru-brap-a	pour over (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.276-II:idx
2410	467559	ru-gal-a	offering (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.562-II:idx
2411	467560	ru-gek-a	filter (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.458-II:idx
2412	467561	ru-gi	patient; sick person (n)		RB-LMMG	1945	Garo (Bangladesh)	8.91-II:idx
2413	467562	ru-mal	handkerchief (n)		RB-LMMG	1945	Garo (Bangladesh)	6.521-II:idx
2414	467563	ru-|pa	silver (n)		RB-LMMG	1945	Garo (Bangladesh)	5.88-II:idx
2415	467564	ru-prak-a	pour over (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.276-II:idx
2416	467565	-ru-ra•-	back and forth (aa)		RB-LMMG	1945	Garo (Bangladesh)	9.315-II:idx
