GLOSS	AMBIGUITY	COVERAGE	SOURCES
earthquake		1	GEM-CNL
east (lit. 'sun rise place')		1	TBL
eat (meat, corn, etc.)		1	TBL
eat (rice, etc.)		1	TBL
eat rice; eat meat		1	ZMYYC
eat; eat (causative)		1	ZMYYC
eat; eat (of birds)		1	ZMYYC
eaten one's fill, have		1	TBL
eaves		1	TBL
edge		1	ZMYYC
edge / rim / margin		1	TBL
egg ("bird-egg")		1	GEM-CNL
eggplant		1	ZMYYC
eighth		1	ZMYYC
elder brother		1	TBL
elder brother (address)		1	TBL
elder brother (addressed by y. brother)		1	TBL
elder brother (addressed by y. sister)		1	TBL
elder brother (reference by y. brother)		1	TBL
elder brother (reference by y. sister)		1	TBL
elder brother (reference)		1	TBL
elder sister		1	TBL
elder sister (address by y. brother)		1	TBL
elder sister (address by y. sister)		1	TBL
elder sister (address)		1	TBL
elder sister (reference by y. brother)		1	TBL
elder sister (reference by y. sister)		1	TBL
elder sister (reference)		1	TBL
elevent		1	GEM-CNL
embrace / hug		1	TBL
embrace a child cheek to cheek		1	TBL
embroider		1	TBL
emperor		1	TBL
empty the bowels		1	TBL
enclosure		1	ZMYYC
encounter / meet		1	ZMYYC
end		1	GEM-CNL
end of a month		1	TBL
endure / be patient		1	TBL
enemy (personal)		1	ZMYYC
enemy (personal) / antagonizer		1	TBL
enough		1	GEM-CNL
enough, be		1	TBL
enter (a house)		1	TBL
enter (a house) (future)		1	TBL
enter (a house) (past)		1	TBL
envy		1	TBL
escape		1	ZMYYC
escape / run away		1	TBL
evening		1	GEM-CNL
every		1	GEM-CNL
every day		1	TBL
exist / be present		1	ZMYYC
exist / be present (of animals)		1	ZMYYC
exit		1	ZMYYC
expand / swell		1	TBL
extend / elongate		1	TBL
extinguish		1	GEM-CNL
extract (oil)		1	TBL
fabric (satin)		1	TBL
fabric (silk)		1	TBL
face (features of)		1	TBL
face (self-respect)		1	TBL
faith		1	GEM-CNL
fake (goods)		1	TBL
fall		1	GEM-CNL
fall (down)		1	ZMYYC
fall (rain)		1	TBL
fall / autumn		1	TBL
fall / tumble down		1	TBL
fall down (a house) / collapse		1	TBL
fall down (a wall) / topple		1	TBL
fall over / down		1	TBL
false (words)		1	TBL
familiar with, be / know sthg. o		1	TBL
fan (winnowing)		1	TBL
far / distant		1	TBL
farmer		1	ZMYYC
fast (adv.)		1	ZMYYC
fast (quick)		1	GEM-CNL
fat (adult pig)		1	TBL
fat (adult)		1	TBL
fat (beef)		1	ZMYYC
fat (infant)		1	TBL
fat (meat)		1	ZMYYC
fat (of people)		1	ZMYYC
fat (pig)		1	TBL
fat (pork)		1	ZMYYC
fat (young pig)		1	TBL
father (address)		1	TBL
father (ref.);father (direct)		1	ZMYYC
father (reference)		1	TBL
father(direct);father (gen'l)		1	ZMYYC
father-in-law (direct address)		1	ZMYYC
fathom		1	TBL
fathom=6 feet		1	ZMYYC
feather / plume		1	TBL
feather / plume (bird)		1	TBL
feather / plume (chicken)		1	TBL
feed	n,v	1	ZMYYC
feed (pig) / pigwash		1	TBL
feed livestock;feed child		1	ZMYYC
feed; feed child		1	ZMYYC
fell		1	GEM-CNL
fence		1	GEM-CNL
fence (bamboo / twig)		1	TBL
ferment		1	TBL
fern		1	GEM-CNL
fertilizer		1	ZMYYC
fertilizer (manure)		1	ZMYYC
fertilizer / manure		1	TBL
festival		1	TBL
fetch / draw (water)		1	TBL
fever		1	GEM-CNL
fever, have		1	TBL
few		1	GEM-CNL
few / little		1	TBL
fields (wheat etc.)		1	TBL
fields (wheat etc., slashed)		1	TBL
fierce / ferocious		1	TBL
fifth		1	ZMYYC
fig		1	GEM-CNL
fight ('mutually hit')		1	TBL
fight (of cattle)		1	ZMYYC
fight / vie for		1	TBL
fight / vie for (contend)		1	TBL
file (tool)		1	TBL
fill		1	GEM-CNL
fill (a bowl with porridge)		1	TBL
fill (a bowl with rice)		1	TBL
fill (with medicine)		1	TBL
fill (with water)		1	TBL
fill (with water) (field)		1	TBL
fill (with water) (kettle)		1	TBL
fill up (a hollow)		1	TBL
filter / strain		1	TBL
find		1	GEM-CNL
find / look for		1	TBL
fine (flour)		1	ZMYYC
finger (little)		1	TBL
finger (middle)		1	TBL
fingernail		1	ZMYYC
fingersbreadth		1	TBL
finish		1	GEM-CNL
finish / be over		1	TBL
fir		1	ZMYYC
fir (China)		1	TBL
fir (China) (high-elevation spruce)		1	TBL
fir (China) (mid-elevation 'hanging' fir)		1	TBL
fire (a shot)		1	TBL
fireplace		1	ZMYYC
fishy		1	ZMYYC
fishy-smelling		1	TBL
fist (hollow, empty)		1	TBL
fist (solid)		1	TBL
flag		1	ZMYYC
flail		1	ZMYYC
flash (of lightning)		1	ZMYYC
flat		1	GEM-CNL
flat / level(land)		1	ZMYYC
flat / shallow		1	TBL
flatland		1	TBL
flatland (grassland)		1	TBL
flesh		1	GEM-CNL
flesh / muscle		1	TBL
flight of steps		1	TBL
fling / toss		1	TBL
flint		1	TBL
flock (of sheep)		1	TBL
flood		1	GEM-CNL
floor		1	GEM-CNL
flow (of water)		1	TBL
flute (bamboo)		1	TBL
flute (bamboo, vertical)		1	TBL
flute (bamboo, vertical, of reed or rice stalks)		1	TBL
flute (bamboo,vertical)		1	TBL
flute-like instrument (Turkic)		1	ZMYYC
fly; fly in circles		1	ZMYYC
fodder		1	ZMYYC
fodder / feed (horse)		1	TBL
fold up (a quilt)		1	TBL
folksong		1	ZMYYC
food		1	GEM-CNL
foodstuff / grain		1	TBL
fool		1	GEM-CNL
fool / blockhead		1	TBL
fool / blockhead (female)		1	TBL
fool / blockhead (male)		1	TBL
foot (=1 / 3 meter)		1	TBL
foot (measure)		1	ZMYYC
force / compel		1	TBL
ford		1	GEM-CNL
foreigner		1	GEM-CNL
forgive		1	GEM-CNL
fortune / luck		1	TBL
forty (Tib. borr)		1	ZMYYC
found / located		1	TBL
foundation		1	TBL
fragrant		1	ZMYYC
fragrant (smell)		1	TBL
free (at liberty)		1	GEM-CNL
freeze (meat)		1	TBL
freeze / ice up		1	TBL
fresh		1	TBL
friend (btwn men)		1	ZMYYC
friend (female-to-female)		1	TBL
friend (male-to-male)		1	TBL
frighten / scare		1	TBL
from		1	GEM-CNL
from now on		1	ZMYYC
frostbitten, be (hand)		1	TBL
fruit (lit. 'pear peach apricot')		1	TBL
fry (cold rice)		1	TBL
full / satiated		1	ZMYYC
full / satiated (V)		1	ZMYYC
full, be / filled up		1	TBL
fungus (edible)		1	TBL
fungus (edible) (lit. 'mouse's ear')		1	TBL
fungus (edible) (lit. 'old person's ear')		1	TBL
future (near)		1	TBL
gall		1	ZMYYC
gall bladder		1	TBL
gap / crevice		1	TBL
garbage		1	ZMYYC
garbage / rubbish		1	TBL
garden		1	GEM-CNL
garden (plot)		1	TBL
gather		1	GEM-CNL
gather ( of water) / build up		1	TBL
gather (firewood)		1	TBL
gather / assemble		1	TBL
genitals (female)		1	TBL
genitals (male)		1	TBL
gentle / amiable		1	TBL
germinate / sprout		1	TBL
gesticulate		1	TBL
get / acquire		1	TBL
get / fetch		1	TBL
get / gain		1	TBL
get together, all / assemble		1	TBL
get up (out of bed)		1	TBL
ghost / demon		1	ZMYYC
ghost / spirit		1	TBL
gift / present		1	TBL
gift / present (offered as a gift)		1	TBL
gift / present (offered as tribute)		1	TBL
give (as a gift)		1	TBL
give (hand over)		1	TBL
give / send / deliver		1	ZMYYC
give / send / deliver;send guest		1	ZMYYC
give out / distribute		1	ZMYYC
give out / distribute wages		1	ZMYYC
give out / distribute;germinate		1	ZMYYC
glue / gum		1	TBL
gluttonous		1	TBL
gnaw		1	ZMYYC
gnaw / nibble		1	TBL
go (to market / a fair)		1	TBL
go / leave		1	TBL
go / leave (future)		1	TBL
go / leave (past)		1	TBL
go by (two years) / pass		1	TBL
go downstairs		1	TBL
go out (future)		1	TBL
go out (past)		1	TBL
go through (a hole)		1	ZMYYC
go up (water level) / rise		1	TBL
go upstairs		1	TBL
go upstairs (future)		1	TBL
go upstairs (past)		1	TBL
go upward		1	ZMYYC
goat (female)		1	TBL
goat (male)		1	TBL
goat / sheep (generic)		1	ZMYYC
god / deity		1	ZMYYC
god of rain / Dragon King		1	TBL
good (quality of material)		1	TBL
good (thought)		1	TBL
goods / merchandise		1	TBL
goose (wild)		1	TBL
gourd		1	GEM-CNL
grab / seize / catch		1	TBL
grain (of rice)		1	TBL
granary		1	ZMYYC
grandchild		1	GEM-CNL
grandfather (address)		1	TBL
grandfather (reference)		1	TBL
grandfather(direct);grandfathe		1	ZMYYC
grandmother (address)		1	TBL
grandmother (by marriage)		1	TBL
grandmother (direct)		1	ZMYYC
grandmother (reference)		1	TBL
grandmother (used by women of her gen.)		1	TBL
grasp (with the fingers and thumb of both hands)		1	TBL
grass (eaten by draught animals)		1	TBL
grass (long-stemmed)		1	TBL
grass (not eaten by draught animals)		1	TBL
grass (small)		1	TBL
grass (wild);cattle feed		1	ZMYYC
grave;grave mound		1	ZMYYC
graze		1	ZMYYC
greasy / oily		1	TBL
greasy / oily (food)		1	TBL
great		1	GEM-CNL
grey		1	TBL
grey (deep)		1	TBL
grey (lit. 'pigeon color')		1	TBL
grind (flour)		1	TBL
grind / pestle (medicine)		1	TBL
grip / handle		1	TBL
grip / hold		1	ZMYYC
grit one's teeth		1	TBL
ground		1	ZMYYC
ground; ground (ploughed)		1	ZMYYC
grow (a boil)		1	TBL
grow (appear)		1	TBL
grow (mature)		1	TBL
grow up		1	TBL
grow up (of animals)		1	TBL
grow up (of plants)		1	TBL
growl (of tigers)		1	TBL
growl (of wild animals)		1	TBL
grreen		1	GEM-CNL
gruel		1	ZMYYC
gruel / porridge		1	TBL
grunt (of pigs)		1	TBL
guard / defend		1	TBL
guess		1	ZMYYC
guess (a riddle)		1	TBL
guessed right, have		1	TBL
gum		1	TBL
gum (of tree)		1	GEM-CNL
gun / rifle		1	TBL
hair (of body)		1	GEM-CNL
hair (of head)		1	GEM-CNL
hair / down		1	TBL
hair / down (of yak)		1	TBL
hair / fur		1	ZMYYC
hair of head		1	ZMYYC
half;halfway		1	ZMYYC
halter / bridle		1	TBL
hammer		1	TBL
hammer (big)		1	TBL
hammer (nail in)		1	ZMYYC
hammer (small)		1	TBL
hammer in (a nail		1	TBL
hammer in (a nail)		1	TBL
hand down (to posterity)		1	TBL
handful (of rice)		1	TBL
handle (of a knife)		1	TBL
handle (specifically of a knife)		1	TBL
handspan		1	ZMYYC
hang		1	TBL
hang (object)		1	ZMYYC
hang (object) (caus.)		1	ZMYYC
hang (on the wall)		1	TBL
hang down / droop		1	TBL
happy / excited		1	TBL
hard / laborious		1	TBL
hardworking / exerting oneself		1	TBL
harvest / reap		1	TBL
harvest / reap (the ear / tassel)		1	TBL
harvest / reap (the root)		1	TBL
hat (bamboo)		1	ZMYYC
hat (men's)		1	TBL
hat (women's long-tubed hat)		1	TBL
hat / helmet		1	GEM-CNL
hat for rain		1	ZMYYC
hat, helmet		1	GEM-CNL
hatch		1	ZMYYC
hatch (v.i.); hatch (vt)		1	ZMYYC
hatch / incubate		1	TBL
have		1	ZMYYC
have (eyes)		1	TBL
have (money)		1	TBL
have, do not		1	TBL
hawk		1	GEM-CNL
he / she		1	ZMYYC
head-cloth / turban		1	TBL
head-cloth / turban (for men)		1	TBL
heal		1	GEM-CNL
healed, have (of a wound)		1	TBL
heap / stack (hay, grass)		1	TBL
hearth		1	GEM-CNL
heat up (cold rice)		1	TBL
hectare, 1 / 15 of		1	TBL
heddle		1	GEM-CNL
hedgehog		1	TBL
heel		1	GEM-CNL
heel ("foot-chicken-egg")		1	GEM-CNL
hemp		1	TBL
hen's egg		1	GEM-CNL
hiccup		1	TBL
hide (sthg.)		1	TBL
hide oneself		1	TBL
high		1	GEM-CNL
high / tall (of person's physique)		1	TBL
high / tall (of trees)		1	TBL
highway		1	ZMYYC
highway ("motor veh. road")		1	ZMYYC
hill		1	GEM-CNL
hill / mountain		1	TBL
hillside / mountain slope		1	TBL
himself / herself		1	TBL
hip		1	GEM-CNL
hire / employ		1	TBL
hire / employ (a draught animal)		1	TBL
hire / employ (a person)		1	TBL
hit		1	GEM-CNL
hit (a person)		1	TBL
hit (a person) (with a fist)		1	TBL
hit (target)		1	ZMYYC
hit / beat		1	ZMYYC
hit / beat with fist		1	ZMYYC
hit sthg on the target		1	TBL
hit, have (the target)		1	TBL
hoe (digging)		1	TBL
hoe (pointed)		1	TBL
hoe (small)		1	TBL
hoe up (weeds)		1	TBL
hold		1	GEM-CNL
hold (a pen)		1	TBL
hold (baby) in arms		1	ZMYYC
hold a meeting		1	ZMYYC
hold danglingly in the mouth		1	TBL
hold in mouth		1	ZMYYC
hold up / delay		1	TBL
hold, can		1	TBL
home		1	ZMYYC
home;home (use as M.W.)		1	ZMYYC
honest / well-behaved		1	TBL
honey		1	GEM-CNL
honeybee		1	ZMYYC
honorific surname; surname		1	ZMYYC
hoof (even number)		1	TBL
hoof (odd number)		1	TBL
hoop		1	ZMYYC
hoop (thin bamboo strips)		1	ZMYYC
hoop / band		1	TBL
hoop / band (bamboo)		1	TBL
hoop / band (iron)		1	TBL
hop		1	GEM-CNL
hope	n,v	1	GEM-CNL
horizontal (N)		1	ZMYYC
horn (woodwind)		1	TBL
horn (woodwind) (long)		1	TBL
horn (woodwind) (made of human bone)		1	TBL
horn (woodwind) (suo3na4--Mand. term)		1	TBL
hornbill		1	GEM-CNL
hornet		1	GEM-CNL
horseshoe		1	TBL
host / master		1	TBL
hot (spicy)		1	ZMYYC
hot (water)		1	TBL
hot (weather)		1	TBL
hot / spicy		1	TBL
hot season		1	ZMYYC
hound		1	TBL
household		1	TBL
how many (a small number)		1	TBL
how many (a small number) (people)		1	TBL
how many (a small number) (things)		1	TBL
how many / how much		1	TBL
how many / much		1	ZMYYC
howl (of wolves)		1	TBL
howl (of wolves) (lit. 'cry')		1	TBL
howl (of wolves) (lit. 'groan / moan')		1	TBL
huddle / curl up		1	TBL
hudnred		1	GEM-CNL
hug / hold in the arms		1	TBL
hug / hold in the arms (a child)		1	TBL
human being		1	TBL
hunchback		1	TBL
hundred million		1	ZMYYC
hung, be		1	TBL
hungry, be		1	TBL
hunter		1	TBL
hurriedly / hastily		1	TBL
hurt (the foot from grit in the shoe)		1	TBL
hurt (the foot from grit in the shoe) (causative)		1	TBL
hurt (the foot from grit in the shoe) (simplex)		1	TBL
hurt by stinging		1	TBL
husband (address)		1	TBL
husband (proper, honorable)		1	TBL
husband (reference)		1	TBL
husband (vulgo)		1	TBL
idea / opinion		1	TBL
idle / not busy		1	TBL
idle, be / unoccupied		1	TBL
if		1	GEM-CNL
ill / sick		1	ZMYYC
ill, to be		1	TBL
immediately / right away		1	ZMYYC
immerse / submerge		1	TBL
in		1	GEM-CNL
in (the sky)		1	TBL
increase / gain		1	TBL
industrious / hardworking		1	TBL
infect		1	TBL
inhale		1	TBL
initially / beginning, in the		1	TBL
injure / hurt (the arm)		1	TBL
injure / hurt (the arm, by chopping)		1	TBL
ink (Chinese)		1	TBL
ink cake		1	ZMYYC
insect		1	GEM-CNL
insect / worm (crawling)		1	TBL
insect / worm (flying)		1	TBL
insert / stick into		1	ZMYYC
insert seedling		1	ZMYYC
inside (a room)		1	TBL
inside (the sea, a well)		1	TBL
install		1	TBL
instrument (two-stringed, bowed)		1	TBL
intelligent		1	ZMYYC
interest		1	ZMYYC
interest (financial)		1	TBL
intestine		1	TBL
itch		1	ZMYYC
itch (N)		1	ZMYYC
itch (V)		1	ZMYYC
itch (scrath-)		1	ZMYYC
itch / tickle		1	TBL
ivory		1	GEM-CNL
jab / poke / stab		1	TBL
jar (earthen)		1	TBL
jaw		1	GEM-CNL
jew's harp		1	ZMYYC
jewsharp		1	GEM-CNL
jobs tears (coix)		1	GEM-CNL
join		1	GEM-CNL
joint		1	TBL
joke / jest		1	TBL
joss stick / incense		1	TBL
judgment		1	GEM-CNL
juice		1	GEM-CNL
jungle		1	GEM-CNL
just now		1	ZMYYC
keep		1	GEM-CNL
kettle / pot		1	TBL
kettle / pot (generic term)		1	TBL
kettle / pot (glossy porcelain)		1	TBL
kick;kick (person by animal)		1	ZMYYC
kid		1	TBL
kill (a person)		1	TBL
kill / slaughter (an animal)		1	TBL
kill;kill pigs		1	ZMYYC
kill;slaughter cows, pigs, etc		1	ZMYYC
kind (sort)		1	GEM-CNL
king (chieftain (Mand. 'tu3si1'))		1	TBL
king (chieftain (Mand. 'tusi'))		1	TBL
king (emperor)		1	TBL
kiss		1	GEM-CNL
kiss; sniff		1	GEM-CNL
kite (black-eared) / hawk		1	TBL
knock		1	GEM-CNL
knock / strike		1	TBL
knot (in string)		1	GEM-CNL
know (a language) / can / be abl		1	ZMYYC
know (to write)		1	TBL
kowtow		1	TBL
lad / chap (young)		1	TBL
ladle (bamboo)		1	TBL
ladle (gourd) / dipper (calabash)		1	TBL
ladle (gourd) / dipper (copper)		1	TBL
ladle (gourd) / dipper (wooden)		1	TBL
ladle (iron)		1	TBL
ladle / dredge		1	ZMYYC
lamb		1	TBL
lame		1	GEM-CNL
land		1	GEM-CNL
land / descend		1	TBL
land / descend (causative)		1	TBL
land / descend (simplex)		1	TBL
last year		1	TBL
later (in time)		1	ZMYYC
laugh / smile		1	TBL
law		1	GEM-CNL
lax / fluffy / puffy		1	TBL
lax / loose / slack		1	TBL
lay (bricks)		1	ZMYYC
lay (egg)		1	ZMYYC
lay (eggs)		1	TBL
lay (eggs)q		1	TBL
lazy (N)		1	ZMYYC
lead		1	GEM-CNL
lead (animal)		1	ZMYYC
lead (the way) / guide		1	TBL
lead (the way) / guide (lit. 'lead head')		1	TBL
lead the way		1	TBL
leader in a (stockaded) village		1	TBL
leader in a (stockaded) village ('official')		1	TBL
leader in a (stockaded) village (Mand. 'tu3si1')		1	TBL
leader in a stockaded village		1	TBL
leak (house);leak (iron pot)		1	ZMYYC
leak (iron pot)		1	TBL
leak (room)		1	TBL
leak (stone pot)		1	TBL
lean		1	ZMYYC
lean (meat)		1	ZMYYC
lean (pork)		1	ZMYYC
learning / knowledge		1	TBL
leather		1	GEM-CNL
leave sthg. behind		1	TBL
leech (mountain)		1	ZMYYC
leech (mountain, arid area)		1	TBL
leech (water)		1	TBL
left over, be / remain		1	TBL
left-hand		1	GEM-CNL
legging		1	ZMYYC
legging worn by men		1	ZMYYC
legging worn by women		1	ZMYYC
lemon		1	GEM-CNL
lend		1	ZMYYC
lend (money)		1	TBL
lend (tools)		1	TBL
leopard (=tiger)		1	ZMYYC
leopard / panther		1	TBL
leper		1	GEM-CNL
let s.b. see / show		1	TBL
level / flat		1	TBL
lick / lap		1	TBL
lid		1	ZMYYC
lid / cover		1	TBL
lie (deceive)		1	GEM-CNL
life / livelihood		1	TBL
life span		1	TBL
lifetime		1	TBL
lift		1	GEM-CNL
lift (the lid)		1	TBL
lift up / carry		1	TBL
light (a fire)		1	TBL
light (a light)		1	TBL
light (bright)		1	GEM-CNL
light (candle)		1	ZMYYC
light (ignite)		1	GEM-CNL
light (of weight)		1	GEM-CNL
light (weight)		1	TBL
light / lamp		1	TBL
light / lamp (butter)		1	TBL
light / lamp (oil)		1	TBL
light / lamp (pine torch)		1	TBL
like		1	ZMYYC
like (as)		1	GEM-CNL
like (to eat)		1	TBL
like / love		1	TBL
lime		1	ZMYYC
line (of wheat)		1	TBL
line up		1	TBL
lion		1	TBL
lip (lower)		1	GEM-CNL
liquor		1	ZMYYC
liquor (corn); liquor (white)		1	ZMYYC
liquor (highland barley)		1	ZMYYC
liquor (white lightning)		1	ZMYYC
listen; hear		1	ZMYYC
liter		1	TBL
little		1	GEM-CNL
little / few		1	ZMYYC
live (to be alive)		1	GEM-CNL
live / reside		1	TBL
live / reside (lit. 'be at')		1	TBL
live / reside (lit. 'sit')		1	TBL
livestock / animal (domestic)		1	TBL
living (adj.)		1	TBL
living (adj.) (animals)		1	TBL
living (adj.) (plants)		1	TBL
load		1	ZMYYC
load (of firewood) on the back		1	TBL
load of cupped-hands		1	TBL
load on an animal's back		1	TBL
lock (the door)		1	TBL
loincloth		1	GEM-CNL
look		1	ZMYYC
look at		1	GEM-CNL
look at and distinguish (characters)		1	TBL
look for		1	GEM-CNL
look like / resemble		1	TBL
loose / lax		1	ZMYYC
lord		1	GEM-CNL
lose (a fight)		1	TBL
lose (a game) (gambling)		1	TBL
lose (sthg.)		1	TBL
lose / be beaten;lose (gambling)		1	ZMYYC
lose / defeated		1	TBL
lose / mislay		1	TBL
lose / misplace		1	ZMYYC
lose a fight		1	ZMYYC
loud		1	TBL
love / like		1	TBL
love / like (one's child)		1	TBL
low / short		1	TBL
low / short (person)		1	TBL
lower (the head)		1	TBL
lower half of the body		1	TBL
lower part of / lower reaches		1	TBL
lower part of / lower reaches (downstream)		1	TBL
lukewarm (water)		1	TBL
lunatic		1	TBL
lunch		1	ZMYYC
lungs		1	GEM-CNL
m.o.w. borrowed from Eng. 'ounce' (=0.1 tael)		1	TBL
mad (insane)		1	GEM-CNL
mad person		1	ZMYYC
maggot (dung)		1	TBL
maggot (meat)		1	TBL
maize / corn		1	TBL
make		1	GEM-CNL
make (tea)		1	TBL
make / cause		1	TBL
make a row, racket		1	TBL
make a row, racket ('yell at each other')		1	TBL
make bed		1	ZMYYC
make friends with		1	TBL
make friends with (sbj. = female)		1	TBL
make friends with (sbj. = male)		1	TBL
make way for / give way		1	TBL
malaria		1	ZMYYC
man		1	TBL
man (male person)		1	ZMYYC
man (male)		1	GEM-CNL
man (mankind)		1	GEM-CNL
manage / control		1	TBL
mane (horse)		1	TBL
manger		1	TBL
mango		1	GEM-CNL
many		1	GEM-CNL
mare		1	TBL
mark		1	ZMYYC
mark / sign		1	TBL
mark / trace / track		1	TBL
marker (ink, carpenter's)		1	TBL
market		1	GEM-CNL
marketplace		1	ZMYYC
married		1	GEM-CNL
marry		1	TBL
marry (a man)		1	ZMYYC
marry (lit. 'drink liquor')		1	TBL
marry (lit. 'hold wedding ceremony')		1	TBL
marry (of a man)		1	TBL
marry (of a woman)		1	TBL
master		1	TBL
mat (for drying things in the sun)		1	TBL
mat (grass, straw)		1	TBL
mat (woven bamboo)		1	TBL
mat for drying food in the sun		1	ZMYYC
mat woven from bamboo leaves		1	ZMYYC
matter / affair		1	TBL
meal	clf,n	1	TBL
means / method		1	ZMYYC
means / solution		1	TBL
measles		1	TBL
measure (length)		1	TBL
measure (with a grain measure (Ch. 'dou3')		1	TBL
measure (with the hands)		1	TBL
measure of weight (=0.1 tael)		1	TBL
measure of weight (=1 / 2 kilogram)		1	TBL
measure of weight (Tibetan 'big')		1	TBL
measure of weight (Tibetan 'small')		1	TBL
meat (lean)		1	TBL
meat / flesh		1	ZMYYC
meet		1	GEM-CNL
meet / come across		1	TBL
melon		1	ZMYYC
melon (winter)		1	ZMYYC
melon / gourd		1	TBL
melt		1	ZMYYC
melt (simplex); melt (causative)		1	ZMYYC
mend		1	GEM-CNL
meow		1	TBL
merchant		1	TBL
mess up		1	TBL
messy, be / in chaos		1	TBL
metal weight on steelyard		1	ZMYYC
metal weight on steelyard(big)		1	ZMYYC
middle of a month		1	TBL
midnight		1	TBL
mile (=0.5 kilometer)		1	TBL
mile (=0.5 kilometer) (borr. from Ch. 'gong1li3')		1	TBL
mile (=0.5 kilometer) (borr. from Eng. 'mile')		1	TBL
milk (cow's)		1	TBL
mill		1	ZMYYC
mill (water-powered)		1	ZMYYC
million		1	TBL
millstones		1	TBL
millstones (small mill)		1	TBL
mince (meat) with knife		1	ZMYYC
mind		1	GEM-CNL
mist		1	GEM-CNL
mistake		1	GEM-CNL
mistake / error		1	TBL
mithan (gayal, bos fontalis)		1	GEM-CNL
mix (cause to)		1	TBL
mix (cause to) (cows, horses, etc.)		1	TBL
mix (cause to) (rice, bread, etc.)		1	TBL
mix (powder) with water		1	TBL
mix (powder) with water (stomp w / feet)		1	TBL
mix / blend / mingle		1	TBL
mix / blend / mingle (cows, horses, etc.)		1	TBL
mix / blend / mingle (rice, bread, etc.)		1	TBL
mole		1	TBL
monetary unit / dollar		1	ZMYYC
money (general term)		1	ZMYYC
money (lit 'paper money')		1	TBL
money (lit. 'conch shell')		1	TBL
money (lit. 'copper coin')		1	TBL
money (lit. 'paper money')		1	TBL
money (lit. 'silver')		1	TBL
monk		1	TBL
monkey (generic)		1	GEM-CNL
monkey (huluk)		1	GEM-CNL
monkey (langur)		1	GEM-CNL
monkey (macaque)		1	GEM-CNL
month (intercalary)		1	ZMYYC
month's (work)		1	TBL
moo		1	TBL
moo ((female) cow)		1	TBL
moo (bull)		1	TBL
mortar (rice)		1	TBL
mortar (rice-hulling trip-hammer)		1	TBL
mortar (salt)		1	TBL
mortar (stone)		1	TBL
mortar (wooden)		1	TBL
mortar(sm stone;mortar(bigwood		1	ZMYYC
morung (men's dormitory)		1	GEM-CNL
mosquito (relatively large)		1	TBL
mosquito (relatively small)		1	TBL
mosquito net		1	ZMYYC
most (superlative degree)		1	ZMYYC
moth		1	GEM-CNL
mother (address)		1	TBL
mother (reference)		1	TBL
mother(direct);mother(gen'l)		1	ZMYYC
mother(ref);mother (direct)		1	ZMYYC
mother-in-law (direct, general		1	ZMYYC
mouth (opening)		1	TBL
mouth organ		1	ZMYYC
move (a stool)		1	TBL
move (house)		1	TBL
move something to a new place		1	ZMYYC
mow / cut (grass)		1	TBL
much		1	GEM-CNL
mucus (nasal)		1	TBL
muddle (the water)		1	TBL
muddy / turbid		1	TBL
multicolored		1	ZMYYC
multicolored / patterned (cloth)		1	TBL
muntjac / deer (barking)		1	TBL
muntjac / deer (barking) (blue-green)		1	TBL
muntjac / deer (barking) (yellow)		1	TBL
mushroom (white)		1	TBL
mushroom (yellow)		1	TBL
musk		1	TBL
must		1	GEM-CNL
mustard		1	GEM-CNL
mute (female)		1	TBL
mute (male)		1	TBL
mute (male);mute (female)		1	ZMYYC
myself		1	TBL
nail		1	TBL
nail (tool)		1	ZMYYC
nail / tack		1	TBL
naked		1	GEM-CNL
nationality		1	ZMYYC
near / close to		1	TBL
necessary		1	GEM-CNL
neck (back of, hindneck, nape)		1	TBL
necklace		1	GEM-CNL
necklace / necklet		1	TBL
necklace / necklet (chain)		1	TBL
necklace / necklet (female's)		1	TBL
necklace / necklet (male's)		1	TBL
neigh		1	TBL
neighbor		1	GEM-CNL
nephew		1	ZMYYC
nephew (reference)		1	ZMYYC
nephew <brother's son>		1	TBL
nest (bird)		1	TBL
never		1	GEM-CNL
new year's eve		1	ZMYYC
news		1	GEM-CNL
news / message		1	TBL
next year		1	TBL
niece		1	ZMYYC
niece (reference)		1	ZMYYC
night's (work)		1	TBL
night, at		1	TBL
night, at / evening, in the		1	TBL
night; dusk		1	ZMYYC
nit ("louse-egg")		1	ZMYYC
no		1	GEM-CNL
nod		1	TBL
noise		1	GEM-CNL
noodles		1	ZMYYC
not		1	GEM-CNL
notify / inform		1	TBL
numb, be		1	TBL
numb, be (foot)		1	TBL
numb, be (hand)		1	TBL
numb, be (mouth)		1	TBL
nun (Buddhist)		1	TBL
nun (Buddhist) (female lama)		1	TBL
oak		1	ZMYYC
oath		1	GEM-CNL
obey		1	GEM-CNL
obstruct (cause to) / block		1	TBL
occur / happen		1	TBL
offer / dedicate		1	TBL
official		1	ZMYYC
official (government)		1	TBL
often		1	ZMYYC
oil (animal)		1	TBL
oil (animal) (cooked lard)		1	TBL
oil (animal) (flead; leaf fat; leaf lard)		1	TBL
oil (animal) (intestine)		1	TBL
oil (animal) (lard)		1	TBL
oil (vegetable)		1	TBL
oil from animal		1	ZMYYC
old (of men)		1	ZMYYC
old (of people)		1	ZMYYC
old (of persons)		1	GEM-CNL
old (of things)		1	GEM-CNL
old (of vegetable)		1	ZMYYC
old (things)		1	ZMYYC
old / elderly		1	TBL
old lady		1	TBL
