ID	rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
299	128135	ghrəʔ◦naʔ	burp  /  belch	v	RC-ChepQ	452	Chepang (Eastern)	11.6
300	128136	pes	fart	n	RC-ChepQ	452	Chepang (Eastern)	11.7
301	128137	peʔ◦naʔ	fart	v	RC-ChepQ	452	Chepang (Eastern)	11.7
302	128138	har tyumh◦naʔ	clear throat		RC-ChepQ	452	Chepang (Eastern)	11.8
303	128139	ŋiʔ◦naʔ	laugh		RC-ChepQ	452	Chepang (Eastern)	11.9
304	128140	riŋh◦naʔ	tremble / shiver / shudder		RC-ChepQ	452	Chepang (Eastern)	12.1
305	128141	jik◦naʔ	sick / be ill / hurt	be	RC-ChepQ	452	Chepang (Eastern)	12.2
306	128142	dyandya◦naʔ	numb /  be paralyzed	be	RC-ChepQ	452	Chepang (Eastern)	12.3
307	128143	gryanyanaʔ	numb /  be paralyzed	be	RC-ChepQ	452	Chepang (Eastern)	12.3
308	128144	gryonaʔ	numb /  be paralyzed	be	RC-ChepQ	452	Chepang (Eastern)	12.3
309	128145	maŋ◦naʔ	swell /  be swollen	v.	RC-ChepQ	452	Chepang (Eastern)	12.4
310	128146	ʔum◦kliʔ	pus		RC-ChepQ	452	Chepang (Eastern)	12.5
311	128147	tup◦kru	cubit (elbow to knuckles of cl		RC-ChepQ	452	Chepang (Eastern)	13.3
312	128148	phyah◦kru	cubit (elbow to fingertips)		RC-ChepQ	452	Chepang (Eastern)	13.3
313	128149	hluŋ◦tuk	mind / locus of thought		RC-ChepQ	452	Chepang (Eastern)	14.1
314	128150	hluŋ◦tuk	heart / locus of emotions		RC-ChepQ	452	Chepang (Eastern)	14.2
315	128151	hluŋ◦tuk	heart / locus of personality		RC-ChepQ	452	Chepang (Eastern)	14.3
