ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
6531	485244	yar	turmeric	n.	RC-DOC	1977	Chepang	
6532	485245	yar-	yellow	va.	RC-DOC	1977	Chepang	
6533	485246	yar.goyʔ	tuber (sp.), a yam, cultivated variety of Dioscorea sagittata	n.	RC-DOC	1977	Chepang	
6534	485247	yar.phər.lik	turn back (yellow object)	onom.	RC-DOC	1977	Chepang	
6535	485248	yar.phəŋ.rya	bird (sp.), Golden Oriole	n.	RC-DOC	1977	Chepang	
6536	485249	yar.hni.beleʔ	full load	onom.	RC-DOC	1977	Chepang	
6537	485250	yar.wa.lu	bird (sp.), Scarlet Minabet (f.)	n.	RC-DOC	1977	Chepang	
6538	485251	yar.wis	clear (beer)	onom.	RC-DOC	1977	Chepang	
6539	485252	yar.saʔ.blyə	place (sp.) (myth.), original place of Chepang	nn.	RC-DOC	1977	Chepang	
6540	485253	yar.si.la	bird (sp.), a small hawk	n.	RC-DOC	1977	Chepang	
6541	485254	yal-	stretched wide, long	va.	RC-DOC	1977	Chepang	
6542	485255	yal.(liŋ)	section of bamboo (between joints), piece of timber	n.	RC-DOC	1977	Chepang	
6543	485256	yala yələ	huge, stretched out	onom.	RC-DOC	1977	Chepang	
6544	485257	yalʔ-	lanky (person), long in limbs	va.	RC-DOC	1977	Chepang	
6545	485258	yaw-	moment, pause, short time	ntb.	RC-DOC	1977	Chepang	
6546	485259	yaw-	make grooves, plough, furrow	vt.	RC-DOC	1977	Chepang	
6547	485260	yaw-	stretch out, extend hand (B)	vt.	RC-DOC	1977	Chepang	
6548	485261	yaw.cya	brief time, some time	nt.	RC-DOC	1977	Chepang	
6549	485262	yaw.chit	brief time, some time	nt.	RC-DOC	1977	Chepang	
6550	485263	yaw.raŋ	field, permanently cultivated	n.	RC-DOC	1977	Chepang	
6551	485264	yaw.liŋʔ	walk lightly on water (insect)	onom.	RC-DOC	1977	Chepang	
6552	485265	yaw.si.dum	gourd (sp.), marrow-like, used as container	n.	RC-DOC	1977	Chepang	
6553	485266	yaw.syaʔ	bullock, ox	n.	RC-DOC	1977	Chepang	
6554	485267	yawʔ-	long (B)	va.	RC-DOC	1977	Chepang	
6555	485268	yawʔ-	set out before, spread in front of, put thorns in other's path (to cause sickness) (ch.)	vt.	RC-DOC	1977	Chepang	
6556	485269	ku.ra yawʔ-	blame	vt.	RC-DOC	1977	Chepang	
6557	485270	hluŋ yawʔ-	reveal feelings	vt.	RC-DOC	1977	Chepang	
6558	485271	yawʔ.liŋ	spider (sp.), Harvestman	n.	RC-DOC	1977	Chepang	
6559	485272	yas-	tall, high (and thin)	va.	RC-DOC	1977	Chepang	
6560	485273	yah-	climb up (vine), move up (shadows of setting sun)	vi.	RC-DOC	1977	Chepang	
6561	485274	nyam yah-	benight, set (sun) on someone, end (day), move up (edge of sun on hillside)	vit.	RC-DOC	1977	Chepang	
6562	485275	yah.ghat	place (sp.) of setting sun?	n.	RC-DOC	1977	Chepang	
6563	485276	yah.ŋat	gum collected overnight	n.	RC-DOC	1977	Chepang	
6564	485277	yah.diŋ	night	nt.	RC-DOC	1977	Chepang	
6565	485278	yah.diŋ.ro	night?	n.	RC-DOC	1977	Chepang	
6566	485279	yah.mik	wrinkle below eye of Barking Deer - said to enable sight at night	n.	RC-DOC	1977	Chepang	
6567	485280	yah.yamʔ	darkness of evening	n.	RC-DOC	1977	Chepang	
6568	485281	yah.yamʔ	place (sp.), in underworld, where there is no sun	nn.	RC-DOC	1977	Chepang	
6569	485282	yah.yamʔ.pa	spirit (sp.), in underworld	n.	RC-DOC	1977	Chepang	
6570	485283	yah.ramʔ.diŋ	evening, spirit of evening	n.	RC-DOC	1977	Chepang	
6571	485284	yʔah.la	dawn (B)	nt.	RC-DOC	1977	Chepang	
6572	485285	yin	animal (sp.), bat (WD)	n.	RC-DOC	1977	Chepang	
6573	485286	yin-	sell, exchange (B)	vt.	RC-DOC	1977	Chepang	
6574	485287	yu-	dissolve, melt	vi.	RC-DOC	1977	Chepang	
6575	485288	yu.duŋ-	slide oneself along (as baby), scrape the ground when moving	vi.	RC-DOC	1977	Chepang	
6576	485289	yu.lu.lu	venture out cautiously (snake)	onom.	RC-DOC	1977	Chepang	
6577	485290	yuʔ	animal (sp.), rodent - mouse, rat	n.	RC-DOC	1977	Chepang	
6578	485291	tom.yuʔ	mouse	n.	RC-DOC	1977	Chepang	
6579	485292	rok.yuʔ	rat	n.	RC-DOC	1977	Chepang	
6580	485293	yuʔ.kras	louse (sp.), of rodent hole	n.	RC-DOC	1977	Chepang	
6581	485294	yuʔ.khənʔ	muscle-swelling (biceps)	n.	RC-DOC	1977	Chepang	
6582	485295	yuʔ.bən	plant (sp.) a weed or burr	n.	RC-DOC	1977	Chepang	
6583	485296	yuʔ.mayʔ	muscle (of biceps, etc.)	n.	RC-DOC	1977	Chepang	
6584	485297	yuʔ.mik	ankle	n.	RC-DOC	1977	Chepang	
6585	485298	yuʔ.mu.jaʔ	plant (sp.), burr, very small - used to deter mice	n.	RC-DOC	1977	Chepang	
6586	485299	yuʔ.meʔ.la	plant (sp.), vine - thin like rat's tail	n.	RC-DOC	1977	Chepang	
6587	485300	yuk	monkey, Macaque	n.	RC-DOC	1977	Chepang	
6588	485301	yuk.bhaw	son-in-law (who obtained wife by kidnapping)	nk.	RC-DOC	1977	Chepang	
6589	485302	yuk-	lift out (of fire, pot, etc.), raise; save from evil (rescue out of underworld) (ch.)	vt.	RC-DOC	1977	Chepang	
6590	485303	yuk.ku.sum.sayʔ	tree (sp.), large, with small red fruit, some sweet, some sour	n.	RC-DOC	1977	Chepang	
6591	485304	yuk.kryoŋʔ.la	plant (sp.), vine, large - used for binding timber when building	n.	RC-DOC	1977	Chepang	
6592	485305	yuk.də.lənʔ	ridge-pole (of house, shelter)	n.	RC-DOC	1977	Chepang	
6593	485306	yuk.du.luŋʔ	ridge-pole (of house, shelter)	n.	RC-DOC	1977	Chepang	
6594	485307	yuk.do.lonʔ	ridge-pole (of house, shelter)	n.	RC-DOC	1977	Chepang	
6595	485308	yuk.məy.sayʔ	plant (sp.), orchid with fluted, banana-like stems, sold for medicine	n.	RC-DOC	1977	Chepang	
6596	485309	yuk.lak	vine (sp.), with reddish, hairy, edible tuber, variety of Dioscorea bulbifera	n.	RC-DOC	1977	Chepang	
6597	485310	yuk.luŋ.waʔ	bird (sp.), with long tail, greenish wings and body, red brow	n.	RC-DOC	1977	Chepang	
6598	485311	yuk.sun.də.ri	plant (sp.), shrub with pinkish flower, small red fruit - new leaves deep purple	n.	RC-DOC	1977	Chepang	
6599	485312	yuk.hay-	like, be happy with	vr.	RC-DOC	1977	Chepang	
6600	485313	yuŋ-	persist in begging	vi.	RC-DOC	1977	Chepang	
6601	485314	yuŋ.khuh	swaying (bamboo)	onom.	RC-DOC	1977	Chepang	
6602	485315	yuŋ.gu-	shake up (as the contents of a bottle)	vit.	RC-DOC	1977	Chepang	
6603	485316	yuŋ.gu-	wobble, bend at tops (B)	vi.	RC-DOC	1977	Chepang	
6604	485317	yuŋ.gu.lu	small-bodied person	adjn.	RC-DOC	1977	Chepang	
6605	485318	yut-	reduce swelling (e.g. by rubbing with warm hands)	vat.	RC-DOC	1977	Chepang	
6606	485319	yunh-	decrease seasonally (snails, frogs, etc.), migrate or retreat to lower regions (esp.in winter)	vi.	RC-DOC	1977	Chepang	
6607	485320	yup-	tight, hold fast, grip, squeeze	vat.	RC-DOC	1977	Chepang	
6608	485321	ku.ra.ʔi yup-	silence someone by argument	vt.	RC-DOC	1977	Chepang	
6609	485322	guk yup-	choked, blocked (throat), unable to speak	vi.	RC-DOC	1977	Chepang	
6610	485323	yum-	make oneself small, flatten oneself, slink, stalk (feline, etc.)	vai.	RC-DOC	1977	Chepang	
6611	485324	hluŋ yum-	self-effacing	vr.	RC-DOC	1977	Chepang	
6612	485325	yum-	fly (B)	vi.	RC-DOC	1977	Chepang	
6613	485326	yumu-	suck in mouth, keep on top of tongue, flatten (with tongue)	vt.	RC-DOC	1977	Chepang	
6614	485327	yumʔ-	horrible, terrifying, frightening of aspect	vat.	RC-DOC	1977	Chepang	
6615	485328	yumh-	terrified, in panic (esp. with height)	va.	RC-DOC	1977	Chepang	
6616	485329	yuyʔ-	climb or walk with care (as on cliff)	vi.	RC-DOC	1977	Chepang	
6617	485330	yur	coals (small)	n.	RC-DOC	1977	Chepang	
6618	485331	hmeʔ.yur	coals (small)	n.	RC-DOC	1977	Chepang	
6619	485332	yʔur	downward (B)	nb.	RC-DOC	1977	Chepang	
6620	485333	yur-	squeeze out, express; blackmail, extort (met.)	vt.	RC-DOC	1977	Chepang	
6621	485334	yurʔ.yoŋ.kliʔ	small intestine	n.	RC-DOC	1977	Chepang	
6622	485335	yurh-	sink in (in mud, ashes), cause to submerge, push into ashes	vit.	RC-DOC	1977	Chepang	
6623	485336	yul-	fall, tumble (of itself) (tree, rock); experience or cause downfall	vit.	RC-DOC	1977	Chepang	
6624	485337	yul.ŋaʔ.(duŋ)	fish (sp.), like stickleback, makes round nest of grass	n.	RC-DOC	1977	Chepang	
6625	485338	yulʔ.mik	ankle	n.	RC-DOC	1977	Chepang	
6626	485339	yus-	tickle, stimulate, affect pleasantly	vat.	RC-DOC	1977	Chepang	
6627	485340	yus.kam.lə	be full ear (rice) (ch.)	onom.	RC-DOC	1977	Chepang	
6628	485341	yus.cuk	full (ear of rice) (ch.)	onom.	RC-DOC	1977	Chepang	
6629	485342	yus.ma.dho.ʔa	grain (sp.), rice (ch.)	n.	RC-DOC	1977	Chepang	
6630	485343	yus.ma.rə.ti	grain (sp.), rice (ch.)	n.	RC-DOC	1977	Chepang	
6631	485344	yus.lən.ʔi.(lan)	spirit (sp.), puck, sprite which teases children	nn.	RC-DOC	1977	Chepang	
6632	485345	yuh-	yield or flow sparingly (milk, oil, etc.)	va.	RC-DOC	1977	Chepang	
6633	485346	yuhu-	leak (pot), trickle (milk, etc.), drip off; have full head (millet) (met.)	vi.	RC-DOC	1977	Chepang	
6634	485347	yuhu.yuhu	feverish	onom.	RC-DOC	1977	Chepang	
6635	485348	yuh.ruŋ.saʔ	soil (sp.), whitish, from finely-powdered rock	n.	RC-DOC	1977	Chepang	
6636	485349	yo	rainbow, colours in spray	n.	RC-DOC	1977	Chepang	
6637	485350	tiʔ.yo	insect (sp.), Water-boatman or surface-skimmer	n.	RC-DOC	1977	Chepang	
6638	485351	yo-	look at (with purpose), investigate; try (action) (ext.)	vt.	RC-DOC	1977	Chepang	
6639	485352	kliʔ.mik.ʔi yo-	look out of corner of eye	vt.	RC-DOC	1977	Chepang	
6640	485353	tol.mik.ʔi yo-	look hard at, stare	vt.	RC-DOC	1977	Chepang	
6641	485354	doŋ.mik.ʔi yo-	look straight at	vt.	RC-DOC	1977	Chepang	
6642	485355	heʔ.mik.ʔi yo-	look out of corner of eye	vt.	RC-DOC	1977	Chepang	
6643	485356	hluŋ.tuk yo-	find out opinion	vt.	RC-DOC	1977	Chepang	
6644	485357	hluŋ.tuk kuʔ.ti yo-	test reaction	vt.	RC-DOC	1977	Chepang	
6645	485358	yo-	share around (B)	vt.	RC-DOC	1977	Chepang	
6646	485359	yo.kan.da	place (sp.) in west, of rainbow	nn.	RC-DOC	1977	Chepang	
6647	485360	yo.dom.bo	thin-legged person	adjn.	RC-DOC	1977	Chepang	
6648	485361	yo.bhəw.ri	rainbow colours, seen in water, place of rainbows	n.	RC-DOC	1977	Chepang	
6649	485362	yo.rayʔ	display, sight, rainbow	n.	RC-DOC	1977	Chepang	
6650	485363	yo.roʔ	nectar (gen.)	n.	RC-DOC	1977	Chepang	
6651	485364	yo.liŋ	bone (long), upper bone of arm, leg	n1.	RC-DOC	1977	Chepang	
6652	485365	krut.yo.liŋ	humerus	n.	RC-DOC	1977	Chepang	
6653	485366	plek.yo.liŋ	femur	n.	RC-DOC	1977	Chepang	
6654	485367	yo.liŋ	stretch, length of stick or material	n2.	RC-DOC	1977	Chepang	
6655	485368	yo.ha.re	afternoon (mid)	nt.	RC-DOC	1977	Chepang	
6656	485369	yo.horʔ-	drain off (pool, for fishing), drain away	v.	RC-DOC	1977	Chepang	
6657	485370	yo.lok	disappear (down hole)	onom.	RC-DOC	1977	Chepang	
6658	485371	yoʔ-	decrease, diminish in volume; be used, empty (partly)	vi.	RC-DOC	1977	Chepang	
6659	485372	yoʔ.syaʔ	animal (sp.), Serow or Goat Antelope (large)	n.	RC-DOC	1977	Chepang	
6660	485373	yok-	swallow	vt.	RC-DOC	1977	Chepang	
6661	485374	yokoʔ-	hang, swing, suspend from	vit.	RC-DOC	1977	Chepang	
6662	485375	yoŋ	belly, stomach (B)	n.	RC-DOC	1977	Chepang	
6663	485376	yoŋ-	press out, expel dung from intestines	vt.	RC-DOC	1977	Chepang	
6664	485377	yoŋ.ko.la	bones of arm, leg	n.	RC-DOC	1977	Chepang	
6665	485378	yoŋ.kray-	hunger	vr.	RC-DOC	1977	Chepang	
6666	485379	yoŋ.kray.(ro)	hunger	n.	RC-DOC	1977	Chepang	
6667	485380	yoŋ.kliʔ	intestine	n.	RC-DOC	1977	Chepang	
6668	485381	dum.yoŋ.kliʔ	rectum	n.	RC-DOC	1977	Chepang	
6669	485382	bonʔ.yoŋ.kliʔ	large intestine	n.	RC-DOC	1977	Chepang	
6670	485383	wirh.yoŋ.kliʔ	small intestine	n.	RC-DOC	1977	Chepang	
6671	485384	yoŋh	bone, long (of leg, arm), femur, tibia, humerus	n.	RC-DOC	1977	Chepang	
6672	485385	yoŋh-	spaced, spread apart (in space, time), be lengthened, taller	va.	RC-DOC	1977	Chepang	
6673	485386	yoŋh.ri	tendon (hamstring or groin)	n.	RC-DOC	1977	Chepang	
6674	485387	yot	axe (B)	n.	RC-DOC	1977	Chepang	
6675	485388	yot-	cause to decrease, diminish; reduce number or volume	vt.	RC-DOC	1977	Chepang	
6676	485389	yonʔ-	sympathise with, sorrow for	vt.	RC-DOC	1977	Chepang	
6677	485390	yonʔ.siʔ-	pathetic	va.	RC-DOC	1977	Chepang	
6678	485391	yom	bear	n.	RC-DOC	1977	Chepang	
6679	485392	bhə.li.yom	Himalayan Black bear	n.	RC-DOC	1977	Chepang	
6680	485393	siŋʔ.tyamh.yom	Sloth bear	n.	RC-DOC	1977	Chepang	
6681	485394	yom.bonʔ	vine (sp.), with thorns like a bear's claw - cut to get drinking water	n.	RC-DOC	1977	Chepang	
6682	485395	yom.lak.huy	insect (sp.), a large shieldbug	n.	RC-DOC	1977	Chepang	
6683	485396	yoy-	sift, shake through sieve (esp. in a breeze, to separate grain from chaff)	vt.	RC-DOC	1977	Chepang	
6684	485397	yoy.ma.diŋ	spirit (sp.) - sieves men's spirits (if retained, the person will live)	nn.	RC-DOC	1977	Chepang	
6685	485398	yoyʔ-	work with, assist	vi.	RC-DOC	1977	Chepang	
6686	485399	hluŋ yoyʔ-	happy with	vr.	RC-DOC	1977	Chepang	
6687	485400	yoyh-	gnaw at, crunch	vi.	RC-DOC	1977	Chepang	
6688	485401	yor	hail (B)	n.	RC-DOC	1977	Chepang	
6689	485402	yor-	tunnel through from below (esp. when digging roots)	vit.	RC-DOC	1977	Chepang	
6690	485403	yorʔ-	drip, leak, run out (liquid); escape (spirit) (ch.)	vi.	RC-DOC	1977	Chepang	
6691	485404	yol	length of timber, bone	n.	RC-DOC	1977	Chepang	
6692	485405	yolh-	pass through, go through (hole, gap, etc.)	vi.	RC-DOC	1977	Chepang	
6693	485406	yos.waʔ	bird (sp.), Jungle Fowl	n.	RC-DOC	1977	Chepang	
6694	485407	yoh	yesterday	nt.	RC-DOC	1977	Chepang	
6695	485408	yoh.nəm	former times	nt.	RC-DOC	1977	Chepang	
6696	485409	yoh.ləp	slip away	onom.	RC-DOC	1977	Chepang	
6697	485410	yoh.laŋ.(loʔ)	plant (sp.), like a small banana	n.	RC-DOC	1977	Chepang	
6698	485411	rə	Tag Question; is it not so?: Uncertainty (sometimes Rhetorical); maybe, perhaps	fn1.	RC-DOC	1977	Chepang	
6699	485412	rə	Conjunction; and (<N rə)	fn2.	RC-DOC	1977	Chepang	
6700	485413	rə	vine stem, single stalk plant	n.	RC-DOC	1977	Chepang	
6701	485414	rə-	bristle, stand up on end (hair, fur, grass, etc.); stand up or get up for evil spirit (ch.)	vi.	RC-DOC	1977	Chepang	
6702	485415	rə.cə.dəŋʔ	pull out, off (leaves)	onom.	RC-DOC	1977	Chepang	
6703	485416	rə.chənʔ	blood of afterbirth	n.	RC-DOC	1977	Chepang	
6704	485417	rə.tyoŋʔ	calyx of flower	n.	RC-DOC	1977	Chepang	
6705	485418	rə.thəw.ju.ri.(laŋʔ)	net (ch.)	n.	RC-DOC	1977	Chepang	
6706	485419	rə.dəʔ-	cut as with a saw, saw off	vt.	RC-DOC	1977	Chepang	
6707	485420	rə.dhiŋʔ	end part, conclusion (of song), present members of lineage, clan	n.	RC-DOC	1977	Chepang	
6708	485421	rə.bə rə.bə	see hazily, indistinctly	onom.	RC-DOC	1977	Chepang	
6709	485422	rə.raŋ.syaʔ	animal (sp.), civet (ch.)	n.	RC-DOC	1977	Chepang	
6710	485423	rə.lama	physically large person	adjn.	RC-DOC	1977	Chepang	
6711	485424	rək-	come, pull out in entirety (grass clump, etc.), all go in bunch	vi.	RC-DOC	1977	Chepang	
6712	485425	rək-	prise (B)	vt.	RC-DOC	1977	Chepang	
6713	485426	rəkəʔ-	prise off (attached thing)	vt.	RC-DOC	1977	Chepang	
6714	485427	rək.(waʔ)	mother hen	n.	RC-DOC	1977	Chepang	
6715	485428	ma.rək.	mother hen	n.	RC-DOC	1977	Chepang	
6716	485429	rəŋ	colour (<N)	n.	RC-DOC	1977	Chepang	
6717	485430	rəŋʔ-	protrude, be pushed up (ribs, stomach - because full of food)	va.	RC-DOC	1977	Chepang	
6718	485431	rəŋh.rəŋh	scorched (clothes)	onom.	RC-DOC	1977	Chepang	
6719	485432	rət-	call upon names of ancestors (esp. when drumbeating), repeat, take over former person's work	vi.	RC-DOC	1977	Chepang	
6720	485433	rənh-	shaken, dropped, knocked off, shed (fruit, leaves)	vai.	RC-DOC	1977	Chepang	
6721	485434	krut dom rənh-	of thieving nature	va.	RC-DOC	1977	Chepang	
6722	485435	rəp-	obstruct, obscure (path, vision), be in the way	vt.	RC-DOC	1977	Chepang	
6723	485436	rəmʔ-	block path	vt.	RC-DOC	1977	Chepang	
6724	485437	rəmh.gə	absence	n.	RC-DOC	1977	Chepang	
6725	485438	rəy-	frightened, scared, afraid	vr.	RC-DOC	1977	Chepang	
6726	485439	rəy.sə	of unexpectedness, new awareness; so it is! (<N rahechə it appears that)	excl.	RC-DOC	1977	Chepang	
6727	485440	rəyʔ	dirt, grime (of skin, clothes), personal odour from this, scent trail	n.	RC-DOC	1977	Chepang	
6728	485441	kaʔ.rəyʔ	body odour	n.	RC-DOC	1977	Chepang	
6729	485442	nəwʔ.rəyʔ	rough, loose skin	n.	RC-DOC	1977	Chepang	
6730	485443	rəyʔ-	wash or rinse hair	vt1.	RC-DOC	1977	Chepang	
6731	485444	rəyʔ-	humiliate (esp. with superior knowledge), take advantage of, 'put down' another person	vt2.	RC-DOC	1977	Chepang	
6732	485445	rəyŋ.tiʔ	serum, fluid of wound	n.	RC-DOC	1977	Chepang	
6733	485446	rəyh-	patterned symmetrically, be striped, variegated; be written, predestined (ext.)	va.	RC-DOC	1977	Chepang	
6734	485447	rəyh.ka.rə	fate, pattern of life (as laid out before birth) (ch.)	n.	RC-DOC	1977	Chepang	
6735	485448	rəw	new, inexperienced, virgin	adj.	RC-DOC	1977	Chepang	
6736	485449	rəw.dəʔ	drought, dryness	n.	RC-DOC	1977	Chepang	
6737	485450	rəw.dyaŋh.məyʔ	young girl	n.	RC-DOC	1977	Chepang	
6738	485451	rəw.dəwʔ	drought, dryness	n.	RC-DOC	1977	Chepang	
6739	485452	rəw.nyam	first thunderclouds at end of dry season	n.	RC-DOC	1977	Chepang	
6740	485453	rəw.mus	first thunderclouds at end of dry season	n.	RC-DOC	1977	Chepang	
6741	485454	rəw.sa.ti	oil from first pressing	n.	RC-DOC	1977	Chepang	
6742	485455	rəw.saʔ	virgin soil (for digging roots)	n.	RC-DOC	1977	Chepang	
6743	485456	rəwʔ	flavour, tang (of tobacco), vapour; fertility (of soil)	n1.	RC-DOC	1977	Chepang	
6744	485457	rəwʔ-	burn, scorch (sun)	vt.	RC-DOC	1977	Chepang	
6745	485458	nyam.rəwʔ	heat	n.	RC-DOC	1977	Chepang	
6746	485459	rəs-	stuck fast (e.g. food to pot), set fast (in ground), be immoveable	va.	RC-DOC	1977	Chepang	
6747	485460	hluŋ rəs-	remain angry	vr.	RC-DOC	1977	Chepang	
6748	485461	rəh-	detach, shed, drop off; lose wealth (met.)	vi.	RC-DOC	1977	Chepang	
6749	485462	ra	winnowing tray, circular, made of bamboo	n.	RC-DOC	1977	Chepang	
6750	485463	ra-	eager, prepared or pleased to do, have urge or desire to do or have something	vr.	RC-DOC	1977	Chepang	
6751	485464	rah-	do, perform (B)	vi.	RC-DOC	1977	Chepang	
6752	485465	ra.kas.thoŋ.gə.ra	plant (sp.), vine (sp.) with nasturtium-like leaves - large tuber used for cattle medicine	n.	RC-DOC	1977	Chepang	
6753	485466	ra.ginʔ-	desire, covet	vr.	RC-DOC	1977	Chepang	
6754	485467	ra.goyʔ	tuber (sp.), a yam, variety of Dioscorea sagittata	n.	RC-DOC	1977	Chepang	
6755	485468	ra.ŋaʔ	fish (sp.), flat circular with dorsal and ventral spines, tasty flesh, Colisa fasciatus	n.	RC-DOC	1977	Chepang	
6756	485469	ra.ca.daŋʔ	bristle (as a porcupine)	onom.	RC-DOC	1977	Chepang	
6757	485470	ra.ces	evil spirit (<N races demon)	nn.	RC-DOC	1977	Chepang	
6758	485471	ra.ja	king (<N)	n.	RC-DOC	1977	Chepang	
6759	485472	ra.ja.gwah.puk.ro	plant (sp.), with large yellow flower - like Hollyhock	n.	RC-DOC	1977	Chepang	
6760	485473	ra.ja.dhuk.mu	fungus (sp.), very poisonous	n.	RC-DOC	1977	Chepang	
6761	485474	ra.ni	queen (<N)	n.	RC-DOC	1977	Chepang	
6762	485475	ra.ni.mu.sa	fungus (sp.), edible, Pleuroticus (<N)	n.	RC-DOC	1977	Chepang	
6763	485476	ra.ni.ryaŋ.ka	insect (sp.), wasp, yellow and black striped, nest hangs by a stalk	n.	RC-DOC	1977	Chepang	
6764	485477	ra.ni.siŋ.ka	plant (sp.), fine leaves, small white flowers Dunstaedtia appendiculata?	n.	RC-DOC	1977	Chepang	
6765	485478	ra.paŋ	cold	n.	RC-DOC	1977	Chepang	
6766	485479	ra.wan.di.ya.ro	plant (sp.), flower used in fermenting agent (<N rawən )	n.	RC-DOC	1977	Chepang	
6767	485480	ra.si.gara	a hesitation form	excl.	RC-DOC	1977	Chepang	
6768	485481	raʔ-	cut with pulling motion (stalk of grain, thatch), reap (rice), cut throat (of goat, etc.)	vt.	RC-DOC	1977	Chepang	
6769	485482	rak-	close, shut (door, etc.) (<N rak place)	vt.	RC-DOC	1977	Chepang	
6770	485483	rak.nəm	seven days ago	nt.	RC-DOC	1977	Chepang	
6771	485484	rak.phoŋ.la	grass (sp.), tall	n.	RC-DOC	1977	Chepang	
6772	485485	rak.si	tree (sp.), large, lowland, Sal - Shorea robusta	n.	RC-DOC	1977	Chepang	
6773	485486	raŋ	field, area of land (naturally defined), place	n.	RC-DOC	1977	Chepang	
6774	485487	ʔay.raŋ	permanent field	n.	RC-DOC	1977	Chepang	
6775	485488	kaʔ.cərʔ.raŋ	virgin land (<N kaɴcho + raŋ)	n.	RC-DOC	1977	Chepang	
6776	485489	kalʔ.siŋʔ.raŋ	thick forest, jungle (uncut)	n.	RC-DOC	1977	Chepang	
6777	485490	gho.duŋ.raŋ	valley area	n.	RC-DOC	1977	Chepang	
6778	485491	chyap.raŋ	cleared field	n.	RC-DOC	1977	Chepang	
6779	485492	tiʔ.kawʔ.raŋ	spring, water-source	n.	RC-DOC	1977	Chepang	
6780	485493	tes.raŋ	burial area	n.	RC-DOC	1977	Chepang	
6781	485494	munh.raŋ	scrub-covered field	n.	RC-DOC	1977	Chepang	
6782	485495	yaw.raŋ	permanent field	n.	RC-DOC	1977	Chepang	
6783	485496	riʔ.raŋ	place of spirits of dead	n.	RC-DOC	1977	Chepang	
6784	485497	siŋʔ.raŋ	forest	n.	RC-DOC	1977	Chepang	
6785	485498	raŋ.gə daŋ.gə	full of gaps, holes	onom.	RC-DOC	1977	Chepang	
6786	485499	raŋ.gak	tree (sp.) (B)	n.	RC-DOC	1977	Chepang	
6787	485500	raŋ.ganʔ.cuʔ	plant (sp.) thorny bush or plant	n.	RC-DOC	1977	Chepang	
6788	485501	raŋ.cuʔ.(ro)	plant (sp.), shrub, pink flowers, small thorns, Mimosa rubicaulis	n.	RC-DOC	1977	Chepang	
6789	485502	raŋʔ.waʔ	bird (sp.), Pied Indian Hornbill	n.	RC-DOC	1977	Chepang	
6790	485503	raŋh.raŋh	scorched (clothes)	onom.	RC-DOC	1977	Chepang	
6791	485504	rat	night (<N)	n.	RC-DOC	1977	Chepang	
6792	485505	rat-	scrape off, remove hairs, skin (from roasted tuber)	vt.	RC-DOC	1977	Chepang	
6793	485506	rat.mu.diŋ	spirit (sp.), of forest and leaves, spoken to before drumbeating	nn.	RC-DOC	1977	Chepang	
6794	485507	ran-	prepare, plan	vt.	RC-DOC	1977	Chepang	
6795	485508	ran-	make, do (B)	vt.	RC-DOC	1977	Chepang	
6796	485509	ran.jhanʔ	cloud in isolated puffs	adjn.	RC-DOC	1977	Chepang	
6797	485510	rap-	like, be fond of, love (esp. parent and child)	vt.	RC-DOC	1977	Chepang	
6798	485511	rapaʔ.taʔ	pregnant, swollen with pregnancy	onom.	RC-DOC	1977	Chepang	
6799	485512	rapaʔ.taʔ rapəʔ.təʔ	pregnant (two women)	onom.	RC-DOC	1977	Chepang	
6800	485513	ram-	forage, go around (with purpose, seeking or gathering something)	vt.	RC-DOC	1977	Chepang	
6801	485514	ram-	drink raksi (B)	vt.	RC-DOC	1977	Chepang	
6802	485515	rama	sickle	n.	RC-DOC	1977	Chepang	
6803	485516	gwa.laŋ.rama	sickle (large)	n.	RC-DOC	1977	Chepang	
6804	485517	tyoŋʔ.ma.rama	sickle - small, with 6cm. blade, often attached to a stick to cut off high up fruit, etc.)	n.	RC-DOC	1977	Chepang	
6805	485518	-ram.ʔe	Nominalizer; a thing characterized by the situation referred to by the preceding verb root	fn.	RC-DOC	1977	Chepang	
6806	485519	ŋiʔ.ram.ʔe	joke	n.	RC-DOC	1977	Chepang	
6807	485520	wah.ram.ʔe	day	n.	RC-DOC	1977	Chepang	
6808	485521	hlak.ram.ʔe	story	n.	RC-DOC	1977	Chepang	
6809	485522	ram.ghak.siŋʔ	tree (sp.), large, with yellow flowers - leaves used as tobacco or medicine for cattle sores, Wrightia tormentosa	n.	RC-DOC	1977	Chepang	
6810	485523	ram.si	tree (sp.), large, with round edible seed	n.	RC-DOC	1977	Chepang	
6811	485524	ram.suyʔ	sickle (ED)	n.	RC-DOC	1977	Chepang	
6812	485525	ramh	evening (B)	nt.	RC-DOC	1977	Chepang	
6813	485526	ramh.ʔə.(səy)	dusk, evening	nt.	RC-DOC	1977	Chepang	
6814	485527	ʔenʔ.ramh.(ʔə)	sleeping time	nt.	RC-DOC	1977	Chepang	
6815	485528	ray.gam.səyk	tooth (sp.), milk tooth	n.	RC-DOC	1977	Chepang	
6816	485529	ray.cənʔ.ro	plant (sp.), flowering	n.	RC-DOC	1977	Chepang	
6817	485530	ray.dalʔ	worm (sp.), very large (about 25cm. long) - said to become an eel	n.	RC-DOC	1977	Chepang	
