ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
368	62844	kryuŋ	corner		SIL-Chep	449	Chepang	6.A.5
369	62845	hmaŋ	corpse		SIL-Chep	449	Chepang	10.A.46
370	62846	--	cotton		SIL-Chep	449	Chepang	7.A.23
371	62848	syup	cough		SIL-Chep	449	Chepang	10.A.26
372	62847	syup-sa	cough		SIL-Chep	449	Chepang	2.B.2.26
373	62849	tʰeŋ-sa	count		SIL-Chep	449	Chepang	10.B.2.22
374	62851	bomʔ-sa	cover		SIL-Chep	449	Chepang	7.B.1. 34
375	62850	bomʔ-sa	cover		SIL-Chep	449	Chepang	6.B.2. 11
376	62853	toka	cover / lid		SIL-Chep	449	Chepang	6.A.58
377	62852	gʰapən	cover / lid		SIL-Chep	449	Chepang	6.A.58
378	62854	--	covered		SIL-Chep	449	Chepang	12.C.14
379	62855	--	covering		SIL-Chep	449	Chepang	6.A.35
380	62856	--	cow		SIL-Chep	449	Chepang	3.A.34
381	62857	--	cow shed		SIL-Chep	449	Chepang	6.A.9
382	62858	--	cowardly		SIL-Chep	449	Chepang	12.A.52
383	62859	kʰoyoŋ	cradle		SIL-Chep	449	Chepang	6.A.38
384	62860	niŋʔ-sa	cram into		SIL-Chep	449	Chepang	11.B.1.29
385	62861	--	crane		SIL-Chep	449	Chepang	3.A.19
386	62863	bah-sa	crawl		SIL-Chep	449	Chepang	6.B.2. 22
387	62862	bah-sa	crawl		SIL-Chep	449	Chepang	2.B.1.30
388	62864	--	cremation		SIL-Chep	449	Chepang	10.A.49
389	62865	kləyh-ʔo manta	cripple		SIL-Chep	449	Chepang	10.A.17
390	62866	goŋʔ-ʔo	crooked		SIL-Chep	449	Chepang	12.C.21
391	62867	tyat-sa	cross (river)		SIL-Chep	449	Chepang	2.B.1.47
392	62868	ka-waʔ	crow		SIL-Chep	449	Chepang	3.A.16
393	62869	goʔ-sa	crow (cock)		SIL-Chep	449	Chepang	3.B.21
394	62870	gʰan-rew-ʔo	cruel		SIL-Chep	449	Chepang	12.A.63
395	62871	--	cruelty		SIL-Chep	449	Chepang	10.A.9
396	62872	ryaʔ-sa	cry / weep		SIL-Chep	449	Chepang	10.B.3.4
397	62873	kru	cubit		SIL-Chep	449	Chepang	12.C.42
398	62874	ʔay-sayʔ	cucumber		SIL-Chep	449	Chepang	4.A.53
399	62875	menʰ-sa	cultivate		SIL-Chep	449	Chepang	4.B.23
400	62876	toŋʔnay	cumberbund		SIL-Chep	449	Chepang	7.A.32
401	62877	--	cup		SIL-Chep	449	Chepang	6.A.62
402	62878	--	cure		SIL-Chep	449	Chepang	10.A.43
403	62879	--	curious		SIL-Chep	449	Chepang	12.A.13
404	62883	ʔalinʔbʰiday bayʔ-sa	curse		SIL-Chep	449	Chepang	10.B.3.42
405	62882	pawʰ-sa	curse		SIL-Chep	449	Chepang	10.B.3.42
406	62881	sit-sa	curse		SIL-Chep	449	Chepang	10.B.3.42
407	62880	prənʔ-sa	curse		SIL-Chep	449	Chepang	10.B.3.42
408	62884	--	curved		SIL-Chep	449	Chepang	12.C.20
409	62885	tat-sa	cut		SIL-Chep	449	Chepang	7.B.1. 16
410	62887	hyut-sa	cut bark off tree		SIL-Chep	449	Chepang	4.B.17
411	62886	(N)	cut bark off tree		SIL-Chep	449	Chepang	4.B.17
412	62889	kur-sa	cut hair		SIL-Chep	449	Chepang	2.B.2.38
413	62888	myaŋ tat-sa	cut hair		SIL-Chep	449	Chepang	2.B.2.38
414	62890	jəmpənʔ-sa	cut up (in pieces)		SIL-Chep	449	Chepang	7.B.1. 17
415	62891	--	cymbal		SIL-Chep	449	Chepang	8.A. 39
416	62892	(N)	daily		SIL-Chep	449	Chepang	12.D.26
417	62893	(N)	dal / pulse		SIL-Chep	449	Chepang	7.A.6
418	62894	nik-ʔo	damp		SIL-Chep	449	Chepang	12.B.16
419	62896	syah-sa	dance		SIL-Chep	449	Chepang	11.B.1.1
420	62895	syah-sa	dance	v.	SIL-Chep	449	Chepang	11.A.1
421	62897	--	dancer / person who dances		SIL-Chep	449	Chepang	11.A.2
422	62898	cyak-ʔo	dark		SIL-Chep	449	Chepang	12.B.34
423	62899	nyam-hiŋʰ-ʔo	dawn		SIL-Chep	449	Chepang	5.A.8
424	62900	-nəm	day		SIL-Chep	449	Chepang	5.A.7
425	62901	cit-səy	day after (tomorrow)		SIL-Chep	449	Chepang	5.A.29
426	62902	cit-nəm	day before (yesterday)		SIL-Chep	449	Chepang	5.A.26
427	62903	si-ʔo	dead		SIL-Chep	449	Chepang	12.A.9
428	62904	no lok-ʔo	deaf		SIL-Chep	449	Chepang	12.A.12
429	62905	mun	death		SIL-Chep	449	Chepang	10.A.45
430	62906	ʔot-sa	decay		SIL-Chep	449	Chepang	6.B.1. 28
431	62907	--	decide		SIL-Chep	449	Chepang	11.B.1.22
432	62908	cyaʔ-sa	decorate		SIL-Chep	449	Chepang	6.B.1. 22
433	62909	ha-to syaw-sa	decrease		SIL-Chep	449	Chepang	11.B.2.15
434	62910	jyumʰ-ʔo	deep		SIL-Chep	449	Chepang	12.C.10
435	62912	ruyŋ-syaʔ	sambhur deer		SIL-Chep	449	Chepang	3.A.57
436	62911	kə◦syaʔ	barking deer		SIL-Chep	449	Chepang	3.A.57
437	62913	ʔot-sa	defecate		SIL-Chep	449	Chepang	2.B.2.7
438	62576	kri-sa	defiled	be v.	SIL-Chep	449	Chepang	11.B.2.22
439	62575	blayk-sa	defiled	be v.	SIL-Chep	449	Chepang	11.B.2.22
440	62574	ʔərh-sa	defiled	be v.	SIL-Chep	449	Chepang	11.B.2.22
441	62914	gurh-sa	delay	v.i.	SIL-Chep	449	Chepang	5.B.3
442	62915	maʔ-ti tyaŋ-sa	deny		SIL-Chep	449	Chepang	11.B.3.11
443	62916	glyuŋʰ-sa	descend		SIL-Chep	449	Chepang	2.B.1.14
444	62917	cʰyanʰ-sa	describe		SIL-Chep	449	Chepang	10.B.2.18
445	62918	pʰe-sa	desert		SIL-Chep	449	Chepang	11.B.2.21
446	62919	--	design		SIL-Chep	449	Chepang	7.A.28
447	62920	krya	desirable		SIL-Chep	449	Chepang	12.B.53
448	62921	lih-sa	despair		SIL-Chep	449	Chepang	10.B.3.5
449	62922	--	despise		SIL-Chep	449	Chepang	10.B.1.67
450	62923	(N)	dew		SIL-Chep	449	Chepang	5.A.36
451	62925	si-sa	die		SIL-Chep	449	Chepang	2.B.2.14
452	62924	si-sa	die		SIL-Chep	449	Chepang	1.61
453	62926	tʰetʰe	different		SIL-Chep	449	Chepang	12.D.2
454	62928	təwʰ-sa	dig		SIL-Chep	449	Chepang	4.B.21
455	62927	dyaw-sa	dig		SIL-Chep	449	Chepang	4.B.21
456	62929	jhel-sa	dilute		SIL-Chep	449	Chepang	7.B.1. 32
457	62930	yurh-sa	dip into	v.i.	SIL-Chep	449	Chepang	7.B.1. 31
458	62931	kri-si-ʔo	dirty		SIL-Chep	449	Chepang	12.B.49
459	62932	--	disagreement		SIL-Chep	449	Chepang	11.A.43
460	62933	mit-sa	disappear		SIL-Chep	449	Chepang	10.B.3.40
461	62934	wi-sa	disarrange		SIL-Chep	449	Chepang	7.B.2. 25
462	62935	--	discard	v.t.	SIL-Chep	449	Chepang	7.B.2.26
463	62936	ryaŋʔ-sa	discipline		SIL-Chep	449	Chepang	6.B.2. 16
464	62937	cʰyup-ma-lo	discontent		SIL-Chep	449	Chepang	12.A.43
465	62938	noʔ-kay-sa	discuss		SIL-Chep	449	Chepang	10.B.1.29
466	62939	--	disease		SIL-Chep	449	Chepang	10.A.29
467	62940	--	disgrace / lose face, cause to		SIL-Chep	449	Chepang	10.B.1.69
468	62941	yu-sa	dissolved		SIL-Chep	449	Chepang	7.B.1. 33
469	62942	weʔ-sa	distribute		SIL-Chep	449	Chepang	7.B.2. 30
470	62944	weʔ-sa	divide		SIL-Chep	449	Chepang	11.B.2.29
471	62943	--	divide		SIL-Chep	449	Chepang	10.B.2.24
472	62945	(N)	divorce		SIL-Chep	449	Chepang	11.B.2.20
473	62946	hay-sa	do		SIL-Chep	449	Chepang	13.A. 14
474	62947	--	doctor		SIL-Chep	449	Chepang	10.A.44
475	62948	kuyʔ	dog		SIL-Chep	449	Chepang	1.21
476	62949	--	donate		SIL-Chep	449	Chepang	10.B.3.33
477	62950	--	donkey		SIL-Chep	449	Chepang	3.A.45
478	62951	blaŋ-siŋʔ	door		SIL-Chep	449	Chepang	6.A.27
479	62952	(N)	doorway		SIL-Chep	449	Chepang	6.A.26
480	62953	--	doubt		SIL-Chep	449	Chepang	10.B.2.13
481	62954	kamʔ-ʔə	down		SIL-Chep	449	Chepang	12.C.49
482	62955	duyla	dragonfly		SIL-Chep	449	Chepang	3.A.91
483	62956	tyut-sa	draw		SIL-Chep	449	Chepang	10.B.2.26
484	62958	hryut-sa	draw back		SIL-Chep	449	Chepang	2.B.1.24
485	62957	--	draw back		SIL-Chep	449	Chepang	2.B.1.21
486	62960	maŋʔ-ka cyəwʔ-sa	dream		SIL-Chep	449	Chepang	10.B.3.37
487	62961	glip-sa	dress		SIL-Chep	449	Chepang	7.B.3. 33
488	62962	--	dress up		SIL-Chep	449	Chepang	7.B.3. 36
489	62964	tuŋ-sa	drink		SIL-Chep	449	Chepang	7.B.2. 28
490	62963	tuŋ-sa	drink		SIL-Chep	449	Chepang	1.54
491	62965	tyop-sa	drip		SIL-Chep	449	Chepang	5.B.20
492	62966	--	drive	v.i.	SIL-Chep	449	Chepang	3.B.34
493	62968	tah-sa	drive away		SIL-Chep	449	Chepang	3.B.23
494	62967	runʔ-sa	drive away		SIL-Chep	449	Chepang	3.B.23
495	62969	gleʔ-sa	drop		SIL-Chep	449	Chepang	6.B.1. 16
496	62970	jyup-ti si-sa	drown	v.i.	SIL-Chep	449	Chepang	5.B.27
497	62972	jhiŋʰ	drum (long)		SIL-Chep	449	Chepang	8.A. 42
498	62971	riŋʰ	drum (lama's)		SIL-Chep	449	Chepang	8.A. 41
499	62973	tʰoŋkoloŋ	drum (round)		SIL-Chep	449	Chepang	8.A. 43
500	62974	ŋo-ʔo	drunk		SIL-Chep	449	Chepang	12.A.66
501	62975	han ŋo-sa	drunk, get		SIL-Chep	449	Chepang	11.B.1.19
502	62977	sot-sa	dry	v.i.	SIL-Chep	449	Chepang	7.B.3. 20
503	62976	sot-ʔo	dry		SIL-Chep	449	Chepang	1.99
504	62978	--	dry season		SIL-Chep	449	Chepang	5.A.21
505	62979	--	duck		SIL-Chep	449	Chepang	3.A.6
506	62980	--	during (v. suffix)		SIL-Chep	449	Chepang	12.D.30
507	62982	danʰari	dwarf		SIL-Chep	449	Chepang	10.A.14
508	62981	dunʰuri	dwarf		SIL-Chep	449	Chepang	10.A.14
509	62983	cyaʔ-sa	dye		SIL-Chep	449	Chepang	7.B.3.6
510	62984	kliʔ-syoro-ʔo	dysentery		SIL-Chep	449	Chepang	10.A.39
511	62985	kohibas-waʔ	eagle		SIL-Chep	449	Chepang	3.A.22
512	62986	no	ear		SIL-Chep	449	Chepang	1.39
513	62988	--	early		SIL-Chep	449	Chepang	12.D.18
514	62987	renʰ-sa	early		SIL-Chep	449	Chepang	5.B.4
515	62989	kelʔ-sa	earn		SIL-Chep	449	Chepang	11.B.2.12
516	62991	--	earring (upper ear)		SIL-Chep	449	Chepang	7.A.48
517	62990	keŋʔ	earring (lobe)		SIL-Chep	449	Chepang	7.A.47
518	62992	saʔ	earth		SIL-Chep	449	Chepang	1.79
519	62993	lyaŋ	earthquake		SIL-Chep	449	Chepang	5.A.49
520	62994	--	earthworm		SIL-Chep	449	Chepang	3.A.80
521	62995	no-kliʔ	earwax		SIL-Chep	449	Chepang	2.A.64
522	62996	dar-do	east		SIL-Chep	449	Chepang	5.A.3
523	62999	kaw-sa	eat		SIL-Chep	449	Chepang	7.B.2. 27
524	62998	jeʔ-sa	eat		SIL-Chep	449	Chepang	7.B.2. 27
525	62997	jeʔ-sa	eat		SIL-Chep	449	Chepang	1.55
526	63001	mryaŋʰ tyak-sa	echo		SIL-Chep	449	Chepang	5.B.29
527	63000	mraŋʰ	echo		SIL-Chep	449	Chepang	5.A.57
528	63002	gah-tak-sa	economize		SIL-Chep	449	Chepang	7.B.1. 39
529	63004	ʔum	egg		SIL-Chep	449	Chepang	7.A.10
530	63003	ʔum	egg		SIL-Chep	449	Chepang	1.33
531	63005	ʔum	egg (louse)		SIL-Chep	449	Chepang	3.A.88
532	63006	--	egg white		SIL-Chep	449	Chepang	7.A.12
533	63007	(N)	eight		SIL-Chep	449	Chepang	9.6
534	63008	--	eighth		SIL-Chep	449	Chepang	9.33
535	63009	--	eighty		SIL-Chep	449	Chepang	9.20
536	63010	kwer-ʔo	elastic		SIL-Chep	449	Chepang	12.B.9
537	63011	ku◦culi	elbow		SIL-Chep	449	Chepang	2.A.52
538	63012	--	elder		SIL-Chep	449	Chepang	11.A.31
539	63013	puʔ	elder brother		SIL-Chep	449	Chepang	11.A.73
540	63014	haʔ	elder sister		SIL-Chep	449	Chepang	11.A.75
541	63015	--	elect		SIL-Chep	449	Chepang	11.B.2.35
542	63016	--	elephant		SIL-Chep	449	Chepang	3.A.54
543	63017	kʰolʔ-kay	embrace		SIL-Chep	449	Chepang	10.B.1.50
544	63018	--	embroidery		SIL-Chep	449	Chepang	7.A.29
545	63019	soh	empty		SIL-Chep	449	Chepang	12.C.32
546	63021	dəp-sa	empty, become		SIL-Chep	449	Chepang	7.B.1. 28
547	63020	soyh-sa	empty, become		SIL-Chep	449	Chepang	7.B.1. 28
548	63022	hom-sa	encourage		SIL-Chep	449	Chepang	6.B.2. 20
549	63023	tu-sa	endure		SIL-Chep	449	Chepang	2.B.2.46
550	63024	--	enemy		SIL-Chep	449	Chepang	11.A.68
551	63025	--	enjoy / content		SIL-Chep	449	Chepang	10.B.3.14
552	63026	kos-sa	enough, had		SIL-Chep	449	Chepang	7.B.2. 41
553	63027	pok-sa	enter		SIL-Chep	449	Chepang	2.B.1.6
554	63028	--	envious		SIL-Chep	449	Chepang	12.A.65
555	63029	--	envy		SIL-Chep	449	Chepang	10.A.3
556	63030	(N)	equal		SIL-Chep	449	Chepang	12.D.6
557	63031	mih-sa	erase		SIL-Chep	449	Chepang	10.B.2.27
558	63032	pot-sa	erect		SIL-Chep	449	Chepang	6.B.1.5
559	63033	bet-sa	escape		SIL-Chep	449	Chepang	11.B.3.19
560	63034	--	escort, accompany		SIL-Chep	449	Chepang	2.B.1.16
561	63035	dyahməy	evening		SIL-Chep	449	Chepang	5.A.12
562	63036	juda	every		SIL-Chep	449	Chepang	9.45
563	63037	rew-ʔo	evil		SIL-Chep	449	Chepang	12.A.24
564	63038	byalʔ-noʔ-ti cʰyanʰ-sa	exaggerate		SIL-Chep	449	Chepang	10.B.1.11
565	63039	wel-sa	examine		SIL-Chep	449	Chepang	10.B.2.21
566	63040	--	except		SIL-Chep	449	Chepang	13.B.34
567	63041	loykay-sa	exchange money		SIL-Chep	449	Chepang	11.B.2.9
568	63043	cak-ʔo	expensive		SIL-Chep	449	Chepang	12.B.50
569	63042	(N)	expensive		SIL-Chep	449	Chepang	12.B.50
570	63044	--	experienced		SIL-Chep	449	Chepang	12.A.3
571	63045	mik	eye		SIL-Chep	449	Chepang	1.40
572	63046	--	eye disease		SIL-Chep	449	Chepang	10.A.38
573	63047	mik-luŋ	eyeball		SIL-Chep	449	Chepang	2.A.23
574	63048	mik◦pulʔ	eyebrow		SIL-Chep	449	Chepang	2.A.11
575	63049	mik◦pulʔ	eyelash		SIL-Chep	449	Chepang	2.A.12
576	63050	kʰen	face		SIL-Chep	449	Chepang	2.A.21
577	63051	(N)	fade		SIL-Chep	449	Chepang	7.B.3. 19
578	63052	--	faded		SIL-Chep	449	Chepang	12.B.38
579	63053	--	fail (in attempt)		SIL-Chep	449	Chepang	10.B.1.83
580	63054	(N)	faint		SIL-Chep	449	Chepang	2.B.2.25
581	63055	--	faith		SIL-Chep	449	Chepang	10.A.62
582	63060	ʔol-sa	fall	v.i.	SIL-Chep	449	Chepang	4.B.13
583	63057	gleʔ-sa	fall down		SIL-Chep	449	Chepang	2.B.1.58
584	63056	dyas-sa	fall down		SIL-Chep	449	Chepang	2.B.1.58
585	63058	rah-sa	fall off		SIL-Chep	449	Chepang	4.B.5
586	63059	ton-sa	fall over		SIL-Chep	449	Chepang	2.B.1.56
587	63062	maʔ-ʔo	false		SIL-Chep	449	Chepang	12.D.14
588	63061	maʔ-ʔo	false		SIL-Chep	449	Chepang	12.B.44
589	63063	lok-ʔo	far		SIL-Chep	449	Chepang	12.C.1
590	63064	--	farmer		SIL-Chep	449	Chepang	11.A.64
591	63067	renʰ-ʔo	fast		SIL-Chep	449	Chepang	12.C.39
592	63066	jok-ʔo	fast		SIL-Chep	449	Chepang	12.C.39
593	63065	ʔupaŋ kawʔ-sa	fast		SIL-Chep	449	Chepang	10.B.3.31
594	63068	cʰəw mu-ʔo	fat		SIL-Chep	449	Chepang	12.A.34
595	63069	ʔapa	father		SIL-Chep	449	Chepang	11.A.71
596	63071	yumʰ-sa	fear		SIL-Chep	449	Chepang	10.B.3.1
597	63070	rəy-sa	fear		SIL-Chep	449	Chepang	10.B.3.1
598	63073	yumʰ-ʔo	fearful		SIL-Chep	449	Chepang	12.A.51
599	63072	rəy-ʔo	fearful		SIL-Chep	449	Chepang	12.A.51
600	63075	pʰeh	feather		SIL-Chep	449	Chepang	1.36
601	63074	wəʔ-ko menʔ	feather		SIL-Chep	449	Chepang	1.36
602	63076	kliʔ	feces		SIL-Chep	449	Chepang	2.A.72
603	63077	(verb stem) + gar-	feel		SIL-Chep	449	Chepang	13.A. 18
604	63078	samʰ-sa	feel / touch		SIL-Chep	449	Chepang	2.B.1.51
605	63079	--	feel at ease		SIL-Chep	449	Chepang	10.B.1.79
606	63080	kʰamʰ-sa	fell		SIL-Chep	449	Chepang	4.B.13a
607	63081	--	fence		SIL-Chep	449	Chepang	6.A.32
608	63082	puŋ-sa	ferment	v.i.	SIL-Chep	449	Chepang	7.B.1. 22
609	63083	--	festival		SIL-Chep	449	Chepang	10.A.71
610	63086	suŋ-ʔo	fetid		SIL-Chep	449	Chepang	12.B.28
611	63085	hləy-ʔo	fetid		SIL-Chep	449	Chepang	12.B.28
612	63084	kus-ʔo	fetid		SIL-Chep	449	Chepang	12.B.28
613	63087	ʔəy-ʔo	fever	v.	SIL-Chep	449	Chepang	10.A.25
614	63088	kulʔ	fiber		SIL-Chep	449	Chepang	7.A.22
615	63089	raŋ	field		SIL-Chep	449	Chepang	4.A.63
616	63090	pləy-hale nis-joʔ	fifty		SIL-Chep	449	Chepang	9.17
617	63091	minʰ-kay-sa	fight	v.	SIL-Chep	449	Chepang	11.A.45
618	63092	kay-kay-sa	fight (animals)		SIL-Chep	449	Chepang	3.B.42
619	63093	--	file a case		SIL-Chep	449	Chepang	11.B.3.21
620	63095	hər-sa	filled, get		SIL-Chep	449	Chepang	7.B.1. 25
621	63094	bliŋʰ-sa	filled, get		SIL-Chep	449	Chepang	7.B.1. 25
622	63096	cyəwʔ-sa	find		SIL-Chep	449	Chepang	6.B.1. 14
623	63097	--	fine smn.		SIL-Chep	449	Chepang	11.B.3.14
624	63099	geʔcʰik	finger		SIL-Chep	449	Chepang	2.A.54
625	63098	brəyh	finger		SIL-Chep	449	Chepang	2.A.54
626	63100	sən	fingernail		SIL-Chep	449	Chepang	1.45
627	63101	(Inf.) + kʰay-sa	finish		SIL-Chep	449	Chepang	13.A. 13
628	63104	put-sa	finished		SIL-Chep	449	Chepang	6.B.1.3
629	63103	sa	finished		SIL-Chep	449	Chepang	6.B.1.3
630	63102	dəp	finished		SIL-Chep	449	Chepang	6.B.1.3
631	63105	hmeʔ	fire		SIL-Chep	449	Chepang	1.82
632	63106	pitak	fire tongs		SIL-Chep	449	Chepang	6.A.54
633	63107	paŋʔ-guli	firefly		SIL-Chep	449	Chepang	3.A.94
634	63108	hŋa	first		SIL-Chep	449	Chepang	9.30
635	63109	ŋaʔ	fish		SIL-Chep	449	Chepang	1.19
636	63110	keʔ	fish hook		SIL-Chep	449	Chepang	8.A. 25
637	63111	ruʔ	fish poison		SIL-Chep	449	Chepang	8.A. 26
638	63114	kayh	fish trap		SIL-Chep	449	Chepang	8.A. 31
639	63113	terʔ	fish trap		SIL-Chep	449	Chepang	8.A. 31
640	63112	tip	fish trap		SIL-Chep	449	Chepang	8.A. 31
641	63115	--	fisherman		SIL-Chep	449	Chepang	11.A.62
642	63116	poŋa-joʔ	five		SIL-Chep	449	Chepang	9.3
643	63118	hmeʔ-lyuŋ	flame		SIL-Chep	449	Chepang	6.A.48
644	63119	jher-sa	flare up		SIL-Chep	449	Chepang	4.B.3.7
645	63120	nyam pliŋʰ-sa	flash (lightning)		SIL-Chep	449	Chepang	5.B.17
646	63121	banʰ-ʔo	flat		SIL-Chep	449	Chepang	12.C.24
647	63123	--	flatten dough (with roll)		SIL-Chep	449	Chepang	7.B.1.9
648	63122	blek jaŋʰ-sa	flatten dough (with hands)		SIL-Chep	449	Chepang	7.B.1. 10
649	63124	--	flatter		SIL-Chep	449	Chepang	10.B.1.77
650	63125	hyuŋʔ	flea		SIL-Chep	449	Chepang	3.A.89
651	63126	krəwʔ-sa	flee		SIL-Chep	449	Chepang	11.B.3.18
652	63127	mayʔ	flesh		SIL-Chep	449	Chepang	1.29
653	63129	nyorʔ-ʔo	flexible		SIL-Chep	449	Chepang	12.B.11
654	63128	nyoy-ʔo	flexible		SIL-Chep	449	Chepang	12.B.11
655	63130	pliŋʰ-sa	flicker (fire)		SIL-Chep	449	Chepang	6.B.3.4
656	63131	tʰyawʔkay-sa	flirt / risky conversation, make		SIL-Chep	449	Chepang	10.B.1.78
657	63132	--	float		SIL-Chep	449	Chepang	5.B.25
658	63134	(N)	flood (small damage)		SIL-Chep	449	Chepang	5.B.24
659	63133	tiʔ ləyŋ-sa	flood (big damage)		SIL-Chep	449	Chepang	5.B.23
660	63135	saʔ	floor		SIL-Chep	449	Chepang	6.A.31
661	63136	--	flour		SIL-Chep	449	Chepang	7.A.20
662	63137	ho-sa	flow		SIL-Chep	449	Chepang	5.B.19
663	63138	ro	flower		SIL-Chep	449	Chepang	4.A.13
664	63140	baŋsuli	flute (short)		SIL-Chep	449	Chepang	8.A. 44
665	63139	murali	flute (long)		SIL-Chep	449	Chepang	8.A. 45
666	63143	syuŋ-sa	fly		SIL-Chep	449	Chepang	3.B.9
667	63142	yaŋ	fly		SIL-Chep	449	Chepang	3.A.83
668	63141	syuŋ-sa	fly		SIL-Chep	449	Chepang	1.64
669	63144	min	flying ant		SIL-Chep	449	Chepang	3.A.86
670	63145	hus	fog		SIL-Chep	449	Chepang	5.A.40
671	63146	tulʔ-sa	fold		SIL-Chep	449	Chepang	7.B.3. 23
672	63147	tulʔ-sa	fold over		SIL-Chep	449	Chepang	7.B.3. 24
673	63148	gulʰ-sa	follow		SIL-Chep	449	Chepang	2.B.1.17
674	63150	jeʔ-ga	food		SIL-Chep	449	Chepang	7.A.1.
675	63149	jeʔ-guliŋ	food		SIL-Chep	449	Chepang	7.A.1.
676	63151	ciʔ-ma-lo	foolish		SIL-Chep	449	Chepang	12.A.21
677	63152	dom	foot		SIL-Chep	449	Chepang	1.46
678	63153	--	forbid		SIL-Chep	449	Chepang	10.B.1.72
679	63154	baʔ-tak-sa	force		SIL-Chep	449	Chepang	10.B.1.24
680	63155	--	ford		SIL-Chep	449	Chepang	5.A.72
681	63156	jelʰ	forehead		SIL-Chep	449	Chepang	2.A.18
682	63157	rəw manta	foreigner / non-speaker		SIL-Chep	449	Chepang	11.A.22
683	63158	hmeʔ-sa	forget		SIL-Chep	449	Chepang	10.B.2.11
684	63159	--	forgive		SIL-Chep	449	Chepang	10.B.1.40
685	63160	sum-hale pləy-joʔ	forty		SIL-Chep	449	Chepang	9.16
686	63161	pləy-joʔ	four		SIL-Chep	449	Chepang	9.2
687	63162	--	fox		SIL-Chep	449	Chepang	3.A.59
688	63163	hməyə-ʔo	fragrant		SIL-Chep	449	Chepang	12.B.27
689	63164	graŋʰ-sa	freeze		SIL-Chep	449	Chepang	5.B.22
690	63166	--	frequently		SIL-Chep	449	Chepang	12.D.24
691	63165	--	frequent		SIL-Chep	449	Chepang	12.D.20
692	63168	ʔabu	friend		SIL-Chep	449	Chepang	11.A.66
693	63167	gu	friend		SIL-Chep	449	Chepang	11.A.66
694	63169	--	friendly		SIL-Chep	449	Chepang	12.A.58
695	63170	grinʔ-sa	frightened		SIL-Chep	449	Chepang	10.B.3.3
696	63173	tik	frog		SIL-Chep	449	Chepang	3.A.66
697	63172	cus	frog		SIL-Chep	449	Chepang	3.A.66
698	63171	dʰoŋ	frog		SIL-Chep	449	Chepang	3.A.66
699	63174	-səy	from		SIL-Chep	449	Chepang	12.C.44
700	63175	kos	front		SIL-Chep	449	Chepang	12.C.16
701	63176	--	frost		SIL-Chep	449	Chepang	5.A.39
702	63177	sayʔ	fruit		SIL-Chep	449	Chepang	4.A.16
703	63178	ceŋ-sa	fruitless, become		SIL-Chep	449	Chepang	4.B.41
704	63179	ŋaw-sa	fry / deep-fry ((bread))		SIL-Chep	449	Chepang	7.B.2.7
705	63180	ŋaw-sa	fry / dry-fry		SIL-Chep	449	Chepang	7.B.2.5
706	63181	--	frying pan		SIL-Chep	449	Chepang	6.A.56
707	63182	jəy-lənʔ-sa	fulfill works of purification		SIL-Chep	449	Chepang	11.B.2.23
708	63183	bliŋʰ-ʔo	full		SIL-Chep	449	Chepang	1.95
709	63184	(N)	full moon		SIL-Chep	449	Chepang	5.A.15
710	63185	ŋi-si-ʔo	funny		SIL-Chep	449	Chepang	12.A.46
711	63186	men	fur		SIL-Chep	449	Chepang	3.A.26
712	63187	--	gamble		SIL-Chep	449	Chepang	11.B.1.18
713	63188	--	game		SIL-Chep	449	Chepang	11.A.11
714	63189	--	gargle		SIL-Chep	449	Chepang	2.B.2.41
715	63190	--	garlic		SIL-Chep	449	Chepang	4.A.39
716	63191	hum-sa	gather up		SIL-Chep	449	Chepang	6.B.1. 18
717	63192	--	generosity		SIL-Chep	449	Chepang	10.A.5
718	63193	sayk-ʔo	generous		SIL-Chep	449	Chepang	12.A.40
719	63194	kam-ʔo	gentle		SIL-Chep	449	Chepang	12.A.7
720	63195	pʰə-sa	germinate		SIL-Chep	449	Chepang	4.B.9
721	63197	cyol-sa	get away / turn away		SIL-Chep	449	Chepang	7.B.2. 22
722	63196	tyuryu-sa	get away / turn away		SIL-Chep	449	Chepang	7.B.2. 22
723	63198	cyok-sa	get up	v.i.	SIL-Chep	449	Chepang	2.B.1.59
724	63199	--	ghee		SIL-Chep	449	Chepang	7.A.14
725	63200	riʔ	ghost		SIL-Chep	449	Chepang	10.A.53
726	63201	syampʰər	ginger		SIL-Chep	449	Chepang	4.A.40
727	63203	bəyʔ-sa	give		SIL-Chep	449	Chepang	10.B.1.41
728	63202	bəyʔ-sa	give		SIL-Chep	449	Chepang	1.70
729	63204	dyanʔ-ti payk-sa	give back	v.	SIL-Chep	449	Chepang	10.B.1.42
730	63205	--	give final judgement		SIL-Chep	449	Chepang	11.B.3.22
731	63207	biha goy kʰam-ti janə	give in marriage		SIL-Chep	449	Chepang	11.B.2.18
732	63206	--	give in		SIL-Chep	449	Chepang	10.B.1.43
733	63208	pʰe-sa	give up / abstain from / forsake		SIL-Chep	449	Chepang	10.B.1.44
734	63210	tayə-sa	gnaw		SIL-Chep	449	Chepang	3.B.6
735	63209	yoyh-sa	gnaw		SIL-Chep	449	Chepang	3.B.6
736	63211	ʔal-sa	go		SIL-Chep	449	Chepang	2.B.1.5
737	63213	--	go around, cause to		SIL-Chep	449	Chepang	2.B.1.8a
738	63212	wikol-sa	go around		SIL-Chep	449	Chepang	2.B.1.8
