ID	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
315153	thing	wood		PB-CLDB	1779	Lushai [Mizo]	1587
315161	thiːr	iron		PB-CLDB	1779	Lushai [Mizo]	1594
315167	sawh-thiːng	ginger		PB-CLDB	1779	Lushai [Mizo]	1600
315172	chhawng	storey; tier		PB-CLDB	1779	Lushai [Mizo]	1604
315179	shom	ten		PB-CLDB	1779	Lushai [Mizo]	1610
315187	chhu	vulva		PB-CLDB	1779	Lushai [Mizo]	1617
315192	chhuat	floor		PB-CLDB	1779	Lushai [Mizo]	1621
315196	lung	stone		PB-CLDB	1779	Lushai [Mizo]	1624
315198	lung-taːt	hone		PB-CLDB	1779	Lushai [Mizo]	1625
315206	sum	goods; possessions		PB-CLDB	1779	Lushai [Mizo]	1632
315215	chhuːng	inside		PB-CLDB	1779	Lushai [Mizo]	1640
315218	chhuːng-te	near relations		PB-CLDB	1779	Lushai [Mizo]	1642
315228	chhuːl	womb		PB-CLDB	1779	Lushai [Mizo]	1651
315231	chhuːn	day time		PB-CLDB	1779	Lushai [Mizo]	1653
315235	aːr-chhuang	comb of a cock or hen		PB-CLDB	1779	Lushai [Mizo]	1656
315240	fa-hrah	orphan		PB-CLDB	1779	Lushai [Mizo]	1660
315243	fa-tu	one who presides at a feast		PB-CLDB	1779	Lushai [Mizo]	1662
315254	tak	real; exact		PB-CLDB	1779	Lushai [Mizo]	1672
315256	tak-sa	body		PB-CLDB	1779	Lushai [Mizo]	1673
315259	chal	forehead		PB-CLDB	1779	Lushai [Mizo]	1675
315268	chawn	calf (of leg)		PB-CLDB	1779	Lushai [Mizo]	1683
315270	chan	portion; share		PB-CLDB	1779	Lushai [Mizo]	1684
315275	fang	grain		PB-CLDB	1779	Lushai [Mizo]	1688
315278	fang hma	large cucumber		PB-CLDB	1779	Lushai [Mizo]	1690
315280	chang-paːt	worm	n	PB-CLDB	1779	Lushai [Mizo]	1691
315286	tlang	lump		PB-CLDB	1779	Lushai [Mizo]	1695
315287	tap	hearth		PB-CLDB	1779	Lushai [Mizo]	1696
315291	fa	son; daughter		PB-CLDB	1779	Lushai [Mizo]	1699
315299	chai-cheh	tongs		PB-CLDB	1779	Lushai [Mizo]	1706
315304	far	pine tree		PB-CLDB	1779	Lushai [Mizo]	1710
315316	chaːng	joint		PB-CLDB	1779	Lushai [Mizo]	1721
315320	tlaːng	public		PB-CLDB	1779	Lushai [Mizo]	1723
315324	chang-lak-chen	measurement	n	PB-CLDB	1779	Lushai [Mizo]	1727
315329	thon-thu	story		PB-CLDB	1779	Lushai [Mizo]	1730
315333	lung-dawh	platform erected in memory of the dead	n	PB-CLDB	1779	Lushai [Mizo]	1734
315340	fei	spear		PB-CLDB	1779	Lushai [Mizo]	1740
315346	chem	Lushai chopper	n	PB-CLDB	1779	Lushai [Mizo]	1745
315362	cheːng-|kol	water snail		PB-CLDB	1779	Lushai [Mizo]	1760
315365	fawm	along with		PB-CLDB	1779	Lushai [Mizo]	1762
315367	ho-tu	master		PB-CLDB	1779	Lushai [Mizo]	1763
315382	tong	cubit		PB-CLDB	1779	Lushai [Mizo]	1777
315411	chu	this		PB-CLDB	1779	Lushai [Mizo]	1805
315414	tuːn-a	now		PB-CLDB	1779	Lushai [Mizo]	1806
315415	tu-nu	grand daughter		PB-CLDB	1779	Lushai [Mizo]	1807
315417	tu-pa	grand son		PB-CLDB	1779	Lushai [Mizo]	1808
315430	tuam	wrap around		PB-CLDB	1779	Lushai [Mizo]	1820
315435	chuap	lungs		PB-CLDB	1779	Lushai [Mizo]	1824
315444	tluːng	ridge pole		PB-CLDB	1779	Lushai [Mizo]	1832
315449	chung	roof		PB-CLDB	1779	Lushai [Mizo]	1836
315452	tlung-pi	white-ant		PB-CLDB	1779	Lushai [Mizo]	1838
315456	tuh-daːl	large hoe	n	PB-CLDB	1779	Lushai [Mizo]	1841
315459	tui	water		PB-CLDB	1779	Lushai [Mizo]	1843
315462	tui	egg		PB-CLDB	1779	Lushai [Mizo]	1845
315466	fuːr	rainy season		PB-CLDB	1779	Lushai [Mizo]	1848
315473	tha	strength		PB-CLDB	1779	Lushai [Mizo]	1854
315481	thal	arrow		PB-CLDB	1779	Lushai [Mizo]	1861
315490	that-chhia	lazy		PB-CLDB	1779	Lushai [Mizo]	1869
315498	chhawng	storey		PB-CLDB	1779	Lushai [Mizo]	1876
315502	the-reng	generic name for all chirping insects		PB-CLDB	1779	Lushai [Mizo]	1879
315504	thei	edible fruit		PB-CLDB	1779	Lushai [Mizo]	1880
315514	tho	fly		PB-CLDB	1779	Lushai [Mizo]	1889
315521	thu	word; about; concerning		PB-CLDB	1779	Lushai [Mizo]	1895
315527	thuk	stove		PB-CLDB	1779	Lushai [Mizo]	1900
315530	thum	three		PB-CLDB	1779	Lushai [Mizo]	1902
315540	u-pa	elder		PB-CLDB	1779	Lushai [Mizo]	1911
315543	ui	dog		PB-CLDB	1779	Lushai [Mizo]	1913
315545	ui-hli	flea		PB-CLDB	1779	Lushai [Mizo]	1914
315554	um	pot		PB-CLDB	1779	Lushai [Mizo]	1922
315560	kaːng-hlai	crane		PB-CLDB	1779	Lushai [Mizo]	1927
315564	sa-va	bird		PB-CLDB	1779	Lushai [Mizo]	1930
315575	vai-miːm	corn		PB-CLDB	1779	Lushai [Mizo]	1940
315582	vaːn	sky		PB-CLDB	1779	Lushai [Mizo]	1946
315586	vei-lam	left-hand side		PB-CLDB	1779	Lushai [Mizo]	1949
315590	voih	break wind		PB-CLDB	1779	Lushai [Mizo]	1951
315595	veːng	neighbour		PB-CLDB	1779	Lushai [Mizo]	1956
315601	vok	domestic pig		PB-CLDB	1779	Lushai [Mizo]	1961
315606	vot	cold		PB-CLDB	1779	Lushai [Mizo]	1965
315611	vun	skin		PB-CLDB	1779	Lushai [Mizo]	1969
315619	vuːr	snow		PB-CLDB	1779	Lushai [Mizo]	1975
315620	vuːm	piled up	be v.	PB-CLDB	1779	Lushai [Mizo]	1976
315628	za	hundred		PB-CLDB	1779	Lushai [Mizo]	1983
315641	zang	penis		PB-CLDB	1779	Lushai [Mizo]	1995
315652	zaːn	night		PB-CLDB	1779	Lushai [Mizo]	2005
315663	zoi	slow		PB-CLDB	1779	Lushai [Mizo]	2014
315667	zeːl	continuously; right on; one after another		PB-CLDB	1779	Lushai [Mizo]	2018
315683	ziːng-a	in the early morning		PB-CLDB	1779	Lushai [Mizo]	2033
315688	zo	name of the Lushais and surrounding hill tribes		PB-CLDB	1779	Lushai [Mizo]	2037
315696	zong	emphatic and distinguishing particle		PB-CLDB	1779	Lushai [Mizo]	2044
315701	zawh-teː	cat		PB-CLDB	1779	Lushai [Mizo]	2048
315705	sawn	bastard		PB-CLDB	1779	Lushai [Mizo]	2051
315709	zawng	monkey		PB-CLDB	1779	Lushai [Mizo]	2054
315718	sa-zu	rat		PB-CLDB	1779	Lushai [Mizo]	2062
315720	zu	beer		PB-CLDB	1779	Lushai [Mizo]	2063
315732	zun	urine		PB-CLDB	1779	Lushai [Mizo]	2074
315734	zung	root		PB-CLDB	1779	Lushai [Mizo]	2075
315736	zung-bun	finger ring		PB-CLDB	1779	Lushai [Mizo]	2076
315741	aː	foolish	vi	PB-CLDB	1779	Lushai [Mizo]	2080
315742	aːt	cut	v	PB-CLDB	1779	Lushai [Mizo]	2084
315743	ai	warm one's self; bask	v	PB-CLDB	1779	Lushai [Mizo]	2086
315744	a◦ma	he; she; her; it; its; him		PB-CLDB	1779	Lushai [Mizo]	2088
315745	ang	like	vi	PB-CLDB	1779	Lushai [Mizo]	2091
315746	ao	shout	v	PB-CLDB	1779	Lushai [Mizo]	2092
315747	ap	mouldy	vi	PB-CLDB	1779	Lushai [Mizo]	2093
315748	awh	seize or possess (as a spirit)	vi	PB-CLDB	1779	Lushai [Mizo]	2096
315749	awn	slanting	vi	PB-CLDB	1779	Lushai [Mizo]	2098
315750	baːl	be or get dirty	vi	PB-CLDB	1779	Lushai [Mizo]	2101
315751	baːng	hang up (as on a peg; etc.)	v	PB-CLDB	1779	Lushai [Mizo]	2104
315752	baːng	stop	v	PB-CLDB	1779	Lushai [Mizo]	2105
315753	baːr	stuff in the mouth	v	PB-CLDB	1779	Lushai [Mizo]	2107
315754	baːr-fa-Teːk	name of a bird	vi	PB-CLDB	1779	Lushai [Mizo]	2110
315755	bai	lame; walk lamely	vi	PB-CLDB	1779	Lushai [Mizo]	2111
315756	bal	having a piece off; be chipped	v	PB-CLDB	1779	Lushai [Mizo]	2112
315757	ban	reach out the hand; reach; arrive	v	PB-CLDB	1779	Lushai [Mizo]	2113
315758	bat	owe	v	PB-CLDB	1779	Lushai [Mizo]	2116
315759	bawk	swell	vi	PB-CLDB	1779	Lushai [Mizo]	2118
315760	bawm	surround; envelop; cover (as sores)	v	PB-CLDB	1779	Lushai [Mizo]	2119
315761	bawr	cluster; bunch	vi	PB-CLDB	1779	Lushai [Mizo]	2124
315762	beːl	depend on	v	PB-CLDB	1779	Lushai [Mizo]	2131
315763	beːng	clap; slap; pat	v	PB-CLDB	1779	Lushai [Mizo]	2132
315764	beh	wear in the ear	v	PB-CLDB	1779	Lushai [Mizo]	2133
315765	bei	do; assault; be engaged in doing anything; begin;	v	PB-CLDB	1779	Lushai [Mizo]	2134
315766	bel	stick on (as paper; plaster; etc.); plaster; patch	v	PB-CLDB	1779	Lushai [Mizo]	2135
315767	beng-ngong	deaf	vi	PB-CLDB	1779	Lushai [Mizo]	2138
315768	biak	worship	v	PB-CLDB	1779	Lushai [Mizo]	2141
315769	bok-vaːk	crawl	v	PB-CLDB	1779	Lushai [Mizo]	2143
315770	buai	confused	vi	PB-CLDB	1779	Lushai [Mizo]	2146
315771	buak	spilled; pour out	be v.	PB-CLDB	1779	Lushai [Mizo]	2147
315772	buak	pour out	v	PB-CLDB	1779	Lushai [Mizo]	2148
315773	bual	wallow; bathe	vi	PB-CLDB	1779	Lushai [Mizo]	2149
315774	bun	lie in ambush	vi	PB-CLDB	1779	Lushai [Mizo]	2152
315775	bun	put on or wear (as ring; boots; etc.)	v	PB-CLDB	1779	Lushai [Mizo]	2153
315776	bun	pour out; empty out	v	PB-CLDB	1779	Lushai [Mizo]	2154
315777	chaːm	stay overnight	v	PB-CLDB	1779	Lushai [Mizo]	2155
315778	chaːm	remain in a place over a day and night; sojourn	v	PB-CLDB	1779	Lushai [Mizo]	2156
315779	chaːn	deprived of	be v.	PB-CLDB	1779	Lushai [Mizo]	2157
315780	chaːng	lie in wait	v	PB-CLDB	1779	Lushai [Mizo]	2158
315781	chah	bait	v	PB-CLDB	1779	Lushai [Mizo]	2160
315782	chak	strong	vi	PB-CLDB	1779	Lushai [Mizo]	2162
315783	chal-lang	popular	vi	PB-CLDB	1779	Lushai [Mizo]	2164
315784	cham	level	vi	PB-CLDB	1779	Lushai [Mizo]	2165
315785	chan	cut up; slice up	v	PB-CLDB	1779	Lushai [Mizo]	2166
315786	chang	mature	vi	PB-CLDB	1779	Lushai [Mizo]	2168
315787	chang	receive as a share or portion	v	PB-CLDB	1779	Lushai [Mizo]	2169
315788	chang	change into; become	v	PB-CLDB	1779	Lushai [Mizo]	2170
315789	chat	break (as a rope)	vi	PB-CLDB	1779	Lushai [Mizo]	2173
315790	chawl	rest	v	PB-CLDB	1779	Lushai [Mizo]	2174
315791	cheːng	stay	v	PB-CLDB	1779	Lushai [Mizo]	2176
315792	cheːt	do; act; work; perform	v	PB-CLDB	1779	Lushai [Mizo]	2178
315793	chei	beautify	vi	PB-CLDB	1779	Lushai [Mizo]	2179
315794	chep	small	v	PB-CLDB	1779	Lushai [Mizo]	2181
315795	chep	nip; clip	v	PB-CLDB	1779	Lushai [Mizo]	2182
315796	chh (beng-chheng)	make a noise	v	PB-CLDB	1779	Lushai [Mizo]	2183
315797	chhaːng	answer; reply; accept	receive	PB-CLDB	1779	Lushai [Mizo]	2185
315798	chhah	thick	vi	PB-CLDB	1779	Lushai [Mizo]	2186
315799	chhaih	tease	v	PB-CLDB	1779	Lushai [Mizo]	2187
315800	chham	run short of anything; lack	vi	PB-CLDB	1779	Lushai [Mizo]	2189
315801	chhar	find; pick up	v	PB-CLDB	1779	Lushai [Mizo]	2191
315802	chhawn	answer; reply	v	PB-CLDB	1779	Lushai [Mizo]	2192
315803	chhawn	answer	v	PB-CLDB	1779	Lushai [Mizo]	2193
315804	chheːm	blow (with the mouth)	v	PB-CLDB	1779	Lushai [Mizo]	2197
315805	chhek-khawm	collect or put together in one place	v	PB-CLDB	1779	Lushai [Mizo]	2198
315806	chhel	endure patiently	vi	PB-CLDB	1779	Lushai [Mizo]	2199
315807	chher	forge; sculpture	v	PB-CLDB	1779	Lushai [Mizo]	2200
315808	chhiːn	close; shut; stopper	v	PB-CLDB	1779	Lushai [Mizo]	2201
315809	chhiːng	short (as a coat; rope; etc.)	vi	PB-CLDB	1779	Lushai [Mizo]	2202
315810	chhia	bad	vi	PB-CLDB	1779	Lushai [Mizo]	2203
315811	chhiah	leave as a heritage	v	PB-CLDB	1779	Lushai [Mizo]	2205
315812	chhiar	count; read	v	PB-CLDB	1779	Lushai [Mizo]	2207
315813	chhim	partake (of another's food)	v	PB-CLDB	1779	Lushai [Mizo]	2208
315814	chho	ascend; be steep (upwards)	v	PB-CLDB	1779	Lushai [Mizo]	2210
315815	chhok-olh	bent; crinkled	vi	PB-CLDB	1779	Lushai [Mizo]	2211
315816	chhom-dawl	aid; assist	v	PB-CLDB	1779	Lushai [Mizo]	2212
315817	chhu	notch	v	PB-CLDB	1779	Lushai [Mizo]	2214
315818	chhuːn	take after; resemble (parents; etc.)	vi	PB-CLDB	1779	Lushai [Mizo]	2217
315819	chhuːng	cast (as metal); pour in or out	v	PB-CLDB	1779	Lushai [Mizo]	2218
315820	chhuak	disembark	v	PB-CLDB	1779	Lushai [Mizo]	2221
315821	chhuak	release; come or go out; originate	v	PB-CLDB	1779	Lushai [Mizo]	2222
315822	chhuak	come or go out; disembark; start (on a journey)	v	PB-CLDB	1779	Lushai [Mizo]	2223
315823	chhuang	put on top of	v	PB-CLDB	1779	Lushai [Mizo]	2224
315824	chhuh	snatch away; take away from	v	PB-CLDB	1779	Lushai [Mizo]	2226
315825	chhuih	kick	v	PB-CLDB	1779	Lushai [Mizo]	2227
315826	chhuk	descend; go down hill	v	PB-CLDB	1779	Lushai [Mizo]	2228
315827	chhun	stab; spear; prick	v	PB-CLDB	1779	Lushai [Mizo]	2229
315828	chi	die out (as a race; etc.); become extinct	v	PB-CLDB	1779	Lushai [Mizo]	2232
315829	chi	salt	v	PB-CLDB	1779	Lushai [Mizo]	2233
315830	chiːl	tread out (as grain)	v	PB-CLDB	1779	Lushai [Mizo]	2234
315831	chiːl	trample under foot	v	PB-CLDB	1779	Lushai [Mizo]	2235
315832	chiːng	plant; sow	v	PB-CLDB	1779	Lushai [Mizo]	2236
315833	chiah	soak	v	PB-CLDB	1779	Lushai [Mizo]	2237
315834	chiah	put in water; etc. soak; dip	v	PB-CLDB	1779	Lushai [Mizo]	2238
315835	chilh	pinch	v	PB-CLDB	1779	Lushai [Mizo]	2241
315836	chim	collapse; fall down	v	PB-CLDB	1779	Lushai [Mizo]	2242
315837	ching	barren; impotent	vi	PB-CLDB	1779	Lushai [Mizo]	2243
315838	chip	shut; close (as a cut; mouth; etc.)	v	PB-CLDB	1779	Lushai [Mizo]	2244
315839	cho	dig a hole	v	PB-CLDB	1779	Lushai [Mizo]	2246
315840	choi	carry or nurse (as a baby)	v	PB-CLDB	1779	Lushai [Mizo]	2247
315841	choi	carry baby; draw water	v	PB-CLDB	1779	Lushai [Mizo]	2249
315842	chok	stir	v	PB-CLDB	1779	Lushai [Mizo]	2250
315843	chom	fat; chubby	be v.	PB-CLDB	1779	Lushai [Mizo]	2251
315844	chuːm	punch; strike with the fist	v	PB-CLDB	1779	Lushai [Mizo]	2253
315845	chuang	ride	v	PB-CLDB	1779	Lushai [Mizo]	2255
315846	chuh	claim; snatch up	v	PB-CLDB	1779	Lushai [Mizo]	2257
315847	chuk	bite (as a snake); peck	v	PB-CLDB	1779	Lushai [Mizo]	2258
315848	daːk	raise or lift the head	v	PB-CLDB	1779	Lushai [Mizo]	2260
315849	daːl	prevent	v	PB-CLDB	1779	Lushai [Mizo]	2261
315850	daːm	land sheltered from the sun's rays and so kept con	vi	PB-CLDB	1779	Lushai [Mizo]	2262
315851	daːng	pale	vi	PB-CLDB	1779	Lushai [Mizo]	2264
315852	daːng-om	get out of the way	v	PB-CLDB	1779	Lushai [Mizo]	2265
315853	dah	confused	vi	PB-CLDB	1779	Lushai [Mizo]	2267
315854	dai	quiet	vi	PB-CLDB	1779	Lushai [Mizo]	2270
315855	dai	side of a river where there is but little current	vi	PB-CLDB	1779	Lushai [Mizo]	2271
315856	dam	well	vi	PB-CLDB	1779	Lushai [Mizo]	2274
315857	dawh	hold out (as the hand cloth; etc. for receiving an	v	PB-CLDB	1779	Lushai [Mizo]	2277
315858	dawm	support (from below); support	v	PB-CLDB	1779	Lushai [Mizo]	2278
315859	dawng	shoot out a new branch	vi	PB-CLDB	1779	Lushai [Mizo]	2279
315860	dawr	bargain with	v	PB-CLDB	1779	Lushai [Mizo]	2280
315861	dawt	suck up	v	PB-CLDB	1779	Lushai [Mizo]	2281
315862	deːng	stone; throw	v	PB-CLDB	1779	Lushai [Mizo]	2282
315863	delh	lean upon or against	v	PB-CLDB	1779	Lushai [Mizo]	2283
315864	dem	banter; poke fun at	v	PB-CLDB	1779	Lushai [Mizo]	2284
315865	ding	stand	v	PB-CLDB	1779	Lushai [Mizo]	2286
315866	do	at enmity with	be v.	PB-CLDB	1779	Lushai [Mizo]	2287
315867	do	prop up	v	PB-CLDB	1779	Lushai [Mizo]	2288
315868	dom	hold; catch hold of	v	PB-CLDB	1779	Lushai [Mizo]	2290
315869	dong	catch (as ball; etc.) take up (as spinning top)	v	PB-CLDB	1779	Lushai [Mizo]	2292
315870	duh	want	v	PB-CLDB	1779	Lushai [Mizo]	2293
315871	dum	dark (in colour)	v	PB-CLDB	1779	Lushai [Mizo]	2294
315872	dup	soft; yielding to touch	vi	PB-CLDB	1779	Lushai [Mizo]	2297
315873	ek	split wood with an axe	v	PB-CLDB	1779	Lushai [Mizo]	2301
315874	em	scorch	v	PB-CLDB	1779	Lushai [Mizo]	2302
315875	en	look	v	PB-CLDB	1779	Lushai [Mizo]	2303
315876	eng	yellow	vi	PB-CLDB	1779	Lushai [Mizo]	2304
315877	eng-a a	perpetually in the mind	be v.	PB-CLDB	1779	Lushai [Mizo]	2305
315878	fah	feed with the mouth	v	PB-CLDB	1779	Lushai [Mizo]	2309
315879	fai	clean	be v.	PB-CLDB	1779	Lushai [Mizo]	2310
315880	fak	praise	v	PB-CLDB	1779	Lushai [Mizo]	2311
315881	fan	stretch; be elastic	v	PB-CLDB	1779	Lushai [Mizo]	2312
315882	fang	only	v	PB-CLDB	1779	Lushai [Mizo]	2313
315883	far	drip; leak	v	PB-CLDB	1779	Lushai [Mizo]	2317
315884	fawp	kiss; suck	v	PB-CLDB	1779	Lushai [Mizo]	2320
315885	feːn-thuah	apron	v	PB-CLDB	1779	Lushai [Mizo]	2321
315886	feːp	suck [as sugarcane]	v	PB-CLDB	1779	Lushai [Mizo]	2322
315887	fel	understand accurately / justly	v	PB-CLDB	1779	Lushai [Mizo]	2324
315888	feng	much	v	PB-CLDB	1779	Lushai [Mizo]	2325
315889	fiːp	hard; solid	vi	PB-CLDB	1779	Lushai [Mizo]	2327
315890	fiah	distinct; clear	v	PB-CLDB	1779	Lushai [Mizo]	2328
315891	fiak	high-pitched	vi	PB-CLDB	1779	Lushai [Mizo]	2329
315892	fir	mean; stingy; miserly	vi	PB-CLDB	1779	Lushai [Mizo]	2332
315893	fom	gather (as sticks; firewood etc.)	v	PB-CLDB	1779	Lushai [Mizo]	2333
315894	fuːn	wrap up (in a parcel or bundle)	v	PB-CLDB	1779	Lushai [Mizo]	2336
315895	fual	sag; hang low	v	PB-CLDB	1779	Lushai [Mizo]	2338
315896	fuk	erect	vi	PB-CLDB	1779	Lushai [Mizo]	2339
315897	haːk	put wood etc. on the fireshelf	v	PB-CLDB	1779	Lushai [Mizo]	2341
315898	haːk	swallow the wrong way or so as to choke	v	PB-CLDB	1779	Lushai [Mizo]	2342
315899	haːl	burn; set on fire	v	PB-CLDB	1779	Lushai [Mizo]	2344
315900	haːl	burn; set on fire; ignite; char	v	PB-CLDB	1779	Lushai [Mizo]	2345
315901	hah	tired; be fatigued	vi	PB-CLDB	1779	Lushai [Mizo]	2347
315902	hai	mistake; be dizzy	v	PB-CLDB	1779	Lushai [Mizo]	2348
315903	hak	make much of; wheedle; make up to	v	PB-CLDB	1779	Lushai [Mizo]	2350
315904	hal	hate	vi	PB-CLDB	1779	Lushai [Mizo]	2351
315905	ham	gape	v	PB-CLDB	1779	Lushai [Mizo]	2352
315906	ham-haih	confused; be excited; be at a loss what to do;	vi	PB-CLDB	1779	Lushai [Mizo]	2353
315907	hao	abuse; reproach; upbraid	v	PB-CLDB	1779	Lushai [Mizo]	2354
315908	hao-sak	rich	vi	PB-CLDB	1779	Lushai [Mizo]	2356
315909	harh	wake up	v	PB-CLDB	1779	Lushai [Mizo]	2358
315910	hawp	eat with a spoon	v	PB-CLDB	1779	Lushai [Mizo]	2360
315911	heːk	speak against; slander; accuse another	v	PB-CLDB	1779	Lushai [Mizo]	2363
315912	heːl	walk round about; go round	v	PB-CLDB	1779	Lushai [Mizo]	2364
315913	heːo	wasted; spoiled	vi	PB-CLDB	1779	Lushai [Mizo]	2365
315914	heh pet	bite the lips	v	PB-CLDB	1779	Lushai [Mizo]	2366
315915	hel	unripe	vi	PB-CLDB	1779	Lushai [Mizo]	2367
315916	herh	twist round	v	PB-CLDB	1779	Lushai [Mizo]	2368
315917	hiːk	skin	v	PB-CLDB	1779	Lushai [Mizo]	2369
315918	hiat	scratch	v	PB-CLDB	1779	Lushai [Mizo]	2370
315919	hik	tingle; ache (with cold; etc.)	v	PB-CLDB	1779	Lushai [Mizo]	2371
315920	hik	skin	v	PB-CLDB	1779	Lushai [Mizo]	2372
315921	hing	sour	vi	PB-CLDB	1779	Lushai [Mizo]	2373
315922	hlaːng	lift	v	PB-CLDB	1779	Lushai [Mizo]	2375
315923	hlao	fear	vi	PB-CLDB	1779	Lushai [Mizo]	2376
315924	hlawh	work for wages	v	PB-CLDB	1779	Lushai [Mizo]	2377
315925	hlawm	knead	v	PB-CLDB	1779	Lushai [Mizo]	2378
315926	hleih nei	slight	v	PB-CLDB	1779	Lushai [Mizo]	2379
315927	hlep	keep for one's self; make profit	v	PB-CLDB	1779	Lushai [Mizo]	2380
315928	hliːm	turn up or lift up (a covering)	v	PB-CLDB	1779	Lushai [Mizo]	2381
315929	hliːm	turn up or lift up (as a coat sleeve; cloth; or an	v	PB-CLDB	1779	Lushai [Mizo]	2382
315930	hliam	wound	vi	PB-CLDB	1779	Lushai [Mizo]	2385
315931	hliam	obscure	vi	PB-CLDB	1779	Lushai [Mizo]	2386
315932	hliao	lick (as flames do a pot)	v	PB-CLDB	1779	Lushai [Mizo]	2387
315933	hlim	happy	vi	PB-CLDB	1779	Lushai [Mizo]	2389
315934	hlip	take off (as a coat); remove (as a cloth)	v	PB-CLDB	1779	Lushai [Mizo]	2390
315935	hloh	lose	v	PB-CLDB	1779	Lushai [Mizo]	2391
315936	hlui	old	vi	PB-CLDB	1779	Lushai [Mizo]	2392
315937	hlui	serve (with food); set before (as food)	v	PB-CLDB	1779	Lushai [Mizo]	2393
315938	hlum	ball	vi	PB-CLDB	1779	Lushai [Mizo]	2395
315939	hma-a	in front of	vi	PB-CLDB	1779	Lushai [Mizo]	2396
315940	hman	have leisure	vi	PB-CLDB	1779	Lushai [Mizo]	2400
315941	hmel	face	v	PB-CLDB	1779	Lushai [Mizo]	2404
315942	hmer	grasp tightly	v	PB-CLDB	1779	Lushai [Mizo]	2405
315943	hmin	cooked	vi	PB-CLDB	1779	Lushai [Mizo]	2406
315944	hmu	see	v	PB-CLDB	1779	Lushai [Mizo]	2408
315945	hmuak	meet; go to meet anyone	v	PB-CLDB	1779	Lushai [Mizo]	2411
315946	hmuam	chew (as tobacco); suck in the mouth; retain in th	v	PB-CLDB	1779	Lushai [Mizo]	2412
315947	hmuar	get mildewed or mouldy	v	PB-CLDB	1779	Lushai [Mizo]	2414
315948	hnaːr	snore; nose	v	PB-CLDB	1779	Lushai [Mizo]	2419
315949	hnai	near	vi	PB-CLDB	1779	Lushai [Mizo]	2421
315950	hnai	juice; sap; pus	v	PB-CLDB	1779	Lushai [Mizo]	2422
315951	hnang	speechless with pain; etc.	be v.	PB-CLDB	1779	Lushai [Mizo]	2426
315952	hnap hniːt	blow nose	v	PB-CLDB	1779	Lushai [Mizo]	2428
315953	hnawl	push; push along; graze; strike at an angle and sl	v	PB-CLDB	1779	Lushai [Mizo]	2429
315954	hnawm	filthy	vi	PB-CLDB	1779	Lushai [Mizo]	2430
315955	hnem	large quantity; a lot	v	PB-CLDB	1779	Lushai [Mizo]	2431
315956	hnial	refuse; contradict; gainsay; make excuse	v	PB-CLDB	1779	Lushai [Mizo]	2432
315957	hnial	contradict	v	PB-CLDB	1779	Lushai [Mizo]	2433
315958	hniam	low	vi	PB-CLDB	1779	Lushai [Mizo]	2434
315959	hnim	dip	v	PB-CLDB	1779	Lushai [Mizo]	2436
315960	hnip	soft	vi	PB-CLDB	1779	Lushai [Mizo]	2437
315961	hnok	obstructed; be encumbered; be in the way	be v.	PB-CLDB	1779	Lushai [Mizo]	2438
315962	hnom	damp	vi	PB-CLDB	1779	Lushai [Mizo]	2439
315963	hnong	refused admission	be v.	PB-CLDB	1779	Lushai [Mizo]	2440
315964	hoi	turn (as head or body)	v	PB-CLDB	1779	Lushai [Mizo]	2446
315965	holh	push or poke in; probe	v	PB-CLDB	1779	Lushai [Mizo]	2448
315966	hon	open	v	PB-CLDB	1779	Lushai [Mizo]	2449
315967	hot	stir (as with a spoon; etc)	v	PB-CLDB	1779	Lushai [Mizo]	2450
315968	hraːm	cry (used with animals)	v	PB-CLDB	1779	Lushai [Mizo]	2451
315969	hraːng	brave	vi	PB-CLDB	1779	Lushai [Mizo]	2453
315970	hraːt	brave	vi	PB-CLDB	1779	Lushai [Mizo]	2454
315971	hrai	feed	v	PB-CLDB	1779	Lushai [Mizo]	2455
315972	hram	dry and rough	vi	PB-CLDB	1779	Lushai [Mizo]	2459
315973	hrang	separate; another	v	PB-CLDB	1779	Lushai [Mizo]	2460
315974	hreh	dislike; object; think a trouble; not want	v	PB-CLDB	1779	Lushai [Mizo]	2461
315975	hriam	sharp	vi	PB-CLDB	1779	Lushai [Mizo]	2463
315976	hril	tell	v	PB-CLDB	1779	Lushai [Mizo]	2469
315977	hrilh	teach; inform; tell	v	PB-CLDB	1779	Lushai [Mizo]	2470
315978	hring	bring forth; beget; bear	vi	PB-CLDB	1779	Lushai [Mizo]	2471
315979	hring	green; fresh	vi	PB-CLDB	1779	Lushai [Mizo]	2472
315980	hrol	large; big	vi	PB-CLDB	1779	Lushai [Mizo]	2474
315981	hruai	conduct; escort	v	PB-CLDB	1779	Lushai [Mizo]	2476
315982	hrual	roll up in the hand	v	PB-CLDB	1779	Lushai [Mizo]	2477
315983	hrui	threshing floor	v	PB-CLDB	1779	Lushai [Mizo]	2479
315984	huːm	clench (the hand); clasp; grasp	v	PB-CLDB	1779	Lushai [Mizo]	2481
315985	huːp	sip; suck up; draw in (as breath)	v	PB-CLDB	1779	Lushai [Mizo]	2482
315986	hua(t)	hate; dislike	v	PB-CLDB	1779	Lushai [Mizo]	2484
315987	hul	dry; be water-tight	vi	PB-CLDB	1779	Lushai [Mizo]	2486
315988	hum	protect	v	PB-CLDB	1779	Lushai [Mizo]	2487
